"Time stamp","PC input energy | (MWt)","PC efficiency: gross","PC electrical power output: gross | (MWe)","PC water consumption: makeup + cooling | (kg/s)","PC HTF inlet temperature | (C)","PC HTF outlet temperature | (C)","Rec. HTF inlet temperature | (C)","Rec. HTF outlet temperature | (C)","Rec. thermal efficiency"
"Mar 27, 02:00 pm",121.359,0.44301,53.7633,33.7493,573.195,290.611,290.521,573.195,0.957116
"Mar 27, 03:00 pm",126.524,0.440174,55.6928,35.2149,573.334,291.337,290.627,573.334,0.944655
"Mar 27, 04:00 pm",126.501,0.438405,55.4585,35.3083,573.437,291.495,291.47,573.437,0.897158
"Mar 27, 05:00 pm",126.713,0.443426,56.1877,35.8439,573.457,291.043,291.018,573.457,0.890738
"Mar 27, 06:00 pm",121.455,0.442147,53.7009,33.8207,573.148,290.704,290.595,573.368,0.882814
"Mar 27, 07:00 pm",121.359,0.441093,53.5307,33.8536,572.046,290.864,290,0,0
"Mar 27, 08:00 pm",121.359,0.441676,53.6014,33.8223,571.969,290.815,290,0,0
"Mar 27, 09:00 pm",121.359,0.443808,53.8601,33.7068,571.884,290.621,290,0,0
"Mar 27, 10:00 pm",121.336,0.43432,52.6989,33.4482,571.787,291.515,290,0,0
"Mar 27, 11:00 pm",121.359,0.436806,53.0104,33.3211,571.675,291.29,290,0,0
"Mar 28, 12:00 am",121.359,0.435593,52.8632,33.3871,571.544,291.412,290,0,0
"Mar 28, 01:00 am",121.359,0.436145,52.9303,33.3575,571.385,291.37,290,0,0
"Mar 28, 02:00 am",121.359,0.436725,53.0006,33.3264,571.182,291.329,290,0,0
"Mar 28, 03:00 am",121.359,0.437018,53.0361,33.311,570.902,291.32,290,0,0
"Mar 28, 04:00 am",109.278,0.442337,48.3376,29.9662,570.453,289.701,290,0,0
"Mar 28, 05:00 am",0,0,0,0,574,290,290,0,0
"Mar 28, 06:00 am",0,0,0,0,574,290,290,0,0
"Mar 28, 07:00 am",0,0,0,0,574,290,290,0,0
"Mar 28, 08:00 am",70.5002,0.035304,4.28447,2.69869,573.649,290.1,290.091,454.631,0.549489
"Mar 28, 09:00 am",121.359,0.444765,53.9763,33.6555,573.344,290.437,290.367,573.344,0.960718
"Mar 28, 10:00 am",121.359,0.441644,53.5975,33.8239,573.347,290.73,290.645,573.347,0.961826
"Mar 28, 11:00 am",121.341,0.438835,53.2485,33.9707,573.294,290.996,290.557,573.294,0.960122
"Mar 28, 12:00 pm",121.359,0.444837,53.985,34.4167,573.278,290.435,290.36,573.278,0.960908
"Mar 28, 01:00 pm",121.359,0.444804,53.981,34.4187,573.206,290.442,290.363,573.206,0.959998
"Mar 28, 02:00 pm",121.359,0.44416,53.9029,34.4539,573.206,290.503,290.42,573.206,0.958132
"Mar 28, 03:00 pm",126.629,0.442951,56.0904,35.8524,573.318,291.088,290.418,573.318,0.944525
"Mar 28, 04:00 pm",126.653,0.442041,55.986,35.9102,573.45,291.167,291.143,573.45,0.900519
"Mar 28, 05:00 pm",126.619,0.440918,55.8287,35.965,573.474,291.268,291.243,573.474,0.89472
"Mar 28, 06:00 pm",121.426,0.443426,53.8433,34.5119,573.121,290.583,290.483,573.355,0.881925
"Mar 28, 07:00 pm",121.359,0.443026,53.7652,34.5176,572.048,290.684,290,0,0
"Mar 28, 08:00 pm",121.359,0.444096,53.8951,34.4606,571.972,290.588,290,0,0
"Mar 28, 09:00 pm",121.359,0.439537,53.3418,33.9423,571.886,291.02,290,0,0
"Mar 28, 10:00 pm",121.359,0.442322,53.6797,33.7917,571.789,290.766,290,0,0
"Mar 28, 11:00 pm",121.359,0.444889,53.9914,33.6532,571.677,290.533,290,0,0
"Mar 29, 12:00 am",121.335,0.433994,52.6588,33.469,571.545,291.56,290,0,0
"Mar 29, 01:00 am",121.432,0.434867,52.8066,33.4472,571.386,291.497,290,0,0
"Mar 29, 02:00 am",121.359,0.435983,52.9106,33.3691,571.182,291.398,290,0,0
"Mar 29, 03:00 am",121.359,0.436713,52.9991,33.3307,570.9,291.349,290,0,0
"Mar 29, 04:00 am",108.186,0.442939,47.9196,29.6639,570.448,289.543,290,0,0
"Mar 29, 05:00 am",0,0,0,0,574,290,290,0,0
"Mar 29, 06:00 am",0,0,0,0,574,290,290,0,0
"Mar 29, 07:00 am",0,0,0,0,574,290,290,0,0
"Mar 29, 08:00 am",70.0111,0.0336641,4.08543,2.55853,573.647,290.084,290.076,453.484,0.545171
"Mar 29, 09:00 am",121.347,0.438639,53.2277,33.2252,573.343,291.012,290.612,573.343,0.960746
"Mar 29, 10:00 am",121.359,0.442009,53.6417,33.8107,573.358,290.695,290.613,573.358,0.96375
"Mar 29, 11:00 am",121.321,0.442538,53.6892,34.536,573.309,290.645,290.346,573.309,0.96192
"Mar 29, 12:00 pm",121.359,0.440101,53.4102,33.9112,573.292,290.878,290.395,573.292,0.962427
"Mar 29, 01:00 pm",121.359,0.440093,53.4093,33.9114,573.221,290.883,290.351,573.221,0.961539
"Mar 29, 02:00 pm",121.342,0.439496,53.3291,33.9392,573.224,290.938,290.314,573.224,0.959967
"Mar 29, 03:00 pm",126.718,0.444852,56.3706,35.77,573.344,290.917,290.321,573.344,0.947024
"Mar 29, 04:00 pm",126.736,0.444016,56.2731,35.8224,573.457,290.99,290.968,573.457,0.902091
"Mar 29, 05:00 pm",126.695,0.442787,56.0989,35.8817,573.475,291.1,291.075,573.475,0.894763
"Mar 29, 06:00 pm",121.397,0.441821,53.6357,34.5957,573.002,290.739,290.626,573.27,0.869194
"Mar 29, 07:00 pm",121.359,0.442155,53.6595,34.5686,572.054,290.764,290,0,0
"Mar 29, 08:00 pm",121.359,0.443646,53.8405,34.4885,571.977,290.63,290,0,0
"Mar 29, 09:00 pm",121.312,0.438961,53.2512,33.965,571.891,291.069,290,0,0
"Mar 29, 10:00 pm",121.359,0.441187,53.5421,33.8569,571.793,290.871,290,0,0
"Mar 29, 11:00 pm",121.359,0.443434,53.8148,33.7352,571.681,290.669,290,0,0
"Mar 30, 12:00 am",121.359,0.443348,53.8043,33.7404,571.548,290.685,290,0,0
"Mar 30, 01:00 am",121.359,0.444239,53.9124,33.6927,571.387,290.613,290,0,0
"Mar 30, 02:00 am",121.326,0.443048,53.7532,33.75,571.181,290.734,290,0,0
"Mar 30, 03:00 am",121.382,0.435848,52.9042,34.1486,570.896,291.432,290,0,0
"Mar 30, 04:00 am",103.824,0.441828,45.8725,28.6135,570.437,289.218,290,0,0
"Mar 30, 05:00 am",0,0,0,0,574,290,290,0,0
"Mar 30, 06:00 am",0,0,0,0,574,290,290,0,0
"Mar 30, 07:00 am",0,0,0,0,574,290,290,0,0
"Mar 30, 08:00 am",0,0,0,0,574,290,290,0,0
"Mar 30, 09:00 am",86.412,0.0935214,11.3497,7.17988,573.523,290.166,290.082,491.741,0.68371
"Mar 30, 10:00 am",121.359,0.44371,53.8482,34.4838,573.344,290.536,290.462,573.344,0.962411
"Mar 30, 11:00 am",121.436,0.444189,53.9406,35.2415,572.513,290.552,290.409,573.417,0.878424
"Mar 30, 12:00 pm",121.426,0.441442,53.6027,34.6237,573.284,290.759,290.251,573.284,0.962135
"Mar 30, 01:00 pm",121.359,0.445104,54.0174,35.1728,573.21,290.414,290.336,573.21,0.961019
"Mar 30, 02:00 pm",121.359,0.444079,53.893,35.2286,573.206,290.51,290.089,573.206,0.958935
"Mar 30, 03:00 pm",121.462,0.444385,53.9756,35.2376,572.743,290.521,290.393,573.4,0.839011
"Mar 30, 04:00 pm",121.359,0.444352,53.9262,35.2134,573.419,290.471,290.061,573.419,0.947054
"Mar 30, 05:00 pm",121.359,0.443789,53.8579,35.2435,571.999,290.615,290,0,0
"Mar 30, 06:00 pm",121.359,0.44397,53.8798,35.9983,571.895,290.605,290,0,0
"Mar 30, 07:00 pm",121.359,0.44482,53.983,35.9529,571.775,290.533,290,0,0
"Mar 30, 08:00 pm",121.359,0.44339,53.8095,35.2673,571.631,290.676,290,0,0
"Mar 30, 09:00 pm",121.359,0.442415,53.6912,34.5557,571.451,290.779,290,0,0
"Mar 30, 10:00 pm",121.298,0.439046,53.2554,33.9566,571.212,291.103,290,0,0
"Mar 30, 11:00 pm",121.359,0.442452,53.6956,33.7872,570.856,290.815,290,0,0
"Mar 31, 12:00 am",41.8844,0.405253,16.9738,12.0589,570.253,282.008,290,0,0
"Mar 31, 01:00 am",0,0,0,0,574,290,290,0,0
"Mar 31, 02:00 am",0,0,0,0,574,290,290,0,0
"Mar 31, 03:00 am",0,0,0,0,574,290,290,0,0
"Mar 31, 04:00 am",0,0,0,0,574,290,290,0,0
"Mar 31, 05:00 am",0,0,0,0,574,290,290,0,0
"Mar 31, 06:00 am",0,0,0,0,574,290,290,0,0
"Mar 31, 07:00 am",0,0,0,0,574,290,290,0,0
"Mar 31, 08:00 am",69.4903,0.0315807,3.83208,2.42662,573.645,290.099,290.062,452.266,0.540423
"Mar 31, 09:00 am",121.359,0.443496,53.8222,33.7272,573.339,290.556,290.045,573.339,0.960769
"Mar 31, 10:00 am",121.359,0.440241,53.4272,33.9036,573.361,290.86,290.097,573.361,0.964744
"Mar 31, 11:00 am",121.359,0.444313,53.9214,34.4485,573.333,290.48,289.884,573.333,0.965518
"Mar 31, 12:00 pm",121.359,0.445126,54.0201,34.4021,573.251,290.409,289.813,573.251,0.958196
"Mar 31, 01:00 pm",121.458,0.441648,53.6415,34.6142,573.176,290.75,289.908,573.176,0.957523
"Mar 31, 02:00 pm",121.359,0.445192,54.0282,34.3993,573.178,290.408,289.71,573.178,0.955889
"Mar 31, 03:00 pm",126.686,0.443973,56.2449,35.8107,573.352,290.996,290.017,573.352,0.94573
"Mar 31, 04:00 pm",126.703,0.443366,56.1757,35.85,573.441,291.049,291.024,573.441,0.898262
"Mar 31, 05:00 pm",126.666,0.442118,56.0014,35.9118,573.47,291.16,291.135,573.47,0.893536
"Mar 31, 06:00 pm",121.359,0.442667,53.7217,34.5379,571.821,290.732,290,0,0
"Mar 31, 07:00 pm",121.359,0.442692,53.7247,34.5371,571.746,290.734,290,0,0
"Mar 31, 08:00 pm",121.359,0.443791,53.8581,34.4783,571.662,290.637,290,0,0
"Mar 31, 09:00 pm",121.361,0.439377,53.3233,33.9524,571.568,291.055,290,0,0
"Mar 31, 10:00 pm",121.359,0.442015,53.6426,33.8089,571.459,290.815,290,0,0
"Mar 31, 11:00 pm",121.359,0.444689,53.9671,33.6645,571.332,290.574,290,0,0
"Apr 1, 12:00 am",121.359,0.435547,52.8576,33.3948,571.179,291.439,290,0,0
"Apr 1, 01:00 am",121.359,0.435309,52.8287,33.4079,570.985,291.475,290,0,0
"Apr 1, 02:00 am",121.359,0.435257,52.8224,33.411,570.722,291.497,290,0,0
"Apr 1, 03:00 am",121.39,0.437149,53.0654,33.3176,570.31,291.351,290,0,0
"Apr 1, 04:00 am",8.51287,0.142333,3.46097,2.48975,572.547,285.127,290,0,0
"Apr 1, 05:00 am",0,0,0,0,574,290,290,0,0
"Apr 1, 06:00 am",0,0,0,0,574,290,290,0,0
"Apr 1, 07:00 am",0,0,0,0,574,290,290,0,0
"Apr 1, 08:00 am",70.1059,0.0340031,4.12658,2.58463,573.647,290.085,290.077,453.706,0.545882
"Apr 1, 09:00 am",121.378,0.436545,52.9872,33.3443,573.352,291.212,290.686,573.352,0.96129
"Apr 1, 10:00 am",121.359,0.444038,53.888,33.6997,573.373,290.503,290.432,573.373,0.965213
"Apr 1, 11:00 am",121.359,0.442536,53.7057,33.7803,573.336,290.647,290.565,573.336,0.964287
"Apr 1, 12:00 pm",121.359,0.441671,53.6008,33.8266,573.313,290.729,290.31,573.313,0.964054
"Apr 1, 01:00 pm",121.359,0.440883,53.5052,33.8688,573.223,290.809,290.294,573.223,0.961157
"Apr 1, 02:00 pm",121.359,0.440412,53.4482,33.8939,573.199,290.854,290.25,573.199,0.95703
"Apr 1, 03:00 pm",126.675,0.444732,56.3362,35.7654,573.262,290.93,290.372,573.262,0.941546
"Apr 1, 04:00 pm",126.726,0.443861,56.2487,35.8273,573.448,291.004,290.98,573.448,0.899986
"Apr 1, 05:00 pm",126.613,0.444062,56.224,35.7873,573.187,290.991,290.974,573.187,0.900799
"Apr 1, 06:00 pm",121.359,0.443061,53.7695,34.5151,572.051,290.68,290,0,0
"Apr 1, 07:00 pm",121.359,0.442835,53.7421,34.5279,571.976,290.706,290,0,0
"Apr 1, 08:00 pm",121.359,0.442954,53.7565,34.5219,571.892,290.7,290,0,0
"Apr 1, 09:00 pm",121.359,0.444536,53.9485,34.4367,571.798,290.558,290,0,0
"Apr 1, 10:00 pm",121.308,0.438975,53.251,33.9597,571.69,291.08,290,0,0
"Apr 1, 11:00 pm",121.359,0.441635,53.5964,33.8292,571.563,290.844,290,0,0
"Apr 2, 12:00 am",121.359,0.444493,53.9433,33.6735,571.41,290.587,290,0,0
"Apr 2, 01:00 am",121.334,0.434225,52.6862,33.4564,571.217,291.559,290,0,0
"Apr 2, 02:00 am",121.383,0.435699,52.8865,34.152,570.956,291.443,290,0,0
"Apr 2, 03:00 am",121.33,0.43392,52.6477,33.4725,570.547,291.632,290,0,0
"Apr 2, 04:00 am",9.97375,0.166772,4.05487,2.93096,572.387,284.283,290,0,0
"Apr 2, 05:00 am",0,0,0,0,574,290,290,0,0
"Apr 2, 06:00 am",0,0,0,0,574,290,290,0,0
"Apr 2, 07:00 am",0,0,0,0,574,290,290,0,0
"Apr 2, 08:00 am",69.9745,0.0334847,4.06367,2.551,573.648,290.088,290.08,453.399,0.545012
"Apr 2, 09:00 am",121.359,0.44464,53.9611,33.6683,573.349,290.448,290.378,573.349,0.961047
"Apr 2, 10:00 am",121.359,0.441583,53.5901,33.8331,573.372,290.734,290.651,573.372,0.964994
"Apr 2, 11:00 am",121.359,0.44037,53.4431,33.8984,573.335,290.85,290.394,573.335,0.964355
"Apr 2, 12:00 pm",121.362,0.439719,53.3654,33.9342,573.316,290.913,290.376,573.316,0.964482
"Apr 2, 01:00 pm",121.319,0.442969,53.7404,33.7486,573.274,290.606,290.211,573.274,0.967245
"Apr 2, 02:00 pm",121.359,0.444008,53.8844,34.4656,573.228,290.516,290.109,573.228,0.960085
"Apr 2, 03:00 pm",126.565,0.441872,55.9254,35.8998,573.273,291.186,290.511,573.273,0.941768
"Apr 2, 04:00 pm",126.613,0.444287,56.2527,36.5395,573.169,290.972,290.959,573.169,0.909979
"Apr 2, 05:00 pm",126.62,0.444476,56.2797,36.5298,573.167,290.955,290.704,573.167,0.897568
"Apr 2, 06:00 pm",121.359,0.444363,53.9275,35.2099,572.083,290.556,290,0,0
"Apr 2, 07:00 pm",121.359,0.444419,53.9343,35.2071,572.008,290.556,290,0,0
"Apr 2, 08:00 pm",121.315,0.443961,53.859,35.2209,571.924,290.6,290,0,0
"Apr 2, 09:00 pm",121.359,0.442782,53.7357,34.5322,571.83,290.72,290,0,0
"Apr 2, 10:00 pm",121.359,0.44489,53.9914,34.4184,571.722,290.53,290,0,0
"Apr 2, 11:00 pm",121.359,0.441151,53.5377,33.8558,571.595,290.887,290,0,0
"Apr 3, 12:00 am",121.359,0.444904,53.9932,33.6518,571.442,290.547,290,0,0
"Apr 3, 01:00 am",121.334,0.434431,52.7113,33.4455,571.249,291.537,290,0,0
"Apr 3, 02:00 am",121.368,0.434714,52.7602,33.4391,570.988,291.531,290,0,0
"Apr 3, 03:00 am",121.461,0.435848,52.9384,33.4021,570.58,291.461,290,0,0
"Apr 3, 04:00 am",10.3853,0.173659,4.2222,3.04675,572.332,284.045,290,0,0
"Apr 3, 05:00 am",0,0,0,0,574,290,290,0,0
"Apr 3, 06:00 am",0,0,0,0,574,290,290,0,0
"Apr 3, 07:00 am",0,0,0,0,574,290,290,0,0
"Apr 3, 08:00 am",69.6707,0.0323441,3.92526,2.46974,573.647,290.089,290.081,452.687,0.542314
"Apr 3, 09:00 am",121.359,0.444197,53.9073,33.6879,573.348,290.49,290.418,573.348,0.961176
"Apr 3, 10:00 am",121.359,0.44284,53.7426,33.7616,573.37,290.616,290.539,573.37,0.964894
"Apr 3, 11:00 am",121.359,0.441432,53.5717,33.838,573.32,290.751,290.306,573.32,0.962509
"Apr 3, 12:00 pm",121.359,0.440046,53.4036,33.9133,573.287,290.883,290.316,573.287,0.961131
"Apr 3, 01:00 pm",121.359,0.439904,53.3863,33.9206,573.224,290.901,290.276,573.224,0.96162
"Apr 3, 02:00 pm",121.359,0.439959,53.393,33.9171,573.198,290.897,290.217,573.198,0.957275
"Apr 3, 03:00 pm",126.692,0.443995,56.2504,35.8101,573.363,290.994,290.334,573.363,0.951675
"Apr 3, 04:00 pm",126.59,0.443567,56.1511,35.8084,573.181,291.036,291.012,573.181,0.91206
"Apr 3, 05:00 pm",126.585,0.443237,56.107,35.8255,573.198,291.065,291.041,573.198,0.902638
"Apr 3, 06:00 pm",121.359,0.442511,53.7028,34.5445,572.075,290.73,290,0,0
"Apr 3, 07:00 pm",121.359,0.443204,53.7869,34.5074,572,290.67,290,0,0
"Apr 3, 08:00 pm",121.359,0.444139,53.9004,34.4571,571.917,290.588,290,0,0
"Apr 3, 09:00 pm",121.451,0.439334,53.3573,33.9753,571.823,291.052,290,0,0
"Apr 3, 10:00 pm",121.359,0.442373,53.686,33.7877,571.714,290.766,290,0,0
"Apr 3, 11:00 pm",121.336,0.434193,52.6831,33.458,571.587,291.539,290,0,0
"Apr 4, 12:00 am",121.335,0.434483,52.718,33.443,571.434,291.521,290,0,0
"Apr 4, 01:00 am",121.359,0.436766,53.0055,33.3273,571.24,291.321,290,0,0
"Apr 4, 02:00 am",121.359,0.437464,53.0902,33.29,570.978,291.273,290,0,0
"Apr 4, 03:00 am",121.359,0.439312,53.3145,33.1915,570.567,291.128,290,0,0
"Apr 4, 04:00 am",9.5906,0.160363,3.8991,2.80433,572.459,284.501,290,0,0
"Apr 4, 05:00 am",0,0,0,0,574,290,290,0,0
"Apr 4, 06:00 am",0,0,0,0,574,290,290,0,0
"Apr 4, 07:00 am",0,0,0,0,574,290,290,0,0
"Apr 4, 08:00 am",68.0927,0.0267212,3.24286,2.03353,573.635,290.069,290.062,448.983,0.527054
"Apr 4, 09:00 am",121.342,0.434151,52.6808,33.4629,573.334,291.436,290.833,573.334,0.959898
"Apr 4, 10:00 am",121.359,0.442797,53.7375,33.7656,573.36,290.621,290.542,573.36,0.96461
"Apr 4, 11:00 am",121.359,0.442588,53.712,33.7768,573.335,290.642,290.561,573.335,0.965453
"Apr 4, 12:00 pm",121.359,0.440188,53.4207,33.9069,573.308,290.869,290.41,573.308,0.96438
"Apr 4, 01:00 pm",121.359,0.440675,53.4801,33.8803,573.228,290.828,290.35,573.228,0.96289
"Apr 4, 02:00 pm",121.359,0.440092,53.4092,33.9115,573.249,290.881,290.317,573.249,0.963375
"Apr 4, 03:00 pm",126.769,0.445175,56.4344,35.7644,573.428,290.886,290.272,573.428,0.954256
"Apr 4, 04:00 pm",126.564,0.443179,56.0905,35.825,573.158,291.071,291.047,573.158,0.908099
"Apr 4, 05:00 pm",126.56,0.443013,56.0677,35.8332,573.164,291.086,291.062,573.164,0.896664
"Apr 4, 06:00 pm",121.359,0.443502,53.823,34.4922,572.092,290.636,290,0,0
"Apr 4, 07:00 pm",121.359,0.444293,53.919,34.4498,572.018,290.567,290,0,0
"Apr 4, 08:00 pm",121.313,0.43904,53.2612,33.9575,571.935,291.059,290,0,0
"Apr 4, 09:00 pm",121.359,0.443142,53.7794,33.7476,571.84,290.686,290,0,0
"Apr 4, 10:00 pm",121.359,0.444787,53.979,33.6594,571.732,290.539,290,0,0
"Apr 4, 11:00 pm",121.359,0.435964,52.9083,33.3715,571.605,291.374,290,0,0
"Apr 5, 12:00 am",121.359,0.437095,53.0455,33.3116,571.451,291.277,290,0,0
"Apr 5, 01:00 am",121.359,0.438792,53.2514,33.221,571.258,291.129,290,0,0
"Apr 5, 02:00 am",121.359,0.439604,53.35,33.1777,570.996,291.071,290,0,0
"Apr 5, 03:00 am",121.359,0.440071,53.4068,33.1537,570.586,291.055,290,0,0
"Apr 5, 04:00 am",10.3157,0.172496,4.19389,3.00697,572.346,284.085,290,0,0
"Apr 5, 05:00 am",0,0,0,0,574,290,290,0,0
"Apr 5, 06:00 am",0,0,0,0,574,290,290,0,0
"Apr 5, 07:00 am",0,0,0,0,574,290,290,0,0
"Apr 5, 08:00 am",67.3865,0.0242776,2.94631,1.8347,573.64,290.052,290.047,447.335,0.523308
"Apr 5, 09:00 am",121.359,0.444763,53.976,33.6656,573.326,290.438,290.367,573.326,0.959921
"Apr 5, 10:00 am",121.359,0.442858,53.7449,33.7678,573.356,290.615,290.537,573.356,0.964498
"Apr 5, 11:00 am",121.359,0.44263,53.7172,33.7796,573.307,290.64,290.557,573.307,0.961962
"Apr 5, 12:00 pm",121.343,0.439554,53.3366,33.9404,573.271,290.929,290.379,573.271,0.960336
"Apr 5, 01:00 pm",121.362,0.439751,53.3689,33.9342,573.187,290.918,290.331,573.187,0.959122
"Apr 5, 02:00 pm",121.362,0.439686,53.3613,33.9376,573.18,290.924,290.285,573.18,0.956643
"Apr 5, 03:00 pm",126.739,0.444428,56.3264,35.8023,573.427,290.953,290.211,573.427,0.949924
"Apr 5, 04:00 pm",126.68,0.442944,56.1123,35.8711,573.43,291.087,291.062,573.43,0.895591
"Apr 5, 05:00 pm",126.479,0.440868,55.7607,35.9368,573.176,291.278,291.254,573.176,0.898681
"Apr 5, 06:00 pm",121.359,0.442803,53.7381,34.5329,572.072,290.703,290,0,0
"Apr 5, 07:00 pm",121.359,0.444615,53.9581,34.435,571.997,290.538,290,0,0
"Apr 5, 08:00 pm",121.312,0.438834,53.2357,33.9708,571.914,291.08,290,0,0
"Apr 5, 09:00 pm",121.359,0.44085,53.5013,33.8741,571.82,290.901,290,0,0
"Apr 5, 10:00 pm",121.359,0.442628,53.7169,33.7779,571.711,290.742,290,0,0
"Apr 5, 11:00 pm",121.359,0.43719,53.057,33.3081,571.584,291.26,290,0,0
"Apr 6, 12:00 am",121.359,0.436804,53.0101,33.3291,571.431,291.306,290,0,0
"Apr 6, 01:00 am",121.359,0.438825,53.2554,33.2208,571.237,291.128,290,0,0
"Apr 6, 02:00 am",121.359,0.439387,53.3235,33.1906,570.975,291.093,290,0,0
"Apr 6, 03:00 am",121.359,0.440429,53.4501,33.1354,570.565,291.024,290,0,0
"Apr 6, 04:00 am",10.0458,0.167979,4.08415,2.92414,572.382,284.241,290,0,0
"Apr 6, 05:00 am",0,0,0,0,574,290,290,0,0
"Apr 6, 06:00 am",0,0,0,0,574,290,290,0,0
"Apr 6, 07:00 am",0,0,0,0,574,290,290,0,0
"Apr 6, 08:00 am",66.9748,0.0229295,2.7827,1.71439,573.639,290.036,290.032,446.371,0.519733
"Apr 6, 09:00 am",121.359,0.437297,53.0699,33.3032,573.323,291.141,290.658,573.323,0.959032
"Apr 6, 10:00 am",121.311,0.437742,53.1028,33.2652,573.351,291.093,290.562,573.351,0.963363
"Apr 6, 11:00 am",121.393,0.439766,53.3846,33.941,573.334,290.91,290.436,573.334,0.965673
"Apr 6, 12:00 pm",121.332,0.444565,53.9397,34.4302,573.305,290.456,290.472,573.305,0.964079
"Apr 6, 01:00 pm",121.338,0.438683,53.2291,33.9842,573.219,291.015,290.387,573.219,0.962169
"Apr 6, 02:00 pm",121.359,0.441593,53.5914,33.8321,573.406,290.731,290.225,573.406,0.949568
"Apr 6, 03:00 pm",126.497,0.438637,55.4865,35.3017,573.41,291.475,290.474,573.41,0.947446
"Apr 6, 04:00 pm",126.702,0.443553,56.199,35.8418,573.423,291.032,291.008,573.423,0.893866
"Apr 6, 05:00 pm",126.487,0.441291,55.8175,35.9152,573.156,291.241,291.209,573.156,0.89486
"Apr 6, 06:00 pm",121.359,0.441419,53.5702,33.8428,572.109,290.83,290,0,0
"Apr 6, 07:00 pm",121.359,0.441494,53.5793,33.8392,572.034,290.827,290,0,0
"Apr 6, 08:00 pm",121.359,0.441085,53.5297,33.8617,571.951,290.871,290,0,0
"Apr 6, 09:00 pm",121.359,0.442891,53.7488,33.7638,571.856,290.708,290,0,0
"Apr 6, 10:00 pm",121.336,0.434195,52.6836,33.4621,571.748,291.529,290,0,0
"Apr 6, 11:00 pm",121.359,0.435138,52.808,33.4173,571.62,291.45,290,0,0
"Apr 7, 12:00 am",121.359,0.436196,52.9365,33.3598,571.467,291.36,290,0,0
"Apr 7, 01:00 am",121.359,0.438897,53.2641,33.2149,571.273,291.119,290,0,0
"Apr 7, 02:00 am",121.359,0.43924,53.3057,33.196,571.01,291.104,290,0,0
"Apr 7, 03:00 am",121.359,0.440123,53.4131,33.149,570.598,291.05,290,0,0
"Apr 7, 04:00 am",9.70239,0.162234,3.94455,2.82688,572.452,284.436,290,0,0
"Apr 7, 05:00 am",0,0,0,0,574,290,290,0,0
"Apr 7, 06:00 am",0,0,0,0,574,290,290,0,0
"Apr 7, 07:00 am",0,0,0,0,574,290,290,0,0
"Apr 7, 08:00 am",68.3309,0.027576,3.3466,2.09923,573.643,290.071,290.064,449.548,0.530996
"Apr 7, 09:00 am",121.359,0.444803,53.9808,33.66,573.337,290.434,290.363,573.337,0.959969
"Apr 7, 10:00 am",121.359,0.442196,53.6645,33.8008,573.364,290.677,290.596,573.364,0.964007
"Apr 7, 11:00 am",121.359,0.440178,53.4196,33.9099,573.343,290.867,290.468,573.343,0.965688
"Apr 7, 12:00 pm",121.359,0.44407,53.892,34.4644,573.33,290.503,290.43,573.33,0.966559
"Apr 7, 01:00 pm",121.359,0.443877,53.8685,34.4752,573.24,290.527,290.446,573.24,0.963584
"Apr 7, 02:00 pm",121.359,0.443177,53.7836,34.5134,573.229,290.594,290.215,573.229,0.960693
"Apr 7, 03:00 pm",126.578,0.440882,55.8058,35.9622,573.387,291.273,290.597,573.387,0.951132
"Apr 7, 04:00 pm",126.631,0.441167,55.8655,35.9596,573.477,291.245,291.22,573.477,0.906699
"Apr 7, 05:00 pm",126.5,0.441271,55.8207,35.9204,573.186,291.242,291.217,573.186,0.89992
"Apr 7, 06:00 pm",121.359,0.442603,53.7139,34.5435,572.094,290.72,290,0,0
"Apr 7, 07:00 pm",121.359,0.443112,53.7757,34.5165,572.019,290.677,290,0,0
"Apr 7, 08:00 pm",121.359,0.444564,53.9519,34.4382,571.935,290.547,290,0,0
"Apr 7, 09:00 pm",121.359,0.439619,53.3518,33.9408,571.841,291.015,290,0,0
"Apr 7, 10:00 pm",121.359,0.442787,53.7362,33.7695,571.732,290.726,290,0,0
"Apr 7, 11:00 pm",121.359,0.443241,53.7913,33.7448,571.605,290.692,290,0,0
"Apr 8, 12:00 am",121.359,0.435396,52.8392,33.4038,571.452,291.436,290,0,0
"Apr 8, 01:00 am",121.299,0.434709,52.7298,33.4249,571.259,291.507,290,0,0
"Apr 8, 02:00 am",121.359,0.436675,52.9946,33.3349,570.997,291.346,290,0,0
"Apr 8, 03:00 am",121.359,0.43645,52.9672,33.3471,570.588,291.395,290,0,0
"Apr 8, 04:00 am",10.0313,0.167736,4.07826,2.93182,572.394,284.248,290,0,0
"Apr 8, 05:00 am",0,0,0,0,574,290,290,0,0
"Apr 8, 06:00 am",0,0,0,0,574,290,290,0,0
"Apr 8, 07:00 am",0,0,0,0,574,290,290,0,0
"Apr 8, 08:00 am",68.0575,0.0266764,3.23742,2.01973,573.642,290.061,290.055,448.908,0.528876
"Apr 8, 09:00 am",121.342,0.434642,52.7404,33.44,573.336,291.389,290.792,573.336,0.959893
"Apr 8, 10:00 am",121.359,0.442493,53.7005,33.7851,573.361,290.649,290.57,573.361,0.963766
"Apr 8, 11:00 am",121.359,0.441282,53.5536,33.8503,573.326,290.765,290.386,573.326,0.96335
"Apr 8, 12:00 pm",121.342,0.439204,53.2941,33.9575,573.311,290.96,290.424,573.311,0.964051
