Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation
ExpSolar,00000,CSP_loc,NA,Chile,-22.9000,-69.3000,-4,1649
Year,Month,Day,Hour,Minute,GHI,DNI,DHI,Tdry,Tdew,RH,Pres,Wspd,Wdir,Snow Depth
2014,1,1,0,0,0.0,0.0,0.0,11.6,11.6,51.5,834.3,2.5,1.8,0
2014,1,1,1,0,0.0,0.0,0.0,10.7,10.7,53.0,834.4,2.7,6.5,0
2014,1,1,2,0,0.0,0.0,0.0,9.7,9.7,55.6,834.5,2.9,11.5,0
2014,1,1,3,0,0.0,0.0,0.0,8.7,8.7,55.6,834.5,3.1,18.9,0
2014,1,1,4,0,0.0,0.0,0.0,7.6,7.6,56.6,834.4,3.2,32.6,0
2014,1,1,5,0,0.0,0.0,0.0,6.7,6.7,58.4,834.2,3.4,66.3,0
2014,1,1,6,0,0.7,0.0,0.7,5.5,5.5,61.6,835.0,3.6,33.8,0
2014,1,1,7,0,200.2,764.7,29.6,9.3,9.3,51.6,834.9,2.2,27.5,0
2014,1,1,8,0,450.7,941.8,37.0,13.0,13.0,42.2,834.6,1.2,8.5,0
2014,1,1,9,0,689.3,1019.8,40.8,16.4,16.4,34.5,834.4,1.6,336.3,0
2014,1,1,10,0,891.9,1061.5,43.0,19.3,19.3,28.6,834.1,2.5,309.3,0
2014,1,1,11,0,1041.5,1084.7,44.4,21.6,21.6,25.0,833.7,3.4,294.6,0
2014,1,1,12,0,1126.3,1096.1,44.9,23.4,23.4,23.1,832.9,4.2,252.5,0
2014,1,1,13,0,1139.7,1097.9,45.1,25.1,25.1,19.7,832.5,4.8,247.4,0
2014,1,1,14,0,1080.7,1090.6,44.6,26.3,26.3,19.0,832.2,5.8,239.1,0
2014,1,1,15,0,953.7,1072.8,43.4,26.8,26.8,18.9,832.0,6.9,234.9,0
2014,1,1,16,0,768.6,1039.6,41.4,26.3,26.3,21.5,831.9,8.2,229.7,0
2014,1,1,17,0,540.7,978.7,38.2,25.2,25.2,26.7,831.9,9.8,224.9,0
2014,1,1,18,0,290.8,853.4,32.6,23.6,23.6,31.8,831.6,9.1,220.8,0
2014,1,1,19,0,55.6,461.3,18.0,21.0,21.0,40.3,831.9,6.6,221.1,0
2014,1,1,20,0,0.0,0.0,0.0,18.5,18.5,48.3,832.3,4.0,221.2,0
2014,1,1,21,0,0.0,0.0,0.0,16.5,16.5,54.1,832.3,1.4,223.5,0
2014,1,1,22,0,0.0,0.0,0.0,14.9,14.9,58.5,832.3,1.5,233.1,0
2014,1,1,23,0,0.0,0.0,0.0,13.8,13.8,61.2,832.3,3.5,27.4,0
2014,1,2,0,0,0.0,0.0,0.0,12.5,12.5,45.7,832.7,2.7,4.5,0
2014,1,2,1,0,0.0,0.0,0.0,11.9,11.9,48.2,832.8,2.8,9.0,0
2014,1,2,2,0,0.0,0.0,0.0,11.1,11.1,51.8,832.9,3.0,13.9,0
2014,1,2,3,0,0.0,0.0,0.0,10.5,10.5,52.8,833.1,3.2,20.2,0
2014,1,2,4,0,0.0,0.0,0.0,9.8,9.8,54.6,833.2,3.3,30.6,0
2014,1,2,5,0,0.0,0.0,0.0,9.2,9.2,57.3,833.3,3.4,52.4,0
2014,1,2,6,0,0.0,0.0,0.0,8.9,8.9,54.6,833.9,3.5,48.0,0
2014,1,2,7,0,199.0,767.3,29.5,12.9,12.9,44.6,833.9,2.1,41.0,0
2014,1,2,8,0,450.5,945.2,37.1,16.8,16.8,35.5,833.8,1.0,7.1,0
2014,1,2,9,0,690.4,1023.4,41.2,20.2,20.2,29.7,833.5,1.6,320.6,0
2014,1,2,10,0,894.3,1065.1,43.9,23.2,23.2,25.8,833.1,2.7,302.5,0
2014,1,2,11,0,1045.1,1088.3,45.6,25.5,25.5,24.2,832.5,3.6,294.6,0
2014,1,2,12,0,1130.9,1099.5,46.5,26.0,26.0,23.4,831.9,4.0,306.5,0
2014,1,2,13,0,1144.0,1100.2,46.9,27.8,27.8,20.1,831.4,4.2,296.5,0
2014,1,2,14,0,1084.4,1091.8,46.6,29.2,29.2,19.5,831.0,4.5,279.8,0
2014,1,2,15,0,956.5,1072.6,45.5,29.7,29.7,19.4,830.9,5.2,264.8,0
2014,1,2,16,0,770.4,1037.6,43.4,28.8,28.8,22.0,830.9,6.3,250.2,0
2014,1,2,17,0,541.5,974.6,40.0,27.3,27.3,27.3,831.0,7.9,238.3,0
2014,1,2,18,0,290.9,846.0,34.0,25.5,25.5,32.0,830.8,9.2,221.2,0
2014,1,2,19,0,55.8,451.1,18.6,22.5,22.5,40.3,831.2,6.8,221.3,0
2014,1,2,20,0,0.0,0.0,0.0,19.5,19.5,47.9,831.5,4.4,221.2,0
2014,1,2,21,0,0.0,0.0,0.0,17.4,17.4,53.3,831.7,1.6,223.5,0
2014,1,2,22,0,0.0,0.0,0.0,15.5,15.5,57.3,831.8,1.1,231.7,0
2014,1,2,23,0,0.0,0.0,0.0,14.2,14.2,59.6,831.9,3.1,21.9,0
2014,1,3,0,0,0.0,0.0,0.0,12.6,12.6,55.2,832.9,3.3,2.5,0
2014,1,3,1,0,0.0,0.0,0.0,11.6,11.6,55.1,833.1,3.4,5.6,0
2014,1,3,2,0,0.0,0.0,0.0,10.5,10.5,56.2,833.3,3.5,8.8,0
2014,1,3,3,0,0.0,0.0,0.0,9.2,9.2,56.6,833.5,3.4,13.6,0
2014,1,3,4,0,0.0,0.0,0.0,7.8,7.8,58.0,833.7,3.5,21.3,0
2014,1,3,5,0,0.0,0.0,0.0,6.6,6.6,60.1,833.8,3.5,37.5,0
2014,1,3,6,0,0.0,0.0,0.0,7.8,7.8,54.0,833.4,3.5,38.8,0
2014,1,3,7,0,191.0,729.6,31.4,11.5,11.5,43.8,833.4,2.1,30.7,0
2014,1,3,8,0,439.2,915.5,40.6,15.2,15.2,34.3,833.2,1.3,4.9,0
2014,1,3,9,0,676.7,996.9,45.9,18.3,18.3,28.0,833.1,1.9,330.5,0
2014,1,3,10,0,878.8,1040.2,49.6,20.9,20.9,23.5,832.9,2.9,310.4,0
2014,1,3,11,0,1028.3,1063.7,52.2,22.9,22.9,21.3,832.7,3.7,300.1,0
2014,1,3,12,0,1113.2,1074.7,53.7,24.6,24.6,20.8,832.2,3.9,266.9,0
2014,1,3,13,0,1126.9,1075.7,54.1,26.3,26.3,17.2,831.9,4.5,259.9,0
2014,1,3,14,0,1068.3,1067.0,53.5,27.4,27.4,16.4,831.5,5.3,248.8,0
2014,1,3,15,0,941.8,1046.7,51.8,27.9,27.9,16.4,831.3,6.5,239.6,0
2014,1,3,16,0,757.6,1009.8,48.9,27.4,27.4,19.1,831.1,8.0,231.2,0
2014,1,3,17,0,531.0,943.5,44.4,26.3,26.3,24.5,831.0,9.8,224.4,0
2014,1,3,18,0,283.6,808.7,37.0,24.2,24.2,33.1,831.3,9.9,221.5,0
2014,1,3,19,0,53.8,408.6,19.7,21.9,21.9,41.2,831.4,7.3,222.4,0
2014,1,3,20,0,0.0,0.0,0.0,19.7,19.7,48.8,831.6,4.7,223.3,0
2014,1,3,21,0,0.0,0.0,0.0,17.8,17.8,54.5,832.0,2.1,225.7,0
2014,1,3,22,0,0.0,0.0,0.0,16.2,16.2,58.7,832.5,0.2,232.1,0
2014,1,3,23,0,0.0,0.0,0.0,15.1,15.1,61.3,832.9,2.0,328.7,0
2014,1,4,0,0,0.0,0.0,0.0,12.7,12.7,55.4,833.7,2.5,3.9,0
2014,1,4,1,0,0.0,0.0,0.0,12.0,12.0,55.8,834.0,2.7,9.1,0
2014,1,4,2,0,0.0,0.0,0.0,11.3,11.3,57.3,834.3,2.9,14.4,0
2014,1,4,3,0,0.0,0.0,0.0,10.9,10.9,56.8,834.5,3.0,22.1,0
2014,1,4,4,0,0.0,0.0,0.0,10.4,10.4,57.3,834.7,3.1,36.1,0
2014,1,4,5,0,0.0,0.0,0.0,10.0,10.0,58.7,834.8,3.2,68.3,0
2014,1,4,6,0,0.0,0.0,0.0,9.8,9.8,45.7,834.6,3.5,52.9,0
2014,1,4,7,0,83.6,0.0,83.6,13.7,13.7,34.8,834.5,2.0,58.8,0
2014,1,4,8,0,426.8,883.6,43.9,17.7,17.7,24.7,834.3,0.7,60.3,0
2014,1,4,9,0,444.2,222.0,304.1,21.0,21.0,19.2,834.3,1.1,313.0,0
2014,1,4,10,0,617.4,317.6,364.6,23.8,23.8,15.6,834.2,2.4,288.5,0
2014,1,4,11,0,1012.4,1041.3,57.7,25.9,25.9,14.3,833.9,3.4,282.5,0
2014,1,4,12,0,1097.4,1053.0,59.5,27.8,27.8,21.8,833.1,5.8,225.8,0
2014,1,4,13,0,1112.0,1054.7,60.0,29.6,29.6,17.6,832.7,6.5,225.7,0
2014,1,4,14,0,1054.7,1046.1,59.2,30.9,30.9,16.1,832.3,7.7,223.4,0
2014,1,4,15,0,929.8,1025.4,57.1,31.2,31.2,16.9,832.2,9.1,221.0,0
2014,1,4,16,0,747.4,987.4,53.5,30.3,30.3,20.5,832.2,10.8,218.1,0
2014,1,4,17,0,522.9,918.5,48.1,28.8,28.8,26.7,832.4,12.7,215.2,0
2014,1,4,18,0,278.0,779.3,39.5,26.9,26.9,31.8,833.3,9.6,222.9,0
2014,1,4,19,0,52.3,377.6,20.5,24.0,24.0,40.4,833.6,7.4,222.6,0
2014,1,4,20,0,0.0,0.0,0.0,21.1,21.1,48.5,833.9,5.1,222.0,0
2014,1,4,21,0,0.0,0.0,0.0,18.8,18.8,53.9,834.3,2.3,223.5,0
2014,1,4,22,0,0.0,0.0,0.0,17.0,17.0,57.9,834.6,0.2,227.6,0
2014,1,4,23,0,0.0,0.0,0.0,15.5,15.5,60.2,834.9,2.3,12.7,0
2014,1,5,0,0,0.0,0.0,0.0,14.5,14.5,47.0,834.6,2.5,359.8,0
2014,1,5,1,0,0.0,0.0,0.0,13.7,13.7,46.1,834.8,2.7,5.2,0
2014,1,5,2,0,0.0,0.0,0.0,12.7,12.7,46.2,835.0,2.8,10.1,0
2014,1,5,3,0,0.0,0.0,0.0,11.6,11.6,46.7,835.2,2.9,17.4,0
2014,1,5,4,0,0.0,0.0,0.0,10.4,10.4,48.1,835.3,3.0,30.6,0
2014,1,5,5,0,0.0,0.0,0.0,9.3,9.3,50.3,835.4,3.0,64.3,0
2014,1,5,6,0,0.0,0.0,0.0,7.6,7.6,55.3,836.1,3.8,100.1,0
2014,1,5,7,0,79.0,0.0,79.0,11.6,11.6,45.5,836.1,2.3,99.0,0
2014,1,5,8,0,229.5,72.2,198.4,15.6,15.6,36.6,836.0,0.9,105.7,0
2014,1,5,9,0,654.8,954.5,54.2,19.0,19.0,29.3,835.6,1.2,269.0,0
2014,1,5,10,0,856.6,1003.3,59.3,22.0,22.0,24.0,835.0,2.4,272.9,0
2014,1,5,11,0,1006.6,1030.1,62.9,24.2,24.2,20.8,834.3,3.4,273.2,0
2014,1,5,12,0,771.2,366.5,410.1,25.2,25.2,19.8,833.4,5.2,235.1,0
2014,1,5,13,0,799.5,383.1,417.4,27.2,27.2,15.3,832.7,5.9,233.3,0
2014,1,5,14,0,718.3,339.4,395.1,28.5,28.5,13.5,832.0,7.0,228.8,0
2014,1,5,15,0,586.8,272.0,355.1,28.4,28.4,14.3,832.2,8.6,224.3,0
2014,1,5,16,0,409.0,171.8,288.1,27.6,27.6,18.0,832.4,10.5,219.9,0
2014,1,5,17,0,263.8,89.5,217.5,26.3,26.3,24.2,832.8,12.7,216.1,0
2014,1,5,18,0,133.0,11.1,129.6,24.6,24.6,31.0,834.2,9.7,221.0,0
2014,1,5,19,0,21.1,94.1,13.1,21.9,21.9,39.7,834.7,7.3,220.8,0
2014,1,5,20,0,0.0,0.0,0.0,19.3,19.3,47.9,835.3,4.9,220.1,0
2014,1,5,21,0,0.0,0.0,0.0,17.2,17.2,53.5,835.5,2.1,221.2,0
2014,1,5,22,0,0.0,0.0,0.0,15.4,15.4,57.6,835.6,0.7,223.5,0
2014,1,5,23,0,0.0,0.0,0.0,14.2,14.2,60.1,835.6,2.5,19.2,0
2014,1,6,0,0,0.0,0.0,0.0,13.3,13.3,52.9,835.4,2.7,0.9,0
2014,1,6,1,0,0.0,0.0,0.0,12.8,12.8,51.6,835.5,2.8,5.6,0
2014,1,6,2,0,0.0,0.0,0.0,12.2,12.2,51.3,835.5,3.0,10.1,0
2014,1,6,3,0,0.0,0.0,0.0,11.5,11.5,52.3,835.6,3.1,15.6,0
2014,1,6,4,0,0.0,0.0,0.0,10.8,10.8,54.2,835.6,3.2,24.3,0
2014,1,6,5,0,0.0,0.0,0.0,10.1,10.1,56.9,835.5,3.3,41.9,0
2014,1,6,6,0,0.0,0.0,0.0,9.3,9.3,57.8,835.6,3.5,49.5,0
2014,1,6,7,0,176.3,675.6,33.2,13.5,13.5,47.2,835.5,2.0,45.1,0
2014,1,6,8,0,421.1,878.9,43.8,17.7,17.7,37.4,835.1,0.6,27.5,0
2014,1,6,9,0,657.7,968.4,49.9,20.9,20.9,31.4,835.1,1.2,342.4,0
2014,1,6,10,0,860.4,1016.6,53.8,23.5,23.5,27.2,834.8,2.4,308.6,0
2014,1,6,11,0,1011.4,1043.5,56.3,25.5,25.5,25.2,834.5,3.3,294.1,0
2014,1,6,12,0,1098.4,1056.9,57.4,26.1,26.1,21.8,833.9,5.0,236.1,0
2014,1,6,13,0,1115.0,1060.1,57.4,27.9,27.9,17.3,833.3,5.5,235.1,0
2014,1,6,14,0,1059.4,1053.1,56.2,29.2,29.2,15.5,832.8,6.5,230.8,0
2014,1,6,15,0,936.1,1034.7,53.9,29.8,29.8,16.0,832.8,7.9,227.0,0
2014,1,6,16,0,754.8,999.6,50.3,29.0,29.0,19.3,832.9,9.5,222.7,0
2014,1,6,17,0,319.7,140.1,247.0,27.5,27.5,25.3,833.0,11.4,218.8,0
2014,1,6,18,0,146.9,21.1,140.4,25.9,25.9,32.4,834.2,9.5,222.1,0
2014,1,6,19,0,55.6,412.5,20.1,23.0,23.0,40.9,834.7,7.2,222.1,0
2014,1,6,20,0,0.0,0.0,0.0,20.2,20.2,48.9,835.3,4.8,222.0,0
2014,1,6,21,0,0.0,0.0,0.0,17.9,17.9,54.5,835.5,2.2,222.6,0
2014,1,6,22,0,0.0,0.0,0.0,16.0,16.0,58.7,835.8,0.6,223.7,0
2014,1,6,23,0,0.0,0.0,0.0,14.5,14.5,61.2,835.9,2.2,314.4,0
2014,1,7,0,0,0.0,0.0,0.0,13.0,13.0,53.0,835.7,2.8,2.1,0
2014,1,7,1,0,0.0,0.0,0.0,12.1,12.1,53.8,836.0,3.0,6.0,0
2014,1,7,2,0,0.0,0.0,0.0,11.1,11.1,55.7,836.2,3.1,9.9,0
2014,1,7,3,0,0.0,0.0,0.0,10.1,10.1,55.5,836.2,3.2,15.1,0
2014,1,7,4,0,0.0,0.0,0.0,9.1,9.1,56.2,836.2,3.3,22.9,0
2014,1,7,5,0,0.0,0.0,0.0,8.2,8.2,57.7,836.1,3.4,37.4,0
2014,1,7,6,0,0.0,0.0,0.0,7.3,7.3,60.8,836.6,3.6,28.3,0
2014,1,7,7,0,180.2,712.7,30.9,11.1,11.1,51.1,836.5,2.3,22.0,0
2014,1,7,8,0,428.9,910.3,40.1,14.9,14.9,42.2,836.3,1.6,4.8,0
2014,1,7,9,0,668.7,996.3,45.1,18.2,18.2,34.8,836.0,2.0,337.6,0
2014,1,7,10,0,874.0,1042.4,48.2,21.1,21.1,29.4,835.6,2.8,313.8,0
2014,1,7,11,0,1027.1,1068.4,50.1,23.2,23.2,26.1,835.1,3.6,299.4,0
2014,1,7,12,0,1115.8,1081.5,50.9,24.5,24.5,24.0,834.2,5.2,234.8,0
2014,1,7,13,0,1132.3,1083.4,51.4,26.2,26.2,20.2,833.8,5.8,233.1,0
2014,1,7,14,0,1076.1,1075.8,50.9,27.4,27.4,19.1,833.3,6.9,228.7,0
2014,1,7,15,0,951.4,1057.0,49.4,28.0,28.0,19.6,833.2,8.0,227.1,0
2014,1,7,16,0,768.2,1022.2,46.8,27.3,27.3,23.0,833.1,9.4,224.3,0
2014,1,7,17,0,541.5,959.3,42.7,26.1,26.1,28.9,833.0,11.0,221.2,0
2014,1,7,18,0,292.4,829.9,36.0,23.4,23.4,32.3,833.9,9.2,220.3,0
2014,1,7,19,0,58.2,441.7,19.9,20.8,20.8,41.1,834.2,6.8,220.5,0
2014,1,7,20,0,0.0,0.0,0.0,18.2,18.2,49.5,834.6,4.2,220.4,0
2014,1,7,21,0,0.0,0.0,0.0,16.2,16.2,54.7,834.8,1.6,221.5,0
2014,1,7,22,0,0.0,0.0,0.0,14.5,14.5,58.4,835.0,1.1,224.4,0
2014,1,7,23,0,0.0,0.0,0.0,13.3,13.3,60.4,835.1,3.0,30.1,0
2014,1,8,0,0,0.0,0.0,0.0,12.3,12.3,52.6,835.3,3.0,3.7,0
2014,1,8,1,0,0.0,0.0,0.0,11.6,11.6,55.8,835.6,3.0,7.1,0
2014,1,8,2,0,0.0,0.0,0.0,10.8,10.8,60.0,835.8,3.1,10.6,0
2014,1,8,3,0,0.0,0.0,0.0,9.8,9.8,59.5,835.8,3.2,15.7,0
2014,1,8,4,0,0.0,0.0,0.0,8.8,8.8,59.8,835.8,3.3,23.7,0
2014,1,8,5,0,0.0,0.0,0.0,7.9,7.9,61.0,835.7,3.3,40.2,0
2014,1,8,6,0,0.0,0.0,0.0,7.0,7.0,60.9,837.1,3.4,28.3,0
2014,1,8,7,0,177.9,705.6,31.8,10.6,10.6,52.8,837.2,2.2,21.3,0
2014,1,8,8,0,427.1,906.1,41.9,14.2,14.2,45.4,837.2,1.5,3.7,0
2014,1,8,9,0,667.5,992.7,47.7,17.7,17.7,36.9,836.7,1.9,332.3,0
2014,1,8,10,0,873.4,1038.9,51.8,20.8,20.8,30.2,836.0,2.8,304.4,0
2014,1,8,11,0,1027.0,1064.4,54.5,23.2,23.2,25.7,835.3,3.6,289.1,0
2014,1,8,12,0,1115.8,1076.6,56.1,24.7,24.7,23.1,834.0,6.4,224.3,0
2014,1,8,13,0,1133.0,1079.1,56.2,26.6,26.6,20.2,833.3,7.2,223.8,0
2014,1,8,14,0,1077.0,1071.6,55.2,28.0,28.0,20.0,832.6,8.4,221.4,0
2014,1,8,15,0,952.4,1052.9,53.1,28.5,28.5,20.4,832.6,10.1,218.5,0
2014,1,8,16,0,769.0,1017.9,49.8,27.9,27.9,23.7,832.6,12.1,215.4,0
2014,1,8,17,0,542.0,954.1,44.9,26.7,26.7,29.6,832.6,14.3,212.5,0
2014,1,8,18,0,292.6,823.6,37.4,23.9,23.9,31.0,833.0,10.1,219.1,0
2014,1,8,19,0,58.4,435.0,20.3,21.2,21.2,40.0,833.5,7.9,218.6,0
2014,1,8,20,0,0.0,0.0,0.0,18.5,18.5,48.5,833.9,5.6,217.6,0
2014,1,8,21,0,0.0,0.0,0.0,16.6,16.6,54.3,834.1,2.9,218.5,0
2014,1,8,22,0,0.0,0.0,0.0,15.0,15.0,58.7,834.3,1.0,219.8,0
2014,1,8,23,0,0.0,0.0,0.0,13.8,13.8,61.5,834.4,2.2,229.2,0
2014,1,9,0,0,0.0,0.0,0.0,12.4,12.4,38.6,834.7,2.3,3.9,0
2014,1,9,1,0,0.0,0.0,0.0,11.9,11.9,39.3,834.9,2.5,9.3,0
2014,1,9,2,0,0.0,0.0,0.0,11.2,11.2,41.0,835.0,2.7,15.0,0
2014,1,9,3,0,0.0,0.0,0.0,10.4,10.4,42.6,835.2,2.9,23.5,0
2014,1,9,4,0,0.0,0.0,0.0,9.6,9.6,45.1,835.4,3.1,38.8,0
2014,1,9,5,0,0.0,0.0,0.0,8.9,8.9,48.4,835.5,3.2,72.2,0
2014,1,9,6,0,0.0,0.0,0.0,7.6,7.6,59.4,836.4,3.4,27.0,0
2014,1,9,7,0,79.7,0.0,79.7,11.4,11.4,49.8,836.3,2.0,18.9,0
2014,1,9,8,0,425.9,910.7,40.6,15.2,15.2,41.0,836.2,1.2,1.8,0
2014,1,9,9,0,666.9,997.5,45.9,18.6,18.6,33.8,835.8,1.7,336.8,0
2014,1,9,10,0,873.3,1043.5,49.3,21.5,21.5,28.4,835.3,2.7,313.6,0
2014,1,9,11,0,1027.3,1068.9,51.5,23.7,23.7,25.2,834.6,3.5,298.8,0
2014,1,9,12,0,1116.5,1081.3,52.6,25.4,25.4,26.9,833.5,5.1,231.0,0
2014,1,9,13,0,1134.2,1083.9,52.6,27.2,27.2,23.4,832.8,5.6,231.8,0
2014,1,9,14,0,1078.8,1076.8,51.7,28.4,28.4,22.7,832.2,6.5,229.1,0
2014,1,9,15,0,954.7,1058.7,49.8,28.7,28.7,22.9,832.3,7.7,226.0,0
2014,1,9,16,0,771.8,1024.8,46.8,27.9,27.9,26.0,832.5,9.3,222.3,0
2014,1,9,17,0,545.0,963.2,42.5,26.5,26.5,31.6,832.7,11.0,218.6,0
2014,1,9,18,0,295.4,836.6,35.6,23.6,23.6,34.6,834.1,9.5,222.5,0
2014,1,9,19,0,59.8,454.4,19.8,20.5,20.5,43.4,834.8,7.4,222.4,0
2014,1,9,20,0,0.0,0.0,0.0,17.5,17.5,51.6,835.6,5.1,222.1,0
2014,1,9,21,0,0.0,0.0,0.0,15.5,15.5,57.1,835.5,2.3,223.9,0
2014,1,9,22,0,0.0,0.0,0.0,13.8,13.8,61.2,835.5,0.3,228.8,0
2014,1,9,23,0,0.0,0.0,0.0,12.6,12.6,63.6,835.4,2.4,331.5,0
2014,1,10,0,0,0.0,0.0,0.0,11.9,11.9,53.6,834.8,2.9,6.9,0
2014,1,10,1,0,0.0,0.0,0.0,11.2,11.2,55.8,834.8,3.0,10.5,0
2014,1,10,2,0,0.0,0.0,0.0,10.4,10.4,59.1,834.8,3.1,14.4,0
2014,1,10,3,0,0.0,0.0,0.0,9.3,9.3,58.5,835.0,3.1,20.6,0
2014,1,10,4,0,0.0,0.0,0.0,8.3,8.3,58.8,835.1,3.2,30.7,0
2014,1,10,5,0,0.0,0.0,0.0,7.3,7.3,59.9,835.1,3.2,51.4,0
2014,1,10,6,0,0.0,0.0,0.0,6.5,6.5,58.6,836.3,3.6,26.7,0
2014,1,10,7,0,175.6,723.1,29.3,10.2,10.2,49.9,836.4,2.2,21.7,0
2014,1,10,8,0,425.8,921.3,37.9,13.8,13.8,42.0,836.5,1.2,5.7,0
2014,1,10,9,0,667.0,1005.9,42.4,17.1,17.1,35.0,836.1,1.6,337.5,0
2014,1,10,10,0,873.7,1050.9,45.2,19.9,19.9,29.7,835.6,2.6,310.6,0
2014,1,10,11,0,1027.9,1075.5,46.9,22.1,22.1,26.8,835.1,3.4,294.6,0
2014,1,10,12,0,1117.5,1087.8,47.7,24.2,24.2,26.5,833.5,5.0,233.9,0
2014,1,10,13,0,1135.8,1090.1,47.9,26.0,26.0,23.0,832.8,5.5,233.5,0
2014,1,10,14,0,1081.0,1083.2,47.4,27.3,27.3,22.2,832.1,6.5,230.0,0
2014,1,10,15,0,957.5,1065.5,46.0,27.7,27.7,22.9,832.0,7.6,227.4,0
2014,1,10,16,0,774.9,1032.5,43.7,27.1,27.1,26.5,832.0,9.0,223.9,0
2014,1,10,17,0,548.3,972.2,40.1,26.0,26.0,32.6,832.1,10.6,220.4,0
2014,1,10,18,0,298.2,848.3,34.1,24.2,24.2,33.5,832.5,9.7,219.1,0
2014,1,10,19,0,61.1,470.9,19.4,21.4,21.4,42.0,833.0,7.4,218.5,0
2014,1,10,20,0,0.0,0.0,0.0,18.7,18.7,49.9,833.5,5.1,217.3,0
2014,1,10,21,0,0.0,0.0,0.0,16.8,16.8,55.7,833.6,2.4,216.6,0
2014,1,10,22,0,0.0,0.0,0.0,15.1,15.1,60.0,833.7,0.8,213.3,0
2014,1,10,23,0,0.0,0.0,0.0,13.9,13.9,62.7,833.8,2.2,130.1,0
2014,1,11,0,0,0.0,0.0,0.0,12.5,12.5,51.8,833.4,2.2,6.0,0
2014,1,11,1,0,0.0,0.0,0.0,11.8,11.8,55.0,833.6,2.5,10.0,0
2014,1,11,2,0,0.0,0.0,0.0,11.0,11.0,59.2,833.7,2.7,14.3,0
2014,1,11,3,0,0.0,0.0,0.0,10.3,10.3,58.7,834.1,3.0,19.7,0
2014,1,11,4,0,0.0,0.0,0.0,9.7,9.7,59.2,834.3,3.2,28.5,0
2014,1,11,5,0,0.0,0.0,0.0,9.1,9.1,60.5,834.6,3.3,45.5,0
2014,1,11,6,0,0.0,0.0,0.0,9.0,9.0,61.5,835.5,3.5,34.5,0
2014,1,11,7,0,173.9,723.7,29.2,12.9,12.9,52.1,835.8,2.0,29.8,0
2014,1,11,8,0,425.0,923.5,38.0,16.7,16.7,43.4,835.8,0.7,9.8,0
2014,1,11,9,0,667.2,1008.5,42.7,20.0,20.0,35.5,835.5,1.3,331.4,0
2014,1,11,10,0,875.0,1053.4,45.8,22.7,22.7,29.5,835.0,2.5,304.1,0
2014,1,11,11,0,1030.3,1078.2,47.8,24.8,24.8,25.7,834.4,3.4,291.1,0
2014,1,11,12,0,1120.8,1090.2,48.9,26.8,26.8,25.5,833.6,5.5,227.9,0
2014,1,11,13,0,1139.0,1091.8,49.4,28.5,28.5,21.7,833.0,6.1,227.6,0
2014,1,11,14,0,1083.8,1083.9,49.1,29.8,29.8,20.6,832.3,7.1,224.8,0
2014,1,11,15,0,959.7,1065.2,47.8,30.1,30.1,21.7,832.4,8.7,221.5,0
2014,1,11,16,0,776.3,1030.8,45.5,29.2,29.2,25.5,832.6,10.6,218.0,0
2014,1,11,17,0,548.7,968.6,41.8,27.7,27.7,32.0,832.9,12.7,214.8,0
2014,1,11,18,0,298.0,841.8,35.4,24.9,24.9,29.8,833.1,9.7,219.2,0
2014,1,11,19,0,60.8,459.0,20.0,21.8,21.8,38.3,833.7,7.5,218.6,0
2014,1,11,20,0,0.0,0.0,0.0,18.8,18.8,46.3,834.3,5.3,217.5,0
2014,1,11,21,0,0.0,0.0,0.0,16.7,16.7,52.1,834.5,2.4,217.5,0
2014,1,11,22,0,0.0,0.0,0.0,15.0,15.0,56.5,834.7,0.8,216.4,0
2014,1,11,23,0,0.0,0.0,0.0,13.8,13.8,59.1,834.8,2.5,57.1,0
2014,1,12,0,0,0.0,0.0,0.0,12.9,12.9,34.7,834.7,2.1,2.7,0
2014,1,12,1,0,0.0,0.0,0.0,12.1,12.1,35.8,834.9,2.4,7.2,0
2014,1,12,2,0,0.0,0.0,0.0,11.3,11.3,37.9,835.0,2.7,11.4,0
2014,1,12,3,0,0.0,0.0,0.0,10.2,10.2,38.7,835.2,2.9,18.6,0
2014,1,12,4,0,0.0,0.0,0.0,9.0,9.0,40.5,835.3,3.1,31.9,0
2014,1,12,5,0,0.0,0.0,0.0,7.9,7.9,43.1,835.3,3.2,65.4,0
2014,1,12,6,0,0.0,0.0,0.0,5.9,5.9,60.6,836.2,3.5,50.0,0
2014,1,12,7,0,167.2,689.5,31.0,9.6,9.6,51.0,836.1,2.0,42.4,0
2014,1,12,8,0,415.9,898.4,41.5,13.2,13.2,42.1,835.9,0.5,17.1,0
2014,1,12,9,0,656.9,986.9,47.5,16.6,16.6,33.6,835.5,1.0,323.9,0
2014,1,12,10,0,863.7,1033.4,51.6,19.6,19.6,26.9,835.0,2.3,294.1,0
2014,1,12,11,0,1018.5,1058.8,54.5,21.8,21.8,22.5,834.3,3.3,283.0,0
2014,1,12,12,0,1108.7,1070.8,56.2,24.1,24.1,25.0,834.1,5.9,224.7,0
2014,1,12,13,0,1127.7,1073.4,56.5,26.0,26.0,20.8,833.3,6.6,225.1,0
2014,1,12,14,0,1073.6,1066.0,55.6,27.4,27.4,19.4,832.5,7.7,223.1,0
2014,1,12,15,0,950.6,1047.2,53.5,27.9,27.9,19.7,832.5,9.3,220.0,0
