Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation
ExpSolar,00000,CSP_loc,NA,Chile,-22.9000,-69.3000,-4,1649
Year,Month,Day,Hour,Minute,GHI,DNI,DHI,Tdry,Tdew,RH,Pres,Wspd,Wdir,Snow Depth
2006,8,10,12,0,829.5,1029.7,37.9,25.6,25.6,10.5,839.2,2.5,230.5,0
2006,8,10,13,0,844.7,1032.0,38.2,27.0,27.0,9.4,838.2,3.0,239.6,0
2006,8,10,14,0,787.9,1021.9,37.8,28.2,28.2,10.0,837.0,3.6,238.3,0
2006,8,10,15,0,663.6,996.2,36.6,28.5,28.5,9.1,837.3,3.8,246.4,0
2006,8,10,16,0,482.3,944.1,34.2,27.9,27.9,10.0,837.4,4.0,246.4,0
2006,8,10,17,0,261.4,826.6,29.4,27.0,27.0,12.5,837.3,4.2,239.9,0
2006,8,10,18,0,38.2,399.5,14.0,21.5,21.5,30.6,837.3,4.5,233.9,0
2006,8,10,19,0,0.0,0.0,0.0,18.0,18.0,40.0,837.5,2.0,220.6,0
2006,8,10,20,0,0.0,0.0,0.0,15.1,15.1,45.7,837.7,1.6,200.5,0
2006,8,10,21,0,0.0,0.0,0.0,12.9,12.9,43.3,838.1,2.8,165.4,0
2006,8,10,22,0,0.0,0.0,0.0,11.5,11.5,37.2,838.4,3.6,80.9,0
2006,8,10,23,0,0.0,0.0,0.0,10.9,10.9,27.6,838.7,3.8,27.3,0
2006,8,11,0,0,0.0,0.0,0.0,8.6,8.6,22.3,839.5,4.8,44.1,0
2006,8,11,1,0,0.0,0.0,0.0,7.7,7.7,21.8,839.8,4.9,46.0,0
2006,8,11,2,0,0.0,0.0,0.0,6.8,6.8,21.1,840.2,5.0,48.4,0
2006,8,11,3,0,0.0,0.0,0.0,6.2,6.2,22.4,840.0,5.2,55.3,0
2006,8,11,4,0,0.0,0.0,0.0,5.7,5.7,23.4,839.8,5.5,61.3,0
2006,8,11,5,0,0.0,0.0,0.0,5.3,5.3,24.1,839.8,5.7,64.9,0
2006,8,11,6,0,0.0,0.0,0.0,5.7,5.7,27.7,839.9,5.4,88.5,0
2006,8,11,7,0,0.0,0.0,0.0,7.4,7.4,25.5,839.9,5.1,88.2,0
2006,8,11,8,0,165.3,719.5,26.4,9.9,9.9,21.8,840.0,4.2,86.6,0
2006,8,11,9,0,395.0,902.6,34.0,13.4,13.4,18.3,839.6,2.6,83.4,0
2006,8,11,10,0,596.0,974.4,37.6,17.3,17.3,13.9,839.2,0.9,66.2,0
2006,8,11,11,0,746.2,1009.5,39.7,21.5,21.5,9.0,838.9,1.8,303.8,0
2006,8,11,12,0,832.4,1025.1,40.9,23.1,23.1,15.9,836.9,2.1,291.8,0
2006,8,11,13,0,847.5,1027.7,41.0,24.6,24.6,14.1,836.1,3.0,308.4,0
2006,8,11,14,0,790.2,1017.5,40.4,25.9,25.9,13.9,835.1,3.6,311.3,0
2006,8,11,15,0,665.3,991.3,38.8,25.6,25.6,12.6,835.4,3.7,306.1,0
2006,8,11,16,0,483.5,938.1,36.0,25.2,25.2,13.1,835.3,3.6,294.8,0
2006,8,11,17,0,262.1,818.7,30.6,24.5,24.5,15.1,835.1,3.4,276.1,0
2006,8,11,18,0,38.9,391.7,14.6,19.6,19.6,26.1,836.5,4.3,240.8,0
2006,8,11,19,0,0.0,0.0,0.0,16.4,16.4,34.4,837.0,1.6,224.2,0
2006,8,11,20,0,0.0,0.0,0.0,13.7,13.7,39.2,837.4,1.5,195.9,0
2006,8,11,21,0,0.0,0.0,0.0,11.9,11.9,38.2,837.8,3.1,137.1,0
2006,8,11,22,0,0.0,0.0,0.0,10.8,10.8,33.3,838.2,4.1,65.7,0
2006,8,11,23,0,0.0,0.0,0.0,10.5,10.5,25.0,838.5,4.5,32.7,0
2006,8,12,0,0,0.0,0.0,0.0,9.0,9.0,19.9,839.1,5.0,38.9,0
2006,8,12,1,0,0.0,0.0,0.0,8.4,8.4,16.6,839.7,5.2,42.0,0
2006,8,12,2,0,0.0,0.0,0.0,7.9,7.9,13.1,840.3,5.5,45.9,0
2006,8,12,3,0,0.0,0.0,0.0,7.7,7.7,14.2,840.0,5.7,52.3,0
2006,8,12,4,0,0.0,0.0,0.0,7.6,7.6,15.1,839.7,5.8,57.9,0
2006,8,12,5,0,0.0,0.0,0.0,8.1,8.1,15.6,839.6,6.0,61.7,0
2006,8,12,6,0,0.0,0.0,0.0,8.8,8.8,23.8,838.8,5.5,102.3,0
2006,8,12,7,0,0.0,0.0,0.0,10.4,10.4,21.9,838.5,5.2,101.9,0
2006,8,12,8,0,167.7,719.4,26.7,12.9,12.9,18.6,838.3,4.3,102.6,0
2006,8,12,9,0,397.3,900.6,34.1,16.3,16.3,14.9,838.0,2.7,99.9,0
2006,8,12,10,0,598.0,972.3,37.7,20.1,20.1,10.3,837.7,0.7,92.3,0
2006,8,12,11,0,747.9,1007.3,39.6,24.2,24.2,5.1,837.4,1.7,292.7,0
2006,8,12,12,0,833.8,1022.9,40.6,25.6,25.6,15.4,837.3,2.6,245.6,0
2006,8,12,13,0,849.1,1025.8,40.9,27.0,27.0,13.4,837.0,2.9,259.1,0
2006,8,12,14,0,791.9,1015.9,40.3,28.2,28.2,13.1,836.3,3.2,260.5,0
2006,8,12,15,0,667.1,990.0,38.9,27.7,27.7,13.1,836.3,3.5,266.5,0
2006,8,12,16,0,485.2,937.0,36.1,27.0,27.0,14.8,836.1,3.7,263.3,0
2006,8,12,17,0,263.7,818.4,30.8,26.0,26.0,18.2,835.6,3.9,253.8,0
2006,8,12,18,0,40.0,394.6,14.9,21.0,21.0,29.1,835.7,3.9,241.7,0
2006,8,12,19,0,0.0,0.0,0.0,17.6,17.6,38.3,835.8,1.6,226.9,0
2006,8,12,20,0,0.0,0.0,0.0,14.7,14.7,44.0,835.8,2.0,191.1,0
2006,8,12,21,0,0.0,0.0,0.0,12.6,12.6,43.4,835.9,3.2,106.3,0
2006,8,12,22,0,0.0,0.0,0.0,11.4,11.4,39.0,836.0,3.9,55.5,0
2006,8,12,23,0,0.0,0.0,0.0,10.9,10.9,31.1,836.0,3.9,28.0,0
2006,8,13,0,0,0.0,0.0,0.0,10.2,10.2,31.3,835.6,4.5,34.4,0
2006,8,13,1,0,0.0,0.0,0.0,9.4,9.4,30.4,835.6,4.4,32.0,0
2006,8,13,2,0,0.0,0.0,0.0,8.8,8.8,29.4,835.8,4.4,30.2,0
2006,8,13,3,0,0.0,0.0,0.0,8.2,8.2,31.3,835.9,4.5,33.7,0
2006,8,13,4,0,0.0,0.0,0.0,7.7,7.7,33.0,836.1,4.7,37.5,0
2006,8,13,5,0,0.0,0.0,0.0,7.3,7.3,34.4,836.3,4.9,40.7,0
2006,8,13,6,0,0.0,0.0,0.0,6.2,6.2,40.7,835.6,5.0,70.3,0
2006,8,13,7,0,0.0,0.0,0.0,8.0,8.0,39.4,835.9,4.8,77.0,0
2006,8,13,8,0,171.4,722.3,27.6,10.5,10.5,36.5,836.3,4.0,79.6,0
2006,8,13,9,0,402.9,903.6,35.5,14.0,14.0,31.1,836.6,2.5,68.3,0
2006,8,13,10,0,605.2,975.9,39.4,18.0,18.0,24.7,836.9,0.9,33.9,0
2006,8,13,11,0,756.3,1011.3,41.7,22.2,22.2,17.8,837.2,2.2,330.8,0
2006,8,13,12,0,843.0,1027.5,42.9,23.6,23.6,21.2,836.8,2.9,302.7,0
2006,8,13,13,0,857.5,1029.7,43.0,25.0,25.0,18.2,837.3,3.8,308.6,0
2006,8,13,14,0,799.3,1019.2,42.2,26.2,26.2,17.0,837.5,4.2,306.7,0
2006,8,13,15,0,672.9,992.4,40.4,25.9,25.9,17.0,837.7,4.4,303.9,0
2006,8,13,16,0,489.3,938.5,37.3,25.3,25.3,18.7,837.6,4.2,295.7,0
2006,8,13,17,0,266.2,818.5,31.7,24.4,24.4,22.2,837.3,3.9,281.3,0
2006,8,13,18,0,41.1,396.3,15.4,19.5,19.5,34.3,837.8,4.0,242.9,0
2006,8,13,19,0,0.0,0.0,0.0,16.2,16.2,43.9,838.0,1.3,231.1,0
2006,8,13,20,0,0.0,0.0,0.0,13.4,13.4,49.9,838.2,1.7,202.8,0
2006,8,13,21,0,0.0,0.0,0.0,11.5,11.5,49.2,837.9,3.2,75.1,0
2006,8,13,22,0,0.0,0.0,0.0,10.4,10.4,44.6,837.5,4.0,40.7,0
2006,8,13,23,0,0.0,0.0,0.0,10.1,10.1,36.6,837.1,4.2,23.5,0
2006,8,14,0,0,0.0,0.0,0.0,9.3,9.3,32.5,837.8,5.2,39.9,0
2006,8,14,1,0,0.0,0.0,0.0,8.7,8.7,31.7,837.5,5.2,39.7,0
2006,8,14,2,0,0.0,0.0,0.0,8.2,8.2,30.6,837.2,5.3,39.7,0
2006,8,14,3,0,0.0,0.0,0.0,7.7,7.7,29.7,837.3,5.3,42.0,0
2006,8,14,4,0,0.0,0.0,0.0,7.2,7.2,28.5,837.4,5.3,44.4,0
2006,8,14,5,0,0.0,0.0,0.0,6.9,6.9,27.0,837.7,5.3,46.5,0
2006,8,14,6,0,0.0,0.0,0.0,6.3,6.3,27.6,837.9,5.3,67.6,0
2006,8,14,7,0,0.0,0.0,0.0,8.0,8.0,23.7,838.3,5.0,75.8,0
2006,8,14,8,0,172.9,719.7,27.4,10.6,10.6,18.3,838.7,4.1,79.7,0
2006,8,14,9,0,402.7,897.3,34.9,14.1,14.1,14.4,838.5,2.5,71.7,0
2006,8,14,10,0,603.2,968.5,38.5,18.2,18.2,9.6,838.4,0.9,35.3,0
2006,8,14,11,0,752.6,1003.0,40.4,22.5,22.5,4.3,838.2,1.9,312.9,0
2006,8,14,12,0,837.9,1018.5,41.4,24.4,24.4,13.5,836.7,3.3,320.7,0
2006,8,14,13,0,852.1,1020.1,41.8,25.8,25.8,11.5,836.5,4.2,321.8,0
2006,8,14,14,0,794.0,1009.2,41.3,27.1,27.1,11.3,836.0,4.7,318.5,0
2006,8,14,15,0,668.4,982.0,39.9,26.7,26.7,12.7,835.8,4.8,315.4,0
2006,8,14,16,0,485.9,927.4,37.1,26.0,26.0,15.9,835.3,4.6,308.1,0
2006,8,14,17,0,264.4,806.9,31.7,25.0,25.0,20.8,834.6,4.1,295.1,0
2006,8,14,18,0,41.4,387.3,15.6,21.0,21.0,37.0,836.0,4.1,253.1,0
2006,8,14,19,0,0.0,0.0,0.0,17.8,17.8,47.1,836.1,1.5,243.8,0
2006,8,14,20,0,0.0,0.0,0.0,15.0,15.0,53.6,836.0,1.1,219.3,0
2006,8,14,21,0,0.0,0.0,0.0,13.0,13.0,53.2,835.9,2.3,49.7,0
2006,8,14,22,0,0.0,0.0,0.0,11.8,11.8,49.0,835.8,3.1,31.0,0
2006,8,14,23,0,0.0,0.0,0.0,11.4,11.4,41.3,835.5,3.1,15.6,0
2006,8,15,0,0,0.0,0.0,0.0,10.6,10.6,41.0,836.6,4.3,23.7,0
2006,8,15,1,0,0.0,0.0,0.0,9.7,9.7,40.9,836.2,4.1,18.7,0
2006,8,15,2,0,0.0,0.0,0.0,8.9,8.9,40.5,835.8,3.9,14.0,0
2006,8,15,3,0,0.0,0.0,0.0,8.2,8.2,42.4,835.8,3.8,16.1,0
2006,8,15,4,0,0.0,0.0,0.0,7.5,7.5,44.0,835.8,3.7,19.1,0
2006,8,15,5,0,0.0,0.0,0.0,6.9,6.9,45.4,835.9,3.7,22.7,0
2006,8,15,6,0,0.0,0.0,0.0,5.3,5.3,40.1,836.2,3.9,25.6,0
2006,8,15,7,0,0.0,0.0,0.0,6.6,6.6,37.4,836.4,3.5,31.3,0
2006,8,15,8,0,79.8,0.0,79.8,8.7,8.7,33.3,836.7,2.6,28.3,0
2006,8,15,9,0,194.5,51.7,173.1,12.5,12.5,31.4,836.3,1.6,11.1,0
2006,8,15,10,0,599.2,949.2,42.5,16.6,16.6,28.5,835.9,2.0,348.4,0
2006,8,15,11,0,488.2,242.0,315.6,21.1,21.1,25.2,835.6,3.9,328.8,0
2006,8,15,12,0,832.9,1000.8,46.9,21.2,21.2,16.6,833.2,4.2,338.4,0
2006,8,15,13,0,548.0,266.8,335.2,22.4,22.4,15.7,832.3,5.3,337.9,0
2006,8,15,14,0,790.4,994.5,45.8,23.4,23.4,16.5,831.0,5.8,335.6,0
2006,8,15,15,0,420.0,203.3,289.4,24.1,24.1,15.3,832.0,5.7,332.0,0
2006,8,15,16,0,242.6,82.3,202.6,23.7,23.7,15.8,832.7,5.1,325.8,0
2006,8,15,17,0,263.4,792.3,33.4,23.1,23.1,18.0,833.2,4.0,314.7,0
2006,8,15,18,0,41.7,373.7,16.3,19.8,19.8,35.3,836.5,4.6,261.1,0
2006,8,15,19,0,0.0,0.0,0.0,16.3,16.3,42.6,837.0,1.8,259.3,0
2006,8,15,20,0,0.0,0.0,0.0,13.4,13.4,46.4,837.5,0.8,275.4,0
2006,8,15,21,0,0.0,0.0,0.0,11.3,11.3,46.0,837.6,2.4,18.7,0
2006,8,15,22,0,0.0,0.0,0.0,9.9,9.9,41.7,837.6,3.4,21.9,0
2006,8,15,23,0,0.0,0.0,0.0,9.4,9.4,34.0,837.5,3.6,14.2,0
2006,8,16,0,0,0.0,0.0,0.0,7.9,7.9,44.1,837.5,4.3,26.0,0
2006,8,16,1,0,0.0,0.0,0.0,6.9,6.9,43.3,837.5,4.3,26.0,0
2006,8,16,2,0,0.0,0.0,0.0,6.0,6.0,42.3,837.4,4.4,26.5,0
2006,8,16,3,0,0.0,0.0,0.0,5.5,5.5,41.1,837.5,4.5,30.3,0
2006,8,16,4,0,0.0,0.0,0.0,5.0,5.0,39.6,837.7,4.7,34.6,0
2006,8,16,5,0,0.0,0.0,0.0,4.7,4.7,37.8,838.0,5.0,39.0,0
2006,8,16,6,0,0.0,0.0,0.0,3.9,3.9,31.1,838.6,4.9,44.3,0
2006,8,16,7,0,0.0,0.0,0.0,5.6,5.6,27.8,838.9,4.7,56.3,0
2006,8,16,8,0,179.6,726.2,28.2,8.0,8.0,22.9,839.2,4.0,59.9,0
2006,8,16,9,0,411.4,902.1,35.6,11.6,11.6,17.7,839.0,2.5,49.1,0
2006,8,16,10,0,613.7,973.7,39.2,15.7,15.7,11.6,838.9,0.8,15.4,0
2006,8,16,11,0,764.7,1009.2,41.1,20.1,20.1,5.0,838.8,2.1,323.5,0
2006,8,16,12,0,851.1,1025.8,41.9,20.9,20.9,14.3,837.1,2.5,321.3,0
2006,8,16,13,0,865.0,1027.8,42.0,22.5,22.5,11.3,836.7,3.2,320.7,0
2006,8,16,14,0,806.2,1017.6,41.3,23.9,23.9,9.9,836.1,3.6,314.6,0
2006,8,16,15,0,679.4,991.7,39.6,24.5,24.5,8.6,836.2,3.4,301.1,0
2006,8,16,16,0,495.3,938.8,36.7,24.9,24.9,9.0,836.1,3.1,278.8,0
2006,8,16,17,0,271.5,822.2,31.3,24.5,24.5,11.0,835.7,3.2,250.4,0
2006,8,16,18,0,44.8,413.4,15.9,19.9,19.9,22.3,835.9,4.2,226.8,0
2006,8,16,19,0,0.0,0.0,0.0,16.7,16.7,30.4,836.0,2.2,203.2,0
2006,8,16,20,0,0.0,0.0,0.0,14.1,14.1,35.0,836.1,2.2,178.4,0
2006,8,16,21,0,0.0,0.0,0.0,12.3,12.3,35.2,836.2,3.1,155.2,0
2006,8,16,22,0,0.0,0.0,0.0,11.3,11.3,31.7,836.1,3.7,127.3,0
2006,8,16,23,0,0.0,0.0,0.0,11.1,11.1,24.6,836.1,3.7,85.2,0
2006,8,17,0,0,0.0,0.0,0.0,9.9,9.9,35.5,834.4,4.8,37.8,0
2006,8,17,1,0,0.0,0.0,0.0,9.3,9.3,35.7,834.3,4.8,37.2,0
2006,8,17,2,0,0.0,0.0,0.0,8.7,8.7,35.7,834.4,4.8,36.9,0
2006,8,17,3,0,0.0,0.0,0.0,8.2,8.2,34.6,834.7,4.8,38.6,0
2006,8,17,4,0,0.0,0.0,0.0,7.7,7.7,33.3,835.1,4.9,40.4,0
2006,8,17,5,0,0.0,0.0,0.0,7.4,7.4,31.6,835.6,5.0,41.6,0
2006,8,17,6,0,0.0,0.0,0.0,8.4,8.4,20.6,837.4,5.1,63.4,0
2006,8,17,7,0,0.0,0.0,0.0,9.8,9.8,18.0,837.7,4.9,68.0,0
2006,8,17,8,0,183.5,736.2,27.5,12.1,12.1,14.0,838.0,4.1,66.5,0
2006,8,17,9,0,414.8,905.4,34.5,15.8,15.8,11.8,837.7,2.4,49.1,0
2006,8,17,10,0,616.2,974.3,37.9,19.9,19.9,8.6,837.3,0.9,10.7,0
2006,8,17,11,0,766.0,1007.9,39.8,24.4,24.4,4.9,837.0,2.5,329.4,0
2006,8,17,12,0,851.2,1023.0,40.7,24.9,24.9,15.8,835.7,3.7,328.6,0
2006,8,17,13,0,864.9,1024.8,41.0,26.2,26.2,14.8,835.2,4.7,328.0,0
2006,8,17,14,0,806.0,1014.3,40.6,27.3,27.3,15.5,834.4,5.2,324.1,0
2006,8,17,15,0,679.3,988.2,39.2,26.7,26.7,16.2,834.7,5.2,318.1,0
2006,8,17,16,0,495.3,935.1,36.6,25.8,25.8,18.7,834.8,4.8,308.0,0
2006,8,17,17,0,271.9,818.1,31.4,24.7,24.7,22.8,834.6,4.2,291.8,0
2006,8,17,18,0,45.6,413.5,16.1,20.6,20.6,30.9,835.4,4.3,245.0,0
2006,8,17,19,0,0.0,0.0,0.0,17.0,17.0,41.5,835.4,1.7,232.5,0
2006,8,17,20,0,0.0,0.0,0.0,13.9,13.9,48.5,835.4,1.0,209.7,0
2006,8,17,21,0,0.0,0.0,0.0,11.6,11.6,47.5,835.7,2.5,82.1,0
2006,8,17,22,0,0.0,0.0,0.0,10.1,10.1,42.7,836.0,3.4,35.2,0
2006,8,17,23,0,0.0,0.0,0.0,9.5,9.5,34.4,836.2,3.8,18.3,0
2006,8,18,0,0,0.0,0.0,0.0,7.1,7.1,43.6,834.7,3.7,25.7,0
2006,8,18,1,0,0.0,0.0,0.0,5.8,5.8,44.0,834.8,3.5,21.0,0
2006,8,18,2,0,0.0,0.0,0.0,4.6,4.6,44.1,835.0,3.4,16.4,0
2006,8,18,3,0,0.0,0.0,0.0,4.1,4.1,43.7,835.2,3.5,19.7,0
2006,8,18,4,0,0.0,0.0,0.0,3.6,3.6,42.9,835.6,3.7,24.7,0
2006,8,18,5,0,0.0,0.0,0.0,4.0,4.0,41.9,836.1,3.8,30.1,0
2006,8,18,6,0,0.0,0.0,0.0,4.6,4.6,43.8,836.1,4.1,23.7,0
2006,8,18,7,0,0.0,0.0,0.0,6.3,6.3,40.8,836.5,3.9,32.0,0
2006,8,18,8,0,184.5,721.4,29.4,8.8,8.8,36.3,836.8,3.3,33.8,0
2006,8,18,9,0,415.8,893.1,37.5,12.2,12.2,32.2,836.7,2.5,22.3,0
2006,8,18,10,0,617.3,963.7,41.8,16.0,16.0,27.3,836.6,2.6,2.8,0
2006,8,18,11,0,767.3,998.3,44.4,20.0,20.0,21.7,836.5,4.1,340.1,0
2006,8,18,12,0,852.5,1013.7,45.8,21.4,21.4,20.9,838.1,4.6,321.1,0
2006,8,18,13,0,866.4,1016.6,45.8,22.6,22.6,18.7,837.9,5.7,324.2,0
2006,8,18,14,0,807.2,1006.4,44.8,23.7,23.7,18.3,837.4,6.4,323.6,0
2006,8,18,15,0,680.1,980.0,42.7,23.4,23.4,18.6,837.3,6.5,320.4,0
2006,8,18,16,0,495.8,926.4,39.2,22.9,22.9,20.6,836.9,6.1,314.4,0
2006,8,18,17,0,272.1,807.8,33.1,22.1,22.1,24.3,836.4,5.5,304.4,0
2006,8,18,18,0,46.2,403.5,16.8,19.1,19.1,35.1,837.2,3.8,258.9,0
2006,8,18,19,0,0.0,0.0,0.0,16.0,16.0,43.7,837.2,1.1,252.7,0
2006,8,18,20,0,0.0,0.0,0.0,13.4,13.4,48.9,837.2,1.2,246.7,0
2006,8,18,21,0,0.0,0.0,0.0,11.6,11.6,48.6,837.3,2.7,32.0,0
2006,8,18,22,0,0.0,0.0,0.0,10.5,10.5,44.5,837.3,3.6,25.8,0
2006,8,18,23,0,0.0,0.0,0.0,10.3,10.3,37.0,837.3,3.7,14.8,0
2006,8,19,0,0,0.0,0.0,0.0,8.2,8.2,46.3,836.1,3.7,17.1,0
2006,8,19,1,0,0.0,0.0,0.0,7.7,7.7,45.9,836.2,3.7,12.7,0
2006,8,19,2,0,0.0,0.0,0.0,7.2,7.2,45.2,836.4,3.7,9.7,0
2006,8,19,3,0,0.0,0.0,0.0,6.8,6.8,42.9,836.6,3.7,12.2,0
2006,8,19,4,0,0.0,0.0,0.0,6.4,6.4,40.4,836.9,3.8,16.8,0
2006,8,19,5,0,0.0,0.0,0.0,6.2,6.2,37.5,837.2,3.9,22.9,0
2006,8,19,6,0,0.0,0.0,0.0,7.2,7.2,40.4,837.5,4.3,21.2,0
2006,8,19,7,0,0.0,0.0,0.0,8.9,8.9,35.2,837.9,4.0,26.0,0
2006,8,19,8,0,189.9,738.8,28.4,11.3,11.3,28.4,838.3,3.3,24.9,0
2006,8,19,9,0,422.2,905.4,35.5,14.7,14.7,23.9,838.0,2.5,12.4,0
2006,8,19,10,0,624.2,974.3,38.9,18.6,18.6,18.4,837.8,2.8,354.6,0
2006,8,19,11,0,774.5,1008.3,40.7,22.8,22.8,12.3,837.5,4.6,336.3,0
2006,8,19,12,0,859.8,1023.9,41.5,22.9,22.9,14.4,836.5,6.6,336.0,0
2006,8,19,13,0,874.0,1027.2,41.6,24.2,24.2,12.2,836.2,7.8,336.4,0
2006,8,19,14,0,815.0,1017.8,41.0,25.3,25.3,11.8,835.5,8.6,335.3,0
2006,8,19,15,0,687.8,993.0,39.4,25.8,25.8,12.4,835.6,8.1,330.3,0
2006,8,19,16,0,503.1,942.1,36.6,25.2,25.2,14.8,835.4,7.2,322.7,0
2006,8,19,17,0,278.1,828.7,31.4,24.3,24.3,18.9,835.0,6.1,310.1,0
2006,8,19,18,0,48.8,435.8,16.5,20.4,20.4,30.7,837.3,2.9,275.9,0
2006,8,19,19,0,0.0,0.0,0.0,17.0,17.0,39.7,837.4,0.5,278.2,0
2006,8,19,20,0,0.0,0.0,0.0,14.1,14.1,45.2,837.4,1.8,358.8,0
2006,8,19,21,0,0.0,0.0,0.0,11.8,11.8,44.6,837.7,3.4,36.5,0
2006,8,19,22,0,0.0,0.0,0.0,10.3,10.3,40.2,838.0,4.3,30.1,0
2006,8,19,23,0,0.0,0.0,0.0,9.6,9.6,32.3,838.2,4.6,20.0,0
2006,8,20,0,0,0.0,0.0,0.0,7.1,7.1,32.9,836.7,3.5,5.3,0
2006,8,20,1,0,0.0,0.0,0.0,6.1,6.1,32.1,837.0,3.5,0.4,0
2006,8,20,2,0,0.0,0.0,0.0,5.1,5.1,31.0,837.3,3.5,356.9,0
2006,8,20,3,0,0.0,0.0,0.0,4.3,4.3,31.6,837.6,3.6,0.9,0
2006,8,20,4,0,0.0,0.0,0.0,3.7,3.7,31.8,838.1,3.8,8.2,0
2006,8,20,5,0,0.0,0.0,0.0,3.1,3.1,31.8,838.6,4.1,17.2,0
2006,8,20,6,0,0.0,0.0,0.0,5.1,5.1,31.4,838.1,4.3,11.6,0
2006,8,20,7,0,0.0,0.0,0.0,6.5,6.5,27.3,838.5,4.1,17.0,0
2006,8,20,8,0,198.9,769.1,28.3,8.7,8.7,21.7,839.0,3.6,16.6,0
2006,8,20,9,0,435.9,930.7,35.1,12.3,12.3,18.4,838.3,3.0,10.0,0
2006,8,20,10,0,641.4,997.5,38.5,16.3,16.3,14.2,837.7,3.0,356.9,0
2006,8,20,11,0,794.2,1030.8,40.4,20.7,20.7,9.4,837.0,4.1,339.9,0
2006,8,20,12,0,881.2,1046.4,41.3,21.2,21.2,12.3,836.6,4.6,333.0,0
2006,8,20,13,0,894.0,1047.8,41.5,22.7,22.7,9.9,835.9,5.3,332.0,0
2006,8,20,14,0,832.8,1037.1,41.0,24.1,24.1,9.2,834.9,5.6,328.7,0
2006,8,20,15,0,702.4,1011.1,39.6,24.5,24.5,9.1,835.0,5.6,323.7,0
2006,8,20,16,0,513.9,959.4,36.9,24.4,24.4,10.8,835.0,5.2,315.2,0
2006,8,20,17,0,284.9,845.3,31.7,24.0,24.0,14.2,834.6,4.5,300.9,0
2006,8,20,18,0,51.1,453.3,16.8,18.7,18.7,27.7,836.9,3.5,256.4,0
2006,8,20,19,0,0.0,0.0,0.0,15.8,15.8,35.8,837.0,1.0,245.5,0
2006,8,20,20,0,0.0,0.0,0.0,13.5,13.5,40.4,837.1,1.1,225.7,0
2006,8,20,21,0,0.0,0.0,0.0,11.7,11.7,39.2,837.5,2.9,40.6,0
2006,8,20,22,0,0.0,0.0,0.0,10.7,10.7,34.3,837.8,4.0,27.0,0
2006,8,20,23,0,0.0,0.0,0.0,10.5,10.5,25.9,838.1,4.4,15.2,0
2006,8,21,0,0,0.0,0.0,0.0,9.1,9.1,21.6,838.1,4.7,30.1,0
2006,8,21,1,0,0.0,0.0,0.0,8.5,8.5,19.4,838.5,4.9,32.6,0
2006,8,21,2,0,0.0,0.0,0.0,7.9,7.9,17.1,838.9,5.0,36.3,0
2006,8,21,3,0,0.0,0.0,0.0,7.7,7.7,19.0,838.9,5.1,40.8,0
2006,8,21,4,0,0.0,0.0,0.0,7.4,7.4,20.6,839.1,5.2,45.3,0
2006,8,21,5,0,0.0,0.0,0.0,7.3,7.3,22.0,839.4,5.4,48.9,0
2006,8,21,6,0,0.0,0.0,0.0,9.2,9.2,29.6,838.1,5.5,42.8,0
2006,8,21,7,0,0.0,0.0,0.0,10.8,10.8,27.3,838.3,5.1,47.6,0
2006,8,21,8,0,199.3,753.3,29.5,13.1,13.1,23.6,838.6,4.3,46.7,0
2006,8,21,9,0,434.3,915.1,36.9,16.7,16.7,19.9,838.3,3.1,38.2,0
2006,8,21,10,0,637.6,981.4,40.7,20.8,20.8,15.2,838.0,2.3,20.9,0
2006,8,21,11,0,788.3,1014.2,43.0,25.1,25.1,10.1,837.7,3.0,355.2,0
2006,8,21,12,0,873.4,1028.5,44.2,25.8,25.8,12.5,837.2,4.6,330.4,0
2006,8,21,13,0,886.6,1030.9,44.5,27.3,27.3,10.8,836.8,5.4,328.7,0
2006,8,21,14,0,826.4,1021.2,43.8,28.5,28.5,10.8,836.1,5.7,324.5,0
2006,8,21,15,0,697.1,995.3,42.0,27.8,27.8,10.9,836.3,5.6,318.1,0
2006,8,21,16,0,510.0,943.1,38.9,26.9,26.9,12.8,836.2,5.1,307.3,0
2006,8,21,17,0,282.5,827.5,33.1,25.8,25.8,16.3,835.9,4.5,289.7,0
2006,8,21,18,0,51.0,435.7,17.5,20.4,20.4,21.1,838.7,3.0,252.8,0
2006,8,21,19,0,0.0,0.0,0.0,16.9,16.9,29.7,839.0,0.9,238.4,0
2006,8,21,20,0,0.0,0.0,0.0,13.9,13.9,34.7,839.2,2.5,201.5,0
2006,8,21,21,0,0.0,0.0,0.0,11.7,11.7,33.3,839.3,4.0,87.3,0
2006,8,21,22,0,0.0,0.0,0.0,10.2,10.2,28.1,839.2,4.9,48.4,0
2006,8,21,23,0,0.0,0.0,0.0,9.7,9.7,19.5,839.1,5.0,28.3,0
2006,8,22,0,0,0.0,0.0,0.0,8.5,8.5,24.1,839.0,5.3,56.3,0
2006,8,22,1,0,0.0,0.0,0.0,7.6,7.6,22.7,838.8,5.3,58.5,0
2006,8,22,2,0,0.0,0.0,0.0,6.7,6.7,21.1,838.6,5.4,60.5,0
2006,8,22,3,0,0.0,0.0,0.0,6.3,6.3,19.9,838.4,5.5,63.6,0
2006,8,22,4,0,0.0,0.0,0.0,6.7,6.7,18.4,838.3,5.6,66.0,0
