"Time stamp","PC input energy | (MWt)","PC efficiency: gross","PC electrical power output: gross | (MWe)","PC water consumption: makeup + cooling | (kg/s)","PC HTF inlet temperature | (C)","PC HTF outlet temperature | (C)","Rec. HTF inlet temperature | (C)","Rec. HTF outlet temperature | (C)","Rec. thermal efficiency"
"Jan 2, 02:00 am",121.359,0.438242,53.1846,33.2435,571.319,291.177,290,0,0
"Jan 2, 03:00 am",121.359,0.438941,53.2695,33.2063,571.056,291.129,290,0,0
"Jan 2, 04:00 am",121.359,0.439517,53.3394,33.1757,570.646,291.103,290,0,0
"Jan 2, 05:00 am",10.416,0.174173,4.23466,3.03723,572.355,284.025,290,0,0
"Jan 2, 06:00 am",0,0,0,0,574,290,290,0,0
"Jan 2, 07:00 am",55.1055,0,0,0,573.633,290,290,418.588,0.424101
"Jan 2, 08:00 am",121.343,0.414468,50.2924,31.9082,573.318,291.346,290.776,573.318,0.960012
"Jan 2, 09:00 am",121.359,0.443673,53.8438,33.7139,573.392,290.536,290.465,573.392,0.966244
"Jan 2, 10:00 am",121.359,0.441416,53.5698,33.8356,573.362,290.75,290.331,573.362,0.967263
"Jan 2, 11:00 am",121.344,0.439401,53.3185,33.9399,573.331,290.94,290.362,573.331,0.966249
"Jan 2, 12:00 pm",121.342,0.439101,53.2815,33.9551,573.327,290.969,290.321,573.327,0.966175
"Jan 2, 01:00 pm",121.317,0.443067,53.7513,33.7354,573.284,290.596,290.114,573.284,0.966081
"Jan 2, 02:00 pm",126.633,0.442901,56.0862,35.8519,573.332,291.093,290.422,573.332,0.95274
"Jan 2, 03:00 pm",126.55,0.44247,55.9946,35.855,573.19,291.134,291.11,573.19,0.917126
"Jan 2, 04:00 pm",126.544,0.442345,55.976,35.8604,573.187,291.145,291.121,573.187,0.911748
"Jan 2, 05:00 pm",126.532,0.441987,55.9256,35.8779,573.194,291.177,291.153,573.194,0.903974
"Jan 2, 06:00 pm",126.564,0.44244,55.997,35.8601,573.223,291.136,291.112,573.223,0.897808
"Jan 2, 07:00 pm",121.359,0.444625,53.9592,34.4248,572.118,290.53,290,0,0
"Jan 2, 08:00 pm",121.359,0.439564,53.3451,33.9338,572.043,291.008,290,0,0
"Jan 2, 09:00 pm",121.359,0.441119,53.5338,33.85,571.959,290.867,290,0,0
"Jan 2, 10:00 pm",121.359,0.442979,53.7595,33.7495,571.864,290.7,290,0,0
"Jan 2, 11:00 pm",121.359,0.444285,53.918,33.6791,571.756,290.585,290,0,0
"Jan 3, 12:00 am",121.359,0.435546,52.8574,33.3876,571.628,291.411,290,0,0
"Jan 3, 01:00 am",121.359,0.437012,53.0354,33.3095,571.475,291.283,290,0,0
"Jan 3, 02:00 am",121.359,0.438325,53.1947,33.2395,571.281,291.172,290,0,0
"Jan 3, 03:00 am",121.359,0.440033,53.4022,33.1485,571.018,291.029,290,0,0
"Jan 3, 04:00 am",121.359,0.4419,53.6286,33.0488,570.606,290.884,290,0,0
"Jan 3, 05:00 am",10.3392,0.172889,4.20343,2.99796,572.349,284.071,290,0,0
"Jan 3, 06:00 am",0,0,0,0,574,290,290,0,0
"Jan 3, 07:00 am",51.0937,0,0,0,573.77,290,290,409.338,0.391682
"Jan 3, 08:00 am",121.359,0.402217,48.8127,30.6933,573.291,291.104,290.665,573.291,0.958557
"Jan 3, 09:00 am",121.342,0.434533,52.7272,33.4376,573.375,291.397,290.679,573.375,0.965113
"Jan 3, 10:00 am",121.359,0.444654,53.9628,33.6605,573.344,290.447,290.377,573.344,0.966209
"Jan 3, 11:00 am",121.359,0.443215,53.7881,33.7379,573.314,290.585,290.505,573.314,0.965232
"Jan 3, 12:00 pm",121.359,0.441554,53.5865,33.8272,573.312,290.74,290.249,573.312,0.965649
"Jan 3, 01:00 pm",121.359,0.441176,53.5407,33.8473,573.261,290.779,290.2,573.261,0.964694
"Jan 3, 02:00 pm",126.389,0.438766,55.455,35.2581,573.164,291.468,290.462,573.164,0.957894
"Jan 3, 03:00 pm",126.578,0.439822,55.6716,35.2465,573.479,291.366,291.346,573.479,0.910211
"Jan 3, 04:00 pm",126.774,0.444851,56.3956,35.7774,573.466,290.915,290.861,573.466,0.902976
"Jan 3, 05:00 pm",126.741,0.444026,56.2763,35.8156,573.466,290.989,290.967,573.466,0.89432
"Jan 3, 06:00 pm",126.603,0.44364,56.166,35.8027,573.202,291.029,291.005,573.202,0.894096
"Jan 3, 07:00 pm",121.328,0.444312,53.9074,34.4345,572.077,290.558,290,0,0
"Jan 3, 08:00 pm",121.315,0.439131,53.2731,33.946,572.002,291.047,290,0,0
"Jan 3, 09:00 pm",121.359,0.440278,53.4319,33.8958,571.918,290.948,290,0,0
"Jan 3, 10:00 pm",121.359,0.441682,53.6021,33.8204,571.824,290.823,290,0,0
"Jan 3, 11:00 pm",121.359,0.442718,53.7279,33.7648,571.715,290.734,290,0,0
"Jan 4, 12:00 am",121.359,0.435254,52.822,33.4041,571.588,291.441,290,0,0
"Jan 4, 01:00 am",121.359,0.436303,52.9494,33.3484,571.434,291.352,290,0,0
"Jan 4, 02:00 am",121.359,0.436956,53.0286,33.3138,571.24,291.303,290,0,0
"Jan 4, 03:00 am",121.359,0.437613,53.1083,33.2789,570.978,291.259,290,0,0
"Jan 4, 04:00 am",121.359,0.438143,53.1727,33.2508,570.567,291.237,290,0,0
"Jan 4, 05:00 am",9.67116,0.161711,3.93186,2.82731,572.445,284.455,290,0,0
"Jan 4, 06:00 am",0,0,0,0,574,290,290,0,0
"Jan 4, 07:00 am",0,0,0,0,574,290,290,0,0
"Jan 4, 08:00 am",80.5622,0.0714323,8.66899,5.46616,573.51,290.207,290.136,478.038,0.635716
"Jan 4, 09:00 am",63.5094,0.434708,27.6081,17.8233,568.896,284.153,290,0,0
"Jan 4, 10:00 am",12.4378,0,0,0,573.889,290,290,331.323,0.131471
"Jan 4, 11:00 am",123.542,0.274652,33.3315,20.9532,573.303,290.396,290.114,573.303,0.965376
"Jan 4, 12:00 pm",121.359,0.444679,53.9659,34.424,573.254,290.451,290.083,573.254,0.960808
"Jan 4, 01:00 pm",121.359,0.444543,53.9494,34.4309,573.168,290.469,290.058,573.168,0.95944
"Jan 4, 02:00 pm",121.359,0.443924,53.8742,34.464,573.187,290.526,290.054,573.187,0.955907
"Jan 4, 03:00 pm",121.359,0.443325,53.8015,34.4963,573.178,290.583,290.044,573.178,0.95123
"Jan 4, 04:00 pm",121.359,0.442665,53.7215,34.532,573.406,290.63,290.027,573.406,0.943847
"Jan 4, 05:00 pm",126.676,0.444836,56.3499,35.757,573.255,290.92,290.201,573.255,0.927121
"Jan 4, 06:00 pm",126.49,0.440756,55.7515,35.9392,573.21,291.287,291.263,573.21,0.895809
"Jan 4, 07:00 pm",121.359,0.442778,53.7351,34.5274,572.239,290.694,290,0,0
"Jan 4, 08:00 pm",121.359,0.444263,53.9153,34.4474,572.165,290.56,290,0,0
"Jan 4, 09:00 pm",121.316,0.439082,53.2677,33.9521,572.081,291.047,290,0,0
"Jan 4, 10:00 pm",121.359,0.440732,53.4869,33.8742,571.987,290.902,290,0,0
"Jan 4, 11:00 pm",121.359,0.442339,53.6819,33.7876,571.878,290.758,290,0,0
"Jan 5, 12:00 am",121.337,0.434517,52.7228,33.4387,571.751,291.498,290,0,0
"Jan 5, 01:00 am",121.359,0.4358,52.8884,33.3763,571.598,291.39,290,0,0
"Jan 5, 02:00 am",121.359,0.437127,53.0493,33.3055,571.405,291.277,290,0,0
"Jan 5, 03:00 am",121.359,0.438556,53.2228,33.2293,571.143,291.159,290,0,0
"Jan 5, 04:00 am",121.359,0.439816,53.3757,33.162,570.734,291.069,290,0,0
"Jan 5, 05:00 am",10.5712,0.17677,4.29773,3.07713,572.368,283.933,290,0,0
"Jan 5, 06:00 am",0,0,0,0,574,290,290,0,0
"Jan 5, 07:00 am",0,0,0,0,574,290,290,0,0
"Jan 5, 08:00 am",0,0,0,0,574,290,290,0,0
"Jan 5, 09:00 am",88.5721,0.102316,12.4169,7.73066,573.522,290.092,290.076,496.795,0.703762
"Jan 5, 10:00 am",121.359,0.443345,53.8039,33.7333,573.325,290.572,290.493,573.325,0.965825
"Jan 5, 11:00 am",121.359,0.441966,53.6365,33.8072,573.297,290.703,290.616,573.297,0.964935
"Jan 5, 12:00 pm",121.458,0.441257,53.5943,33.8696,573.026,290.796,290.673,573.288,0.899509
"Jan 5, 01:00 pm",121.378,0.440935,53.5197,33.8658,573.057,290.816,290.704,573.237,0.900045
"Jan 5, 02:00 pm",121.441,0.440396,53.4821,33.9102,572.919,290.881,290.748,573.445,0.878604
"Jan 5, 03:00 pm",121.474,0.439956,53.443,33.9426,572.395,290.959,290.781,573.419,0.832521
"Jan 5, 04:00 pm",121.367,0.439079,53.2898,33.963,570.908,291.127,290,0,0
"Jan 5, 05:00 pm",121.332,0.442592,53.7007,34.529,570.638,290.815,290,0,0
"Jan 5, 06:00 pm",111.115,0.44078,48.9771,31.2703,570.203,290.039,290,0,0
"Jan 5, 07:00 pm",0,0,0,0,574,290,290,0,0
"Jan 5, 08:00 pm",0,0,0,0,574,290,290,0,0
"Jan 5, 09:00 pm",0,0,0,0,574,290,290,0,0
"Jan 5, 10:00 pm",0,0,0,0,574,290,290,0,0
"Jan 5, 11:00 pm",0,0,0,0,574,290,290,0,0
"Jan 6, 12:00 am",0,0,0,0,574,290,290,0,0
"Jan 6, 01:00 am",0,0,0,0,574,290,290,0,0
"Jan 6, 02:00 am",0,0,0,0,574,290,290,0,0
"Jan 6, 03:00 am",0,0,0,0,574,290,290,0,0
"Jan 6, 04:00 am",0,0,0,0,574,290,290,0,0
"Jan 6, 05:00 am",0,0,0,0,574,290,290,0,0
"Jan 6, 06:00 am",0,0,0,0,574,290,290,0,0
"Jan 6, 07:00 am",41.2303,0,0,0,573.777,290,290,392.451,0.334283
"Jan 6, 08:00 am",122.236,0.376591,45.7027,28.512,573.255,290.385,290.319,573.255,0.957294
"Jan 6, 09:00 am",121.359,0.442399,53.6891,33.7847,573.356,290.658,290.095,573.356,0.964818
"Jan 6, 10:00 am",121.359,0.440618,53.4731,33.8807,573.333,290.827,290.102,573.333,0.966301
"Jan 6, 11:00 am",121.342,0.439023,53.2717,33.962,573.306,290.977,290.111,573.306,0.965605
"Jan 6, 12:00 pm",121.343,0.439557,53.337,33.9328,573.275,290.929,290.04,573.275,0.962718
"Jan 6, 01:00 pm",121.341,0.439418,53.3194,33.9392,573.199,290.947,289.984,573.199,0.961914
"Jan 6, 02:00 pm",121.339,0.438904,53.2563,33.966,573.223,290.994,289.933,573.223,0.958996
"Jan 6, 03:00 pm",126.604,0.443801,56.1868,35.7956,573.19,291.015,290.871,573.19,0.909925
"Jan 6, 04:00 pm",126.693,0.443223,56.1533,35.8511,573.433,291.062,291.037,573.433,0.895578
"Jan 6, 05:00 pm",121.359,0.44351,53.824,34.487,571.487,290.674,290,0,0
"Jan 6, 06:00 pm",121.359,0.442813,53.7394,34.5261,571.413,290.744,290,0,0
"Jan 6, 07:00 pm",121.359,0.443746,53.8526,34.4762,571.331,290.662,290,0,0
"Jan 6, 08:00 pm",121.422,0.441544,53.6132,33.8477,571.237,290.879,290,0,0
"Jan 6, 09:00 pm",121.359,0.439992,53.3972,33.9151,571.129,291.025,290,0,0
"Jan 6, 10:00 pm",121.359,0.441778,53.6138,33.8189,571.002,290.868,290,0,0
"Jan 6, 11:00 pm",121.359,0.443449,53.8166,33.7285,570.849,290.723,290,0,0
"Jan 7, 12:00 am",121.471,0.435235,52.8685,33.4361,570.656,291.514,290,0,0
"Jan 7, 01:00 am",121.398,0.436392,52.977,33.3557,570.393,291.417,290,0,0
"Jan 7, 02:00 am",121.252,0.437462,53.0432,33.2616,569.979,291.331,290,0,0
"Jan 7, 03:00 am",7.10318,0.118852,2.88772,2.0753,572.696,285.936,290,0,0
"Jan 7, 04:00 am",0,0,0,0,574,290,290,0,0
"Jan 7, 05:00 am",0,0,0,0,574,290,290,0,0
"Jan 7, 06:00 am",0,0,0,0,574,290,290,0,0
"Jan 7, 07:00 am",47.5252,0,0,0,573.772,290,290,401.931,0.366141
"Jan 7, 08:00 am",121.745,0.389499,47.262,29.8938,573.281,291.197,290.738,573.281,0.957796
"Jan 7, 09:00 am",121.359,0.444726,53.9715,33.6601,573.373,290.439,290.371,573.373,0.964926
"Jan 7, 10:00 am",121.359,0.442713,53.7273,33.7682,573.348,290.629,290.55,573.348,0.966364
"Jan 7, 11:00 am",121.359,0.441275,53.5528,33.8455,573.318,290.766,290.33,573.318,0.965551
"Jan 7, 12:00 pm",121.359,0.440502,53.459,33.8863,573.288,290.84,290.311,573.288,0.962872
"Jan 7, 01:00 pm",121.359,0.439999,53.3979,33.9129,573.21,290.893,290.267,573.21,0.961811
"Jan 7, 02:00 pm",126.752,0.444849,56.3856,35.7745,573.419,290.916,290.225,573.419,0.953949
"Jan 7, 03:00 pm",126.732,0.444055,56.2761,35.8143,573.445,290.987,290.968,573.445,0.902699
"Jan 7, 04:00 pm",126.707,0.443563,56.2028,35.8357,573.434,291.031,291.007,573.434,0.89578
"Jan 7, 05:00 pm",126.677,0.442738,56.0846,35.8744,573.439,291.105,291.081,573.439,0.888243
"Jan 7, 06:00 pm",126.655,0.444749,56.3296,35.7562,573.217,290.929,290.87,573.217,0.897334
"Jan 7, 07:00 pm",121.359,0.43959,53.3482,33.9354,571.908,291.014,290,0,0
"Jan 7, 08:00 pm",121.359,0.440934,53.5114,33.8633,571.833,290.893,290,0,0
"Jan 7, 09:00 pm",121.359,0.442456,53.696,33.7811,571.749,290.756,290,0,0
"Jan 7, 10:00 pm",121.359,0.444047,53.8891,33.6953,571.655,290.613,290,0,0
"Jan 7, 11:00 pm",121.4,0.440674,53.4977,33.8879,571.546,290.939,290,0,0
"Jan 8, 12:00 am",121.359,0.436461,52.9686,33.3414,571.418,291.339,290,0,0
"Jan 8, 01:00 am",121.359,0.436845,53.0152,33.3212,571.264,291.312,290,0,0
"Jan 8, 02:00 am",121.359,0.437125,53.0491,33.3064,571.07,291.299,290,0,0
"Jan 8, 03:00 am",121.359,0.43865,53.2341,33.2249,570.807,291.174,290,0,0
"Jan 8, 04:00 am",121.359,0.439974,53.395,33.1543,570.394,291.078,290,0,0
"Jan 8, 05:00 am",8.88941,0.148633,3.61405,2.58647,572.511,284.909,290,0,0
"Jan 8, 06:00 am",0,0,0,0,574,290,290,0,0
"Jan 8, 07:00 am",45.6906,0,0,0,573.773,290,290,399.272,0.357146
"Jan 8, 08:00 am",122.039,0.384111,46.6166,29.4588,573.276,291.162,290.748,573.276,0.957576
"Jan 8, 09:00 am",121.359,0.444774,53.9773,33.6583,573.371,290.435,290.366,573.371,0.964861
"Jan 8, 10:00 am",121.359,0.442821,53.7403,33.7628,573.346,290.619,290.54,573.346,0.966244
"Jan 8, 11:00 am",121.359,0.441409,53.5691,33.8384,573.315,290.754,290.369,573.315,0.965433
"Jan 8, 12:00 pm",121.359,0.440558,53.4658,33.883,573.256,290.837,290.356,573.256,0.959873
"Jan 8, 01:00 pm",121.417,0.439594,53.3744,33.9491,573.169,290.939,290.332,573.169,0.958395
"Jan 8, 02:00 pm",126.711,0.443933,56.2512,35.8151,573.41,290.998,290.332,573.41,0.951509
"Jan 8, 03:00 pm",126.678,0.443271,56.153,35.8443,573.397,291.058,291.034,573.397,0.892312
"Jan 8, 04:00 pm",126.641,0.442606,56.0519,35.8723,573.374,291.118,291.094,573.374,0.882739
"Jan 8, 05:00 pm",126.609,0.441884,55.9468,35.905,573.369,291.183,291.158,573.369,0.87273
"Jan 8, 06:00 pm",126.636,0.444583,56.3003,35.7599,573.192,290.944,290.886,573.192,0.892997
"Jan 8, 07:00 pm",121.393,0.43934,53.3328,33.9567,572.065,291.03,290,0,0
"Jan 8, 08:00 pm",121.359,0.440706,53.4837,33.8748,571.99,290.904,290,0,0
"Jan 8, 09:00 pm",121.359,0.442072,53.6495,33.8011,571.907,290.782,290,0,0
"Jan 8, 10:00 pm",121.359,0.4434,53.8106,33.7295,571.812,290.664,290,0,0
"Jan 8, 11:00 pm",121.359,0.444413,53.9336,33.675,571.703,290.576,290,0,0
"Jan 9, 12:00 am",121.359,0.439098,53.2885,33.1997,571.576,291.081,290,0,0
"Jan 9, 01:00 am",121.359,0.43963,53.3531,33.1715,571.422,291.04,290,0,0
"Jan 9, 02:00 am",121.359,0.440115,53.4121,33.1458,571.228,291.007,290,0,0
"Jan 9, 03:00 am",121.359,0.440956,53.514,33.101,570.966,290.947,290,0,0
"Jan 9, 04:00 am",121.359,0.441485,53.5782,33.0729,570.555,290.926,290,0,0
"Jan 9, 05:00 am",10.2996,0.172227,4.18734,2.9933,572.335,284.095,290,0,0
"Jan 9, 06:00 am",0,0,0,0,574,290,290,0,0
"Jan 9, 07:00 am",0,0,0,0,574,290,290,0,0
"Jan 9, 08:00 am",81.4135,0.0744025,9.02239,5.7087,573.516,290.229,290.135,480.074,0.642804
"Jan 9, 09:00 am",121.359,0.44447,53.9404,33.6736,573.376,290.463,290.394,573.376,0.965214
"Jan 9, 10:00 am",121.359,0.442569,53.7097,33.7757,573.349,290.643,290.28,573.349,0.966552
"Jan 9, 11:00 am",121.359,0.441018,53.5217,33.8588,573.32,290.79,290.299,573.32,0.965796
"Jan 9, 12:00 pm",121.47,0.441903,53.6778,33.8387,573.289,290.72,290.232,573.289,0.963154
"Jan 9, 01:00 pm",121.359,0.444695,53.9678,34.4228,573.215,290.452,290.064,573.215,0.962399
"Jan 9, 02:00 pm",126.565,0.442488,56.0037,35.8594,573.221,291.132,290.457,573.221,0.958896
"Jan 9, 03:00 pm",126.655,0.442067,55.99,35.906,573.451,291.165,291.14,573.451,0.904227
"Jan 9, 04:00 pm",126.636,0.441774,55.9447,35.918,573.437,291.192,291.167,573.437,0.896341
"Jan 9, 05:00 pm",126.621,0.441372,55.8872,35.9371,573.439,291.228,291.203,573.439,0.888284
"Jan 9, 06:00 pm",126.614,0.443845,56.1971,35.7973,573.209,291.01,290.986,573.209,0.89582
"Jan 9, 07:00 pm",121.387,0.439337,53.3299,33.9569,572.069,291.03,290,0,0
"Jan 9, 08:00 pm",121.359,0.441355,53.5624,33.8416,571.994,290.843,290,0,0
"Jan 9, 09:00 pm",121.359,0.442985,53.7602,33.7533,571.91,290.696,290,0,0
"Jan 9, 10:00 pm",121.359,0.44455,53.9501,33.669,571.815,290.556,290,0,0
"Jan 9, 11:00 pm",121.357,0.434453,52.724,33.4468,571.706,291.509,290,0,0
"Jan 10, 12:00 am",121.359,0.436912,53.0233,33.3167,571.578,291.286,290,0,0
"Jan 10, 01:00 am",121.359,0.437426,53.0856,33.2892,571.424,291.248,290,0,0
"Jan 10, 02:00 am",121.359,0.437961,53.1506,33.2606,571.23,291.209,290,0,0
"Jan 10, 03:00 am",121.359,0.439606,53.3502,33.1729,570.967,291.073,290,0,0
"Jan 10, 04:00 am",121.359,0.441027,53.5226,33.0971,570.554,290.969,290,0,0
"Jan 10, 05:00 am",9.64901,0.161342,3.92285,2.80207,572.443,284.468,290,0,0
"Jan 10, 06:00 am",0,0,0,0,574,290,290,0,0
"Jan 10, 07:00 am",47.8592,0,0,0,573.772,290,290,402.407,0.367815
"Jan 10, 08:00 am",121.631,0.39167,47.5328,29.8771,573.288,291.064,290.684,573.288,0.958239
"Jan 10, 09:00 am",121.342,0.43419,52.6855,33.4593,573.383,291.429,290.745,573.383,0.96542
"Jan 10, 10:00 am",121.359,0.444021,53.8859,33.6974,573.355,290.506,290.433,573.355,0.966786
"Jan 10, 11:00 am",121.359,0.442348,53.6829,33.7875,573.327,290.665,290.582,573.327,0.966074
"Jan 10, 12:00 pm",121.359,0.439962,53.3934,33.9146,573.296,290.891,290.364,573.296,0.963496
"Jan 10, 01:00 pm",121.341,0.439212,53.2943,33.9497,573.223,290.965,290.326,573.223,0.962744
"Jan 10, 02:00 pm",126.697,0.443806,56.2291,35.8183,573.392,291.01,290.344,573.392,0.953054
"Jan 10, 03:00 pm",126.701,0.443179,56.151,35.8544,573.453,291.065,291.041,573.453,0.904632
"Jan 10, 04:00 pm",126.669,0.442511,56.0524,35.8841,573.443,291.125,291.101,573.443,0.897753
"Jan 10, 05:00 pm",126.635,0.441621,55.9248,35.9259,573.447,291.205,291.18,573.447,0.890198
"Jan 10, 06:00 pm",126.599,0.443518,56.1488,35.81,573.204,291.04,291.016,573.204,0.895035
"Jan 10, 07:00 pm",121.315,0.438671,53.2173,33.9724,572.093,291.084,290,0,0
"Jan 10, 08:00 pm",121.359,0.440081,53.4079,33.9081,572.018,290.96,290,0,0
"Jan 10, 09:00 pm",121.359,0.441474,53.5769,33.8329,571.934,290.836,290,0,0
"Jan 10, 10:00 pm",121.359,0.44299,53.7609,33.751,571.84,290.7,290,0,0
"Jan 10, 11:00 pm",121.359,0.44414,53.9005,33.689,571.731,290.6,290,0,0
"Jan 11, 12:00 am",121.359,0.436271,52.9456,33.3494,571.603,291.345,290,0,0
"Jan 11, 01:00 am",121.359,0.436658,52.9925,33.3289,571.45,291.318,290,0,0
"Jan 11, 02:00 am",121.359,0.437073,53.0427,33.3069,571.256,291.291,290,0,0
"Jan 11, 03:00 am",121.359,0.438101,53.1675,33.2524,570.993,291.212,290,0,0
"Jan 11, 04:00 am",121.359,0.438914,53.2662,33.2091,570.582,291.164,290,0,0
"Jan 11, 05:00 am",9.80355,0.163926,3.98568,2.86064,572.429,284.379,290,0,0
"Jan 11, 06:00 am",0,0,0,0,574,290,290,0,0
"Jan 11, 07:00 am",47.5331,0,0,0,573.773,290,290,401.943,0.366518
"Jan 11, 08:00 am",121.759,0.39781,48.2778,30.1355,573.289,290.417,290.349,573.289,0.958711
"Jan 11, 09:00 am",121.359,0.44234,53.6819,33.7883,573.385,290.662,290.583,573.385,0.96583
"Jan 11, 10:00 am",121.359,0.440792,53.4942,33.8715,573.359,290.809,290.431,573.359,0.967113
"Jan 11, 11:00 am",121.411,0.439623,53.3752,33.9473,573.328,290.926,290.436,573.328,0.966291
"Jan 11, 12:00 pm",121.359,0.44436,53.9271,34.4419,573.287,290.479,290.403,573.287,0.962545
"Jan 11, 01:00 pm",121.359,0.444015,53.8853,34.4599,573.21,290.516,290.433,573.21,0.961551
"Jan 11, 02:00 pm",126.61,0.441861,55.9441,35.9062,573.372,291.185,290.512,573.372,0.95109
"Jan 11, 03:00 pm",126.603,0.441032,55.8359,35.9512,573.429,291.258,291.234,573.429,0.899384
"Jan 11, 04:00 pm",126.759,0.445166,56.4288,36.5217,573.406,290.888,290.636,573.406,0.890407
"Jan 11, 05:00 pm",126.732,0.444536,56.3368,36.5507,573.402,290.944,290.699,573.402,0.880612
"Jan 11, 06:00 pm",126.611,0.443828,56.1935,35.7963,573.203,291.012,290.988,573.203,0.895121
"Jan 11, 07:00 pm",121.317,0.439158,53.2773,33.9474,572.095,291.039,290,0,0
"Jan 11, 08:00 pm",121.359,0.440868,53.5033,33.8665,572.02,290.887,290,0,0
"Jan 11, 09:00 pm",121.359,0.44243,53.6929,33.7822,571.936,290.746,290,0,0
"Jan 11, 10:00 pm",121.359,0.443777,53.8564,33.7095,571.841,290.627,290,0,0
"Jan 11, 11:00 pm",121.359,0.444897,53.9923,33.6496,571.733,290.529,290,0,0
"Jan 12, 12:00 am",121.359,0.439305,53.3136,33.1887,571.605,291.059,290,0,0
"Jan 12, 01:00 am",121.359,0.440074,53.4071,33.1479,571.452,290.997,290,0,0
"Jan 12, 02:00 am",121.359,0.440642,53.476,33.1176,571.258,290.956,290,0,0
"Jan 12, 03:00 am",121.359,0.441985,53.6389,33.046,570.996,290.849,290,0,0
"Jan 12, 04:00 am",121.359,0.44316,53.7815,32.9833,570.586,290.768,290,0,0
"Jan 12, 05:00 am",10.7447,0.179675,4.36828,3.11105,572.274,283.839,290,0,0
"Jan 12, 06:00 am",0,0,0,0,574,290,290,0,0
"Jan 12, 07:00 am",40.6739,0,0,0,573.777,290,290,391.563,0.331112
"Jan 12, 08:00 am",122.261,0.368723,44.7479,28.042,573.266,290.94,290.555,573.266,0.957364
"Jan 12, 09:00 am",121.263,0.435176,52.7709,33.3857,573.371,291.329,290.611,573.371,0.965107
"Jan 12, 10:00 am",121.359,0.445091,54.0158,33.6395,573.346,290.406,290.338,573.346,0.966643
"Jan 12, 11:00 am",121.359,0.443976,53.8805,33.6984,573.317,290.513,290.437,573.317,0.965812
"Jan 12, 12:00 pm",121.359,0.440652,53.4773,33.878,573.262,290.828,290.236,573.262,0.960841
"Jan 12, 01:00 pm",121.359,0.440003,53.3983,33.9122,573.181,290.894,290.198,573.181,0.959659
"Jan 12, 02:00 pm",126.629,0.444724,56.3149,35.7495,573.164,290.932,290.124,573.164,0.95488
"Jan 12, 03:00 pm",126.722,0.444148,56.2832,35.8056,573.414,290.979,290.969,573.414,0.896177
"Jan 12, 04:00 pm",126.679,0.44337,56.1658,35.8387,573.39,291.049,291.025,573.39,0.886522
"Jan 12, 05:00 pm",126.641,0.442469,56.0348,35.88,573.387,291.13,291.106,573.387,0.876876
