"Time stamp","PC input energy | (MWt)","PC efficiency: gross","PC electrical power output: gross | (MWe)","PC water consumption: makeup + cooling | (kg/s)","PC HTF inlet temperature | (C)","PC HTF outlet temperature | (C)","Rec. HTF inlet temperature | (C)","Rec. HTF outlet temperature | (C)","Rec. thermal efficiency"
"Feb 24, 06:00 am",0,0,0,0,574,290,290,0,0
"Feb 24, 07:00 am",0,0,0,0,574,290,290,0,0
"Feb 24, 08:00 am",111.899,0.0622872,10.8851,6.80965,573.643,290.072,290.062,471.492,0.609478
"Feb 24, 09:00 am",174.757,0.440726,77.0202,48.7793,573.358,290.815,290.428,573.358,0.96319
"Feb 24, 10:00 am",174.757,0.445112,77.7865,49.538,573.34,290.405,290.337,573.34,0.965264
"Feb 24, 11:00 am",174.757,0.443353,77.479,49.674,573.306,290.572,290.494,573.306,0.965468
"Feb 24, 12:00 pm",174.757,0.444475,77.6752,49.5865,573.286,290.468,290.393,573.286,0.964891
"Feb 24, 01:00 pm",174.757,0.443949,77.5832,49.6268,573.26,290.519,290.131,573.26,0.965685
"Feb 24, 02:00 pm",182.211,0.441809,80.5027,51.6816,573.216,291.193,290.516,573.216,0.962974
"Feb 24, 03:00 pm",182.336,0.441011,80.4121,51.7774,573.472,291.259,291.235,573.472,0.916959
"Feb 24, 04:00 pm",182.496,0.443801,80.9918,52.6908,573.469,291.009,290.995,573.469,0.912021
"Feb 24, 05:00 pm",182.543,0.444572,81.1535,52.64,573.473,290.94,290.695,573.473,0.90469
"Feb 24, 06:00 pm",182.124,0.440782,80.2771,51.742,573.175,291.286,291.261,573.175,0.898427
"Feb 24, 07:00 pm",174.757,0.443113,77.4372,49.6906,572.212,290.665,290,0,0
"Feb 24, 08:00 pm",174.757,0.444787,77.7297,49.5604,572.145,290.513,290,0,0
"Feb 24, 09:00 pm",174.759,0.439518,76.8098,48.8702,572.071,291.01,290,0,0
"Feb 24, 10:00 pm",174.757,0.44109,77.0837,48.7479,571.987,290.868,290,0,0
"Feb 24, 11:00 pm",174.757,0.442581,77.3441,48.6321,571.89,290.735,290,0,0
"Feb 25, 12:00 am",174.757,0.443818,77.5603,48.5366,571.776,290.627,290,0,0
"Feb 25, 01:00 am",174.757,0.444799,77.7317,48.4615,571.64,290.544,290,0,0
"Feb 25, 02:00 am",174.787,0.436227,76.2468,49.1318,571.468,291.359,290,0,0
"Feb 25, 03:00 am",174.761,0.434945,76.0114,48.1276,571.236,291.492,290,0,0
"Feb 25, 04:00 am",174.757,0.436202,76.2295,48.0303,570.872,291.399,290,0,0
"Feb 25, 05:00 am",16.0819,0.186768,6.53809,4.71586,572.36,283.583,290,0,0
"Feb 25, 06:00 am",0,0,0,0,574,290,290,0,0
"Feb 25, 07:00 am",0,0,0,0,574,290,290,0,0
"Feb 25, 08:00 am",110.55,0.0589176,10.2963,6.43012,573.641,290.062,290.054,469.297,0.602302
"Feb 25, 09:00 am",174.757,0.441597,77.1721,48.7104,573.352,290.734,290.649,573.352,0.963238
"Feb 25, 10:00 am",174.734,0.439299,76.7607,48.8829,573.334,290.95,290.461,573.334,0.965164
"Feb 25, 11:00 am",174.757,0.444441,77.6692,49.589,573.298,290.47,290.396,573.298,0.965237
"Feb 25, 12:00 pm",174.729,0.438822,76.6749,48.9183,573.251,291,290.398,573.251,0.961849
"Feb 25, 01:00 pm",174.757,0.444981,77.7636,49.5467,573.225,290.424,290.347,573.225,0.962739
"Feb 25, 02:00 pm",174.757,0.44419,77.6253,49.6078,573.243,290.498,290.079,573.243,0.963076
"Feb 25, 03:00 pm",182.198,0.442133,80.5557,51.6521,573.168,291.165,291.138,573.168,0.918965
"Feb 25, 04:00 pm",182.363,0.441384,80.4922,51.7547,573.481,291.226,291.201,573.481,0.914624
"Feb 25, 05:00 pm",182.162,0.441497,80.424,51.694,573.17,291.222,291.207,573.17,0.908737
"Feb 25, 06:00 pm",182.152,0.44127,80.3783,51.7114,573.174,291.242,291.218,573.174,0.898272
"Feb 25, 07:00 pm",174.757,0.443622,77.5262,49.6527,572.199,290.618,290,0,0
"Feb 25, 08:00 pm",174.758,0.4451,77.7845,49.538,572.132,290.484,290,0,0
"Feb 25, 09:00 pm",174.757,0.43964,76.8301,48.8618,572.058,290.999,290,0,0
"Feb 25, 10:00 pm",174.757,0.441253,77.112,48.7367,571.973,290.854,290,0,0
"Feb 25, 11:00 pm",174.757,0.442535,77.3362,48.6371,571.877,290.74,290,0,0
"Feb 26, 12:00 am",174.757,0.442653,77.3568,48.6282,571.763,290.737,290,0,0
"Feb 26, 01:00 am",174.757,0.443479,77.5011,48.5639,571.627,290.668,290,0,0
"Feb 26, 02:00 am",174.757,0.444345,77.6525,48.497,571.456,290.598,290,0,0
"Feb 26, 03:00 am",174.772,0.434738,75.9801,49.2431,571.224,291.513,290,0,0
"Feb 26, 04:00 am",174.757,0.434992,76.0179,48.1237,570.861,291.513,290,0,0
"Feb 26, 05:00 am",16.3278,0.189625,6.63804,4.7989,572.329,283.485,290,0,0
"Feb 26, 06:00 am",0,0,0,0,574,290,290,0,0
"Feb 26, 07:00 am",0,0,0,0,574,290,290,0,0
"Feb 26, 08:00 am",110.389,0.0585552,10.2329,6.38211,573.637,290.057,290.049,469.031,0.60025
"Feb 26, 09:00 am",174.757,0.441649,77.1813,48.7082,573.348,290.729,290.644,573.348,0.962386
"Feb 26, 10:00 am",174.734,0.439252,76.7522,48.8879,573.332,290.954,290.437,573.332,0.964708
"Feb 26, 11:00 am",174.757,0.444207,77.6283,49.6084,573.297,290.492,290.417,573.297,0.964944
"Feb 26, 12:00 pm",174.757,0.444798,77.7317,49.5612,573.272,290.439,290.364,573.272,0.963795
"Feb 26, 01:00 pm",174.757,0.444331,77.6499,49.5967,573.249,290.484,290.123,573.249,0.965041
"Feb 26, 02:00 pm",174.757,0.443697,77.5391,49.6449,573.249,290.543,286.565,573.249,0.965329
"Feb 26, 03:00 pm",182.415,0.442321,80.6859,51.6906,573.477,291.142,291.117,573.477,0.91835
"Feb 26, 04:00 pm",182.381,0.441708,80.5591,51.7315,573.479,291.197,291.172,573.479,0.914311
"Feb 26, 05:00 pm",182.124,0.440902,80.2991,51.7315,573.165,291.275,291.251,573.165,0.907891
"Feb 26, 06:00 pm",182.426,0.442547,80.7323,51.6774,573.474,291.121,291.097,573.474,0.893874
"Feb 26, 07:00 pm",174.757,0.444691,77.713,49.5695,572.206,290.518,290,0,0
"Feb 26, 08:00 pm",174.761,0.439468,76.802,48.8763,572.139,291.011,290,0,0
"Feb 26, 09:00 pm",174.757,0.441053,77.0771,48.7526,572.065,290.867,290,0,0
"Feb 26, 10:00 pm",174.757,0.442755,77.3746,48.6206,571.98,290.713,290,0,0
"Feb 26, 11:00 pm",174.757,0.444108,77.611,48.5159,571.883,290.593,290,0,0
"Feb 27, 12:00 am",174.757,0.444092,77.6082,48.5174,571.77,290.602,290,0,0
"Feb 27, 01:00 am",174.757,0.444553,77.6888,48.4824,571.633,290.567,290,0,0
"Feb 27, 02:00 am",174.715,0.44429,77.6241,48.4954,571.461,290.6,290,0,0
"Feb 27, 03:00 am",174.744,0.434254,75.8831,48.1763,571.229,291.556,290,0,0
"Feb 27, 04:00 am",174.719,0.434188,75.8607,48.178,570.866,291.585,290,0,0
"Feb 27, 05:00 am",16.5629,0.192356,6.73362,4.88569,572.306,283.391,290,0,0
"Feb 27, 06:00 am",0,0,0,0,574,290,290,0,0
"Feb 27, 07:00 am",0,0,0,0,574,290,290,0,0
"Feb 27, 08:00 am",110.75,0.0594496,10.3892,6.48428,573.642,290.061,290.052,469.622,0.603497
"Feb 27, 09:00 am",174.757,0.441453,77.1471,48.7255,573.359,290.747,290.662,573.359,0.963946
"Feb 27, 10:00 am",174.732,0.438907,76.6912,48.9162,573.341,290.986,290.438,573.341,0.965633
"Feb 27, 11:00 am",174.757,0.44396,77.5851,49.6296,573.307,290.515,290.439,573.307,0.965794
"Feb 27, 12:00 pm",174.757,0.444995,77.7661,49.548,573.294,290.419,290.346,573.294,0.965871
"Feb 27, 01:00 pm",174.757,0.44475,77.7232,49.5661,573.264,290.444,290.368,573.264,0.966228
"Feb 27, 02:00 pm",182.287,0.442819,80.7203,51.6205,573.242,291.102,290.429,573.242,0.964095
"Feb 27, 03:00 pm",182.4,0.442139,80.6462,51.7039,573.47,291.158,291.134,573.47,0.916788
"Feb 27, 04:00 pm",182.366,0.44158,80.5289,51.7401,573.467,291.208,291.184,573.467,0.911271
"Feb 27, 05:00 pm",182.325,0.440835,80.3754,51.7901,573.471,291.275,291.25,573.471,0.903787
"Feb 27, 06:00 pm",182.162,0.441605,80.4439,51.687,573.16,291.212,291.188,573.16,0.895835
"Feb 27, 07:00 pm",174.757,0.443467,77.499,49.665,572.215,290.632,290,0,0
"Feb 27, 08:00 pm",174.757,0.444695,77.7137,49.5695,572.149,290.521,290,0,0
"Feb 27, 09:00 pm",174.759,0.439519,76.8099,48.8721,572.074,291.01,290,0,0
"Feb 27, 10:00 pm",174.757,0.441434,77.1437,48.723,571.99,290.836,290,0,0
"Feb 27, 11:00 pm",174.757,0.443008,77.4188,48.6009,571.893,290.695,290,0,0
"Feb 28, 12:00 am",174.757,0.441215,77.1054,48.7418,571.78,290.87,290,0,0
"Feb 28, 01:00 am",174.757,0.442218,77.2807,48.6641,571.643,290.785,290,0,0
"Feb 28, 02:00 am",174.757,0.443443,77.4947,48.569,571.471,290.682,290,0,0
"Feb 28, 03:00 am",174.757,0.444542,77.6868,48.4844,571.239,290.594,290,0,0
"Feb 28, 04:00 am",174.718,0.434022,75.8317,48.1906,570.876,291.6,290,0,0
"Feb 28, 05:00 am",16.8263,0.195417,6.84069,4.95685,572.282,283.286,290,0,0
"Feb 28, 06:00 am",0,0,0,0,574,290,290,0,0
"Feb 28, 07:00 am",0,0,0,0,574,290,290,0,0
"Feb 28, 08:00 am",111.348,0.0596559,10.4239,6.60223,573.643,290.186,290.119,470.601,0.606755
"Feb 28, 09:00 am",174.757,0.442956,77.4097,48.6094,573.359,290.606,290.528,573.359,0.963328
"Feb 28, 10:00 am",174.757,0.43992,76.8791,48.845,573.343,290.892,290.373,573.343,0.965526
"Feb 28, 11:00 am",174.757,0.444435,77.6682,49.594,573.308,290.47,290.397,573.308,0.965634
"Feb 28, 12:00 pm",174.756,0.439574,76.8183,48.869,573.287,290.928,290.301,573.287,0.964933
"Feb 28, 01:00 pm",174.731,0.439072,76.7194,48.9007,573.258,290.976,290.265,573.258,0.96548
"Feb 28, 02:00 pm",182.344,0.443991,80.9592,51.5406,573.226,290.997,290.334,573.226,0.96329
"Feb 28, 03:00 pm",182.48,0.443495,80.9289,51.6151,573.472,291.036,291.012,573.472,0.917142
"Feb 28, 04:00 pm",182.445,0.44296,80.8158,51.6497,573.466,291.085,291.06,573.466,0.911147
"Feb 28, 05:00 pm",182.413,0.442374,80.6947,51.6893,573.469,291.137,291.113,573.469,0.903153
"Feb 28, 06:00 pm",182.403,0.442124,80.6448,51.7087,573.476,291.159,291.135,573.476,0.89414
"Feb 28, 07:00 pm",174.757,0.444415,77.6647,49.5939,572.211,290.543,290,0,0
"Feb 28, 08:00 pm",174.698,0.43916,76.7202,48.8873,572.144,291.035,290,0,0
"Feb 28, 09:00 pm",174.757,0.440624,77.0022,48.7887,572.069,290.906,290,0,0
"Feb 28, 10:00 pm",174.757,0.442015,77.2453,48.6805,571.985,290.782,290,0,0
"Feb 28, 11:00 pm",174.757,0.44333,77.4751,48.578,571.888,290.665,290,0,0
"Mar 1, 12:00 am",174.654,0.434823,75.9435,48.1107,571.774,291.464,290,0,0
"Mar 1, 01:00 am",174.757,0.435617,76.1271,48.0761,571.637,291.404,290,0,0
"Mar 1, 02:00 am",174.757,0.436699,76.3163,47.993,571.465,291.313,290,0,0
"Mar 1, 03:00 am",174.757,0.437301,76.4215,47.9473,571.231,291.271,290,0,0
"Mar 1, 04:00 am",174.757,0.437881,76.5227,47.9034,570.867,291.242,290,0,0
"Mar 1, 05:00 am",15.3481,0.178242,6.23976,4.48805,572.435,283.876,290,0,0
"Mar 1, 06:00 am",0,0,0,0,574,290,290,0,0
"Mar 1, 07:00 am",0,0,0,0,574,290,290,0,0
"Mar 1, 08:00 am",109.062,0.0540527,9.4479,6.10073,573.635,290.16,290.116,466.867,0.592926
"Mar 1, 09:00 am",174.757,0.443118,77.438,48.5972,573.351,290.591,290.514,573.351,0.963864
"Mar 1, 10:00 am",174.758,0.440338,76.9524,48.814,573.345,290.852,290.761,573.345,0.966994
"Mar 1, 11:00 am",174.757,0.445078,77.7805,49.5462,573.313,290.41,290.339,573.313,0.967353
"Mar 1, 12:00 pm",174.757,0.445186,77.7996,50.6373,573.182,290.408,290.328,573.182,0.955441
"Mar 1, 01:00 pm",174.757,0.444983,77.764,50.6531,573.424,290.411,290.35,573.424,0.955222
"Mar 1, 02:00 pm",174.757,0.444007,77.5933,50.7293,573.426,290.503,290.437,573.426,0.953498
"Mar 1, 03:00 pm",182.483,0.443466,80.925,52.7239,573.479,291.039,290.861,573.479,0.905233
"Mar 1, 04:00 pm",182.383,0.443226,80.8368,52.718,573.35,291.063,291.039,573.35,0.88614
"Mar 1, 05:00 pm",182.35,0.442497,80.6891,52.7686,573.364,291.128,291.104,573.364,0.879927
"Mar 1, 06:00 pm",182.202,0.441904,80.5159,51.6765,573.194,291.185,291.161,573.194,0.901387
"Mar 1, 07:00 pm",174.757,0.442775,77.3781,49.7225,572.255,290.694,290,0,0
"Mar 1, 08:00 pm",174.757,0.443856,77.567,49.6388,572.188,290.597,290,0,0
"Mar 1, 09:00 pm",174.757,0.439569,76.8178,48.8709,572.114,291.003,290,0,0
"Mar 1, 10:00 pm",174.757,0.442613,77.3498,48.6337,572.029,290.723,290,0,0
"Mar 1, 11:00 pm",174.783,0.439966,76.8986,47.746,571.932,290.978,290,0,0
"Mar 2, 12:00 am",174.757,0.44467,77.7093,48.4745,571.819,290.545,290,0,0
"Mar 2, 01:00 am",174.723,0.433977,75.8259,48.1948,571.682,291.553,290,0,0
"Mar 2, 02:00 am",174.91,0.434927,76.0731,48.1691,571.51,291.487,290,0,0
"Mar 2, 03:00 am",174.758,0.435979,76.1906,48.0493,571.277,291.393,290,0,0
"Mar 2, 04:00 am",174.757,0.437203,76.4044,47.9551,570.913,291.302,290,0,0
"Mar 2, 05:00 am",15.5594,0.180698,6.32567,4.5504,572.433,283.79,290,0,0
"Mar 2, 06:00 am",0,0,0,0,574,290,290,0,0
"Mar 2, 07:00 am",0,0,0,0,574,290,290,0,0
"Mar 2, 08:00 am",111.82,0.062166,10.8639,6.78185,573.641,290.064,290.055,471.36,0.608362
"Mar 2, 09:00 am",174.757,0.441709,77.1917,48.7072,573.355,290.723,290.639,573.355,0.964609
"Mar 2, 10:00 am",174.734,0.43903,76.7134,48.9094,573.363,290.973,290.535,573.363,0.967782
"Mar 2, 11:00 am",174.757,0.44388,77.5712,49.6388,573.333,290.521,290.447,573.333,0.968208
"Mar 2, 12:00 pm",174.85,0.441281,77.158,49.8643,573.19,290.78,290.382,573.19,0.955135
"Mar 2, 01:00 pm",174.858,0.441447,77.1906,49.8534,573.425,290.75,290.32,573.425,0.954376
"Mar 2, 02:00 pm",182.464,0.444546,81.1139,52.6311,573.357,290.944,290.336,573.357,0.947841
"Mar 2, 03:00 pm",182.474,0.444976,81.1965,52.5971,573.334,290.906,290.654,573.334,0.88818
"Mar 2, 04:00 pm",182.462,0.444687,81.1382,52.6164,573.341,290.932,290.683,573.341,0.884604
"Mar 2, 05:00 pm",182.431,0.443898,80.981,52.6716,573.364,291.002,290.979,573.364,0.880188
"Mar 2, 06:00 pm",182.079,0.439295,79.9862,50.7522,573.236,291.419,291.393,573.236,0.908673
"Mar 2, 07:00 pm",174.757,0.439862,76.8691,48.8445,572.255,290.966,290,0,0
"Mar 2, 08:00 pm",174.757,0.440613,77.0003,48.786,572.188,290.9,290,0,0
"Mar 2, 09:00 pm",174.757,0.442341,77.3022,48.6516,572.113,290.743,290,0,0
"Mar 2, 10:00 pm",174.757,0.444294,77.6434,48.4999,572.028,290.566,290,0,0
"Mar 2, 11:00 pm",174.726,0.434522,75.9221,48.1497,571.931,291.487,290,0,0
"Mar 3, 12:00 am",174.757,0.437498,76.4558,47.9262,571.818,291.216,290,0,0
"Mar 3, 01:00 am",174.757,0.438455,76.6231,47.8519,571.681,291.135,290,0,0
"Mar 3, 02:00 am",174.757,0.439697,76.8402,47.7557,571.509,291.029,290,0,0
"Mar 3, 03:00 am",174.757,0.440003,76.8937,47.7332,571.276,291.015,290,0,0
"Mar 3, 04:00 am",174.757,0.440516,76.9834,47.6947,570.911,290.992,290,0,0
"Mar 3, 05:00 am",15.9001,0.184658,6.46417,4.62716,572.397,283.654,290,0,0
"Mar 3, 06:00 am",0,0,0,0,574,290,290,0,0
"Mar 3, 07:00 am",0,0,0,0,574,290,290,0,0
"Mar 3, 08:00 am",110.182,0.0568239,9.93068,6.27441,573.641,290.17,290.156,468.699,0.600227
"Mar 3, 09:00 am",174.757,0.444523,77.6835,48.4819,573.339,290.46,290.388,573.339,0.964174
"Mar 3, 10:00 am",174.757,0.441946,77.2332,48.6815,573.347,290.701,290.618,573.347,0.96702
"Mar 3, 11:00 am",174.854,0.439631,76.8711,48.8857,573.308,290.928,290.467,573.308,0.965859
"Mar 3, 12:00 pm",174.757,0.4444,77.662,49.5924,573.226,290.479,290.399,573.226,0.95953
"Mar 3, 01:00 pm",174.757,0.44478,77.7285,49.5622,573.174,290.447,290.364,573.174,0.958538
"Mar 3, 02:00 pm",174.757,0.44443,77.6673,49.5892,573.164,290.48,290.396,573.164,0.95614
"Mar 3, 03:00 pm",182.489,0.443716,80.9733,51.5974,573.467,291.017,290.898,573.467,0.90684
"Mar 3, 04:00 pm",182.4,0.443155,80.8315,51.6202,573.382,291.069,291.044,573.382,0.892956
"Mar 3, 05:00 pm",182.327,0.441696,80.533,51.7198,573.399,291.199,291.175,573.399,0.887661
"Mar 3, 06:00 pm",182.079,0.439718,80.0633,50.7154,573.199,291.381,291.355,573.199,0.902186
"Mar 3, 07:00 pm",174.854,0.439391,76.8292,48.9037,572.186,291.021,290,0,0
"Mar 3, 08:00 pm",174.757,0.439675,76.8363,48.8573,572.119,290.992,290,0,0
"Mar 3, 09:00 pm",174.757,0.441766,77.2017,48.6945,572.044,290.801,290,0,0
"Mar 3, 10:00 pm",174.757,0.444192,77.6256,48.5055,571.96,290.58,290,0,0
"Mar 3, 11:00 pm",174.804,0.434941,76.0294,48.1348,571.863,291.457,290,0,0
"Mar 4, 12:00 am",174.732,0.434628,75.9434,48.1407,571.75,291.488,290,0,0
"Mar 4, 01:00 am",174.757,0.435573,76.1195,48.0739,571.614,291.41,290,0,0
"Mar 4, 02:00 am",174.757,0.436514,76.284,48.0011,571.442,291.332,290,0,0
"Mar 4, 03:00 am",174.757,0.43739,76.437,47.9341,571.208,291.264,290,0,0
"Mar 4, 04:00 am",174.757,0.438229,76.5836,47.87,570.844,291.21,290,0,0
"Mar 4, 05:00 am",14.2875,0.165919,5.80859,4.17343,572.538,284.3,290,0,0
"Mar 4, 06:00 am",0,0,0,0,574,290,290,0,0
"Mar 4, 07:00 am",0,0,0,0,574,290,290,0,0
"Mar 4, 08:00 am",108.857,0.0534276,9.33738,6.05156,573.638,290.169,290.127,466.541,0.592648
"Mar 4, 09:00 am",174.757,0.443869,77.5692,48.5342,573.331,290.522,290.447,573.331,0.963865
"Mar 4, 10:00 am",174.757,0.442203,77.2781,48.6645,573.342,290.678,290.595,573.342,0.966922
"Mar 4, 11:00 am",174.757,0.440813,77.0353,48.7732,573.313,290.81,290.718,573.313,0.966916
"Mar 4, 12:00 pm",174.757,0.443333,77.4755,49.6799,573.196,290.581,290.494,573.196,0.956944
"Mar 4, 01:00 pm",174.757,0.443588,77.5202,49.6603,573.433,290.542,290.474,573.433,0.956636
"Mar 4, 02:00 pm",174.757,0.443107,77.4361,49.6979,573.434,290.587,290.517,573.434,0.954906
"Mar 4, 03:00 pm",182.204,0.441348,80.4155,51.7234,573.246,291.234,290.955,573.246,0.914475
"Mar 4, 04:00 pm",182.482,0.444744,81.1578,52.6176,573.367,290.926,290.677,573.367,0.889923
"Mar 4, 05:00 pm",182.399,0.443111,80.8232,52.7289,573.385,291.073,291.049,573.385,0.884438
"Mar 4, 06:00 pm",182.298,0.443489,80.8472,51.5721,573.201,291.043,291.018,573.201,0.902654
"Mar 4, 07:00 pm",174.757,0.443997,77.5916,49.6275,572.254,290.579,290,0,0
"Mar 4, 08:00 pm",174.757,0.444859,77.7423,49.5609,572.187,290.503,290,0,0
"Mar 4, 09:00 pm",174.757,0.440075,76.9063,48.8323,572.113,290.955,290,0,0
"Mar 4, 10:00 pm",174.757,0.442631,77.3529,48.6333,572.028,290.722,290,0,0
"Mar 4, 11:00 pm",174.689,0.443919,77.5479,47.4188,571.932,290.603,290,0,0
"Mar 5, 12:00 am",174.725,0.434262,75.8763,48.1733,571.818,291.518,290,0,0
"Mar 5, 01:00 am",174.757,0.435253,76.0634,48.1051,571.682,291.436,290,0,0
"Mar 5, 02:00 am",174.757,0.436336,76.2529,48.0216,571.51,291.345,290,0,0
"Mar 5, 03:00 am",174.757,0.43773,76.4964,47.9147,571.276,291.228,290,0,0
"Mar 5, 04:00 am",174.757,0.439051,76.7272,47.8137,570.912,291.129,290,0,0
"Mar 5, 05:00 am",15.988,0.185679,6.49992,4.66077,572.388,283.619,290,0,0
"Mar 5, 06:00 am",0,0,0,0,574,290,290,0,0
"Mar 5, 07:00 am",0,0,0,0,574,290,290,0,0
"Mar 5, 08:00 am",109.964,0.056247,9.83176,6.21679,573.641,290.171,290.156,468.337,0.599032
"Mar 5, 09:00 am",174.757,0.444328,77.6495,48.5029,573.342,290.478,290.406,573.342,0.964213
"Mar 5, 10:00 am",174.757,0.441527,77.16,48.7211,573.352,290.74,290.655,573.352,0.967145
"Mar 5, 11:00 am",174.733,0.439195,76.742,48.8965,573.318,290.96,290.488,573.318,0.966541
"Mar 5, 12:00 pm",174.757,0.444308,77.6459,49.6058,573.222,290.488,290.407,573.222,0.958611
"Mar 5, 01:00 pm",174.757,0.44451,77.6813,49.5902,573.171,290.472,290.388,573.171,0.957848
"Mar 5, 02:00 pm",174.757,0.443974,77.5877,49.6321,573.163,290.523,289.504,573.163,0.95598
"Mar 5, 03:00 pm",182.388,0.442975,80.7933,51.6396,573.379,291.085,291.06,573.379,0.897113
"Mar 5, 04:00 pm",182.345,0.442183,80.6297,51.6927,573.383,291.156,291.131,573.383,0.892947
"Mar 5, 05:00 pm",182.282,0.440888,80.366,51.7815,573.402,291.272,291.247,573.402,0.888067
"Mar 5, 06:00 pm",182,0.438699,79.8431,50.7848,573.171,291.474,291.449,573.171,0.896939
"Mar 5, 07:00 pm",174.697,0.438865,76.6684,48.9115,572.183,291.061,290,0,0
"Mar 5, 08:00 pm",174.736,0.439312,76.7634,48.887,572.116,291.025,290,0,0
"Mar 5, 09:00 pm",174.757,0.441495,77.1543,48.7221,572.042,290.827,290,0,0
"Mar 5, 10:00 pm",174.757,0.443838,77.5638,48.539,571.957,290.613,290,0,0
"Mar 5, 11:00 pm",174.731,0.434649,75.9468,48.145,571.861,291.48,290,0,0
"Mar 6, 12:00 am",174.706,0.438738,76.6502,47.8221,571.747,291.101,290,0,0
"Mar 6, 01:00 am",174.723,0.433948,75.8208,48.197,571.611,291.56,290,0,0
"Mar 6, 02:00 am",174.723,0.434468,75.9114,48.1566,571.439,291.522,290,0,0
"Mar 6, 03:00 am",174.757,0.435366,76.0833,48.0958,571.206,291.455,290,0,0
"Mar 6, 04:00 am",174.757,0.43637,76.2589,48.0182,570.842,291.385,290,0,0
"Mar 6, 05:00 am",14.333,0.166447,5.82708,4.20027,572.533,284.282,290,0,0
"Mar 6, 06:00 am",0,0,0,0,574,290,290,0,0
"Mar 6, 07:00 am",0,0,0,0,574,290,290,0,0
"Mar 6, 08:00 am",110.987,0.0600331,10.4912,6.55148,573.643,290.063,290.054,470.01,0.604858
"Mar 6, 09:00 am",174.757,0.441778,77.2037,48.6982,573.352,290.717,290.633,573.352,0.964662
"Mar 6, 10:00 am",174.875,0.439653,76.8844,48.8932,573.362,290.923,290.821,573.362,0.967735
"Mar 6, 11:00 am",174.757,0.445044,77.7745,49.5446,573.337,290.411,290.343,573.337,0.968628
"Mar 6, 12:00 pm",174.757,0.44271,77.3668,49.7264,573.269,290.635,290.55,573.269,0.962714
"Mar 6, 01:00 pm",174.757,0.443301,77.4701,49.6799,573.223,290.582,290.497,573.223,0.962136
"Mar 6, 02:00 pm",182.165,0.441681,80.4588,51.6834,573.158,291.206,290.527,573.158,0.957716
"Mar 6, 03:00 pm",182.359,0.442097,80.6205,51.6983,573.413,291.163,291.139,573.413,0.904402
"Mar 6, 04:00 pm",182.317,0.441422,80.4785,51.7416,573.407,291.224,291.199,573.407,0.898293
"Mar 6, 05:00 pm",182.512,0.444667,81.1571,52.627,573.419,290.932,290.685,573.419,0.892244
"Mar 6, 06:00 pm",182.204,0.441592,80.46,50.5964,573.224,291.212,291.186,573.224,0.906728
"Mar 6, 07:00 pm",174.757,0.441099,77.0852,48.7475,572.204,290.854,290,0,0
"Mar 6, 08:00 pm",174.757,0.441433,77.1436,48.7219,572.138,290.827,290,0,0
"Mar 6, 09:00 pm",174.757,0.443062,77.4282,48.5952,572.063,290.679,290,0,0
"Mar 6, 10:00 pm",174.705,0.442888,77.3746,47.4978,571.979,290.697,290,0,0
"Mar 6, 11:00 pm",174.758,0.435835,76.1655,48.0568,571.882,291.369,290,0,0
"Mar 7, 12:00 am",174.757,0.437933,76.5318,47.8945,571.769,291.178,290,0,0
"Mar 7, 01:00 am",174.757,0.439111,76.7377,47.8036,571.632,291.076,290,0,0
"Mar 7, 02:00 am",174.758,0.440137,76.9173,47.7246,571.46,290.99,290,0,0
"Mar 7, 03:00 am",174.757,0.440877,77.0464,47.6684,571.227,290.936,290,0,0
"Mar 7, 04:00 am",174.757,0.441588,77.1705,47.6144,570.863,290.895,290,0,0
"Mar 7, 05:00 am",15.9573,0.185324,6.48742,4.63334,572.368,283.633,290,0,0
"Mar 7, 06:00 am",0,0,0,0,574,290,290,0,0
"Mar 7, 07:00 am",0,0,0,0,574,290,290,0,0
"Mar 7, 08:00 am",109.314,0.0548066,9.57786,6.02461,573.638,290.15,290.137,467.286,0.594918
"Mar 7, 09:00 am",174.757,0.445161,77.795,48.4361,573.338,290.4,290.331,573.338,0.963974
"Mar 7, 10:00 am",174.757,0.442047,77.2508,48.6777,573.35,290.692,290.609,573.35,0.967063
"Mar 7, 11:00 am",174.733,0.439185,76.7402,48.8944,573.319,290.961,290.458,573.319,0.966929
"Mar 7, 12:00 pm",174.757,0.445156,77.7942,49.5377,573.265,290.405,290.331,573.265,0.963045
"Mar 7, 01:00 pm",174.757,0.44506,77.7774,49.5449,573.215,290.418,290.34,573.215,0.962016
"Mar 7, 02:00 pm",174.757,0.444354,77.654,49.5998,573.207,290.485,290.113,573.207,0.959918
"Mar 7, 03:00 pm",182.478,0.443449,80.9198,51.621,573.474,291.041,290.958,573.474,0.911108
"Mar 7, 04:00 pm",182.408,0.442883,80.7854,51.6488,573.417,291.092,291.068,573.417,0.900155
"Mar 7, 05:00 pm",182.358,0.441839,80.5728,51.7205,573.433,291.186,291.161,573.433,0.894726
"Mar 7, 06:00 pm",182.038,0.439023,79.9189,50.7663,573.199,291.444,291.419,573.199,0.901931
"Mar 7, 07:00 pm",174.697,0.438781,76.6538,48.9161,572.199,291.068,290,0,0
"Mar 7, 08:00 pm",174.695,0.438828,76.6612,48.9125,572.132,291.067,290,0,0
"Mar 7, 09:00 pm",174.757,0.440457,76.9732,48.8017,572.057,290.923,290,0,0
