"Time stamp","PC input energy | (MWt)","PC efficiency: gross","PC electrical power output: gross | (MWe)","PC water consumption: makeup + cooling | (kg/s)","PC HTF inlet temperature | (C)","PC HTF outlet temperature | (C)","Rec. HTF inlet temperature | (C)","Rec. HTF outlet temperature | (C)","Rec. thermal efficiency"
"Jan 2, 09:00 am",174.757,0.443668,77.5341,48.5485,573.352,290.54,290.465,573.352,0.965601
"Jan 2, 10:00 am",174.757,0.441411,77.1398,48.7237,573.328,290.753,290.367,573.328,0.966488
"Jan 2, 11:00 am",174.734,0.439398,76.7778,48.8736,573.307,290.942,290.403,573.307,0.966137
"Jan 2, 12:00 pm",174.732,0.439098,76.7246,48.8954,573.305,290.97,290.366,573.305,0.966152
"Jan 2, 01:00 pm",174.696,0.443065,77.4015,48.5791,573.269,290.597,290.166,573.269,0.966194
"Jan 2, 02:00 pm",182.32,0.4429,80.7498,51.6188,573.285,291.094,290.422,573.285,0.951391
"Jan 2, 03:00 pm",182.21,0.442469,80.6224,51.6257,573.157,291.135,291.111,573.157,0.917228
"Jan 2, 04:00 pm",182.419,0.442351,80.6934,51.6882,573.48,291.139,291.114,573.48,0.9121
"Jan 2, 05:00 pm",182.181,0.441986,80.5213,51.6576,573.155,291.178,291.147,573.155,0.904627
"Jan 2, 06:00 pm",182.223,0.442439,80.6224,51.6311,573.178,291.137,291.113,573.178,0.898563
"Jan 2, 07:00 pm",174.757,0.444639,77.7038,49.5706,572.221,290.522,290,0,0
"Jan 2, 08:00 pm",174.757,0.439579,76.8196,48.8635,572.154,290.999,290,0,0
"Jan 2, 09:00 pm",174.757,0.441136,77.0916,48.7427,572.08,290.858,290,0,0
"Jan 2, 10:00 pm",174.757,0.442997,77.4168,48.5979,571.995,290.69,290,0,0
"Jan 2, 11:00 pm",174.757,0.444305,77.6454,48.4964,571.899,290.574,290,0,0
"Jan 3, 12:00 am",174.757,0.435568,76.1185,48.0764,571.785,291.4,290,0,0
"Jan 3, 01:00 am",174.757,0.437037,76.3753,47.9637,571.648,291.27,290,0,0
"Jan 3, 02:00 am",174.757,0.438353,76.6052,47.8627,571.475,291.157,290,0,0
"Jan 3, 03:00 am",174.758,0.44006,76.9039,47.7318,571.241,291.011,290,0,0
"Jan 3, 04:00 am",174.757,0.441933,77.2309,47.5878,570.876,290.862,290,0,0
"Jan 3, 05:00 am",16.0904,0.186871,6.54155,4.66564,572.359,283.579,290,0,0
"Jan 3, 06:00 am",0,0,0,0,574,290,290,0,0
"Jan 3, 07:00 am",73.1306,0,0,0,573.747,290,290,408.593,0.388521
"Jan 3, 08:00 am",174.757,0.401099,70.095,44.077,573.233,291.105,290.684,573.233,0.957557
"Jan 3, 09:00 am",174.733,0.434527,75.9261,48.1506,573.334,291.4,290.709,573.334,0.964561
"Jan 3, 10:00 am",174.757,0.444649,77.7056,48.4715,573.31,290.45,290.377,573.31,0.965391
"Jan 3, 11:00 am",174.757,0.443211,77.4543,48.5828,573.289,290.586,290.505,573.289,0.965142
"Jan 3, 12:00 pm",174.757,0.44155,77.1641,48.7114,573.289,290.742,290.294,573.289,0.965598
"Jan 3, 01:00 pm",174.757,0.441174,77.0983,48.7402,573.247,290.78,290.251,573.247,0.964874
"Jan 3, 02:00 pm",182.165,0.438766,79.9276,50.8139,573.412,291.463,290.766,573.412,0.95707
"Jan 3, 03:00 pm",182.255,0.439776,80.1514,51.8524,573.458,291.371,291.35,573.458,0.910655
"Jan 3, 04:00 pm",182.54,0.44485,81.203,51.5158,573.444,290.915,290.861,573.444,0.903738
"Jan 3, 05:00 pm",182.49,0.444026,81.0302,51.5701,573.441,290.989,290.968,573.441,0.895293
"Jan 3, 06:00 pm",182.278,0.443639,80.8659,51.5486,573.158,291.03,291.006,573.158,0.895018
"Jan 3, 07:00 pm",174.712,0.44433,77.6298,49.5843,572.213,290.548,290,0,0
"Jan 3, 08:00 pm",174.698,0.43915,76.7185,48.882,572.146,291.036,290,0,0
"Jan 3, 09:00 pm",174.757,0.440299,76.9456,48.8083,572.071,290.937,290,0,0
"Jan 3, 10:00 pm",174.757,0.441705,77.191,48.6997,571.987,290.811,290,0,0
"Jan 3, 11:00 pm",174.757,0.442743,77.3724,48.6195,571.89,290.72,290,0,0
"Jan 4, 12:00 am",174.757,0.435281,76.0684,48.0998,571.777,291.427,290,0,0
"Jan 4, 01:00 am",174.757,0.436332,76.2523,48.0195,571.64,291.337,290,0,0
"Jan 4, 02:00 am",174.757,0.436989,76.3669,47.9693,571.467,291.286,290,0,0
"Jan 4, 03:00 am",174.757,0.437644,76.4814,47.9192,571.234,291.239,290,0,0
"Jan 4, 04:00 am",174.757,0.43818,76.575,47.8783,570.869,291.213,290,0,0
"Jan 4, 05:00 am",15.3551,0.178324,6.24261,4.48903,572.435,283.873,290,0,0
"Jan 4, 06:00 am",0,0,0,0,574,290,290,0,0
"Jan 4, 07:00 am",0,0,0,0,574,290,290,0,0
"Jan 4, 08:00 am",116.385,0.0723678,12.6468,7.97463,573.468,290.211,290.142,478.606,0.636975
"Jan 4, 09:00 am",93.2153,0.434666,40.5175,26.1196,569.379,284.362,290,0,0
"Jan 4, 10:00 am",18.6723,0,0,0,573.879,290,290,332.81,0.135837
"Jan 4, 11:00 am",177.859,0.276477,48.3163,30.3735,573.277,290.4,290.138,573.277,0.9652
"Jan 4, 12:00 pm",174.757,0.444677,77.7104,49.5708,573.237,290.452,290.374,573.237,0.961127
"Jan 4, 01:00 pm",174.757,0.444542,77.6869,49.5806,573.161,290.47,290.102,573.161,0.959993
"Jan 4, 02:00 pm",174.757,0.443922,77.5786,49.6283,573.174,290.527,290.1,573.174,0.956657
"Jan 4, 03:00 pm",174.757,0.443323,77.4739,49.6748,573.163,290.584,290.091,573.163,0.952276
"Jan 4, 04:00 pm",174.757,0.442664,77.3586,49.7262,573.395,290.631,290.074,573.395,0.945323
"Jan 4, 05:00 pm",182.344,0.444634,81.0763,51.4889,573.17,290.94,290.319,573.17,0.924259
"Jan 4, 06:00 pm",182.117,0.440756,80.2691,51.745,573.166,291.288,291.264,573.166,0.896676
"Jan 4, 07:00 pm",174.757,0.44279,77.3808,49.7185,572.331,290.687,290,0,0
"Jan 4, 08:00 pm",174.757,0.444276,77.6404,49.6032,572.265,290.553,290,0,0
"Jan 4, 09:00 pm",174.699,0.439096,76.7095,48.8908,572.19,291.039,290,0,0
"Jan 4, 10:00 pm",174.757,0.440749,77.0241,48.7775,572.106,290.892,290,0,0
"Jan 4, 11:00 pm",174.757,0.442357,77.3051,48.6527,572.01,290.748,290,0,0
"Jan 5, 12:00 am",174.725,0.434538,75.9248,48.1504,571.896,291.488,290,0,0
"Jan 5, 01:00 am",174.758,0.435823,76.1634,48.06,571.76,291.377,290,0,0
"Jan 5, 02:00 am",174.757,0.437153,76.3955,47.9578,571.588,291.263,290,0,0
"Jan 5, 03:00 am",174.757,0.438585,76.6457,47.8479,571.355,291.143,290,0,0
"Jan 5, 04:00 am",174.757,0.439847,76.8664,47.7509,570.991,291.048,290,0,0
"Jan 5, 05:00 am",16.3338,0.189698,6.64048,4.7546,572.388,283.478,290,0,0
"Jan 5, 06:00 am",0,0,0,0,574,290,290,0,0
"Jan 5, 07:00 am",0,0,0,0,574,290,290,0,0
"Jan 5, 08:00 am",0,0,0,0,574,290,290,0,0
"Jan 5, 09:00 am",127.876,0.103161,18.0281,11.2244,573.489,290.093,290.076,497.302,0.705003
"Jan 5, 10:00 am",174.757,0.44334,77.4768,48.5764,573.289,290.574,290.493,573.289,0.96502
"Jan 5, 11:00 am",174.757,0.441962,77.236,48.6827,573.271,290.705,290.616,573.271,0.964755
"Jan 5, 12:00 pm",174.902,0.441259,77.1772,48.7727,573.046,290.794,290.673,573.273,0.900017
"Jan 5, 01:00 pm",174.781,0.44094,77.0681,48.7659,573.085,290.814,290.704,573.235,0.901168
"Jan 5, 02:00 pm",174.876,0.440405,77.0162,48.8303,572.983,290.877,290.748,573.442,0.880461
"Jan 5, 03:00 pm",174.924,0.439973,76.9618,48.8765,572.521,290.95,290.781,573.426,0.836107
"Jan 5, 04:00 pm",174.744,0.439114,76.7323,48.8976,571.156,291.105,290,0,0
"Jan 5, 05:00 pm",174.718,0.442625,77.3347,49.7193,570.921,290.792,290,0,0
"Jan 5, 06:00 pm",171.193,0.439603,75.2569,49.0567,570.544,290.867,290,0,0
"Jan 5, 07:00 pm",0,0,0,0,574,290,290,0,0
"Jan 5, 08:00 pm",0,0,0,0,574,290,290,0,0
"Jan 5, 09:00 pm",0,0,0,0,574,290,290,0,0
"Jan 5, 10:00 pm",0,0,0,0,574,290,290,0,0
"Jan 5, 11:00 pm",0,0,0,0,574,290,290,0,0
"Jan 6, 12:00 am",0,0,0,0,574,290,290,0,0
"Jan 6, 01:00 am",0,0,0,0,574,290,290,0,0
"Jan 6, 02:00 am",0,0,0,0,574,290,290,0,0
"Jan 6, 03:00 am",0,0,0,0,574,290,290,0,0
"Jan 6, 04:00 am",0,0,0,0,574,290,290,0,0
"Jan 6, 05:00 am",0,0,0,0,574,290,290,0,0
"Jan 6, 06:00 am",0,0,0,0,574,290,290,0,0
"Jan 6, 07:00 am",58.562,0,0,0,573.755,290,290,391.531,0.33057
"Jan 6, 08:00 am",176.05,0.374601,65.4642,40.8417,573.194,290.387,290.318,573.194,0.956088
"Jan 6, 09:00 am",174.757,0.442393,77.3112,48.6504,573.314,290.662,290.192,573.314,0.96402
"Jan 6, 10:00 am",174.757,0.440614,77.0005,48.7885,573.298,290.829,290.209,573.298,0.965507
"Jan 6, 11:00 am",174.731,0.43902,76.7104,48.9054,573.28,290.979,290.225,573.28,0.965398
"Jan 6, 12:00 pm",174.734,0.439554,76.8052,48.8637,573.255,290.93,290.16,573.255,0.962908
"Jan 6, 01:00 pm",174.731,0.439417,76.7797,48.8725,573.19,290.947,290.109,573.19,0.962309
"Jan 6, 02:00 pm",174.728,0.438902,76.6886,48.9111,573.209,290.995,290.016,573.209,0.959589
"Jan 6, 03:00 pm",182.47,0.443807,80.9815,51.5859,573.43,291.009,291.026,573.43,0.904418
"Jan 6, 04:00 pm",182.423,0.443222,80.8541,51.6219,573.411,291.062,291.038,573.411,0.896556
"Jan 6, 05:00 pm",174.757,0.443534,77.5107,49.6595,571.658,290.661,290,0,0
"Jan 6, 06:00 pm",174.757,0.442838,77.389,49.7157,571.592,290.73,290,0,0
"Jan 6, 07:00 pm",174.757,0.443772,77.5523,49.6437,571.518,290.648,290,0,0
"Jan 6, 08:00 pm",174.854,0.44157,77.2102,48.7403,571.434,290.865,290,0,0
"Jan 6, 09:00 pm",174.758,0.440019,76.8967,48.8357,571.338,291.009,290,0,0
"Jan 6, 10:00 pm",174.757,0.441804,77.2084,48.6971,571.225,290.85,290,0,0
"Jan 6, 11:00 pm",174.757,0.443477,77.5008,48.5669,571.089,290.704,290,0,0
"Jan 7, 12:00 am",174.757,0.435311,76.0737,48.1007,570.917,291.479,290,0,0
"Jan 7, 01:00 am",174.757,0.436445,76.2719,48.014,570.683,291.389,290,0,0
"Jan 7, 02:00 am",174.821,0.437439,76.4737,47.9542,570.315,291.325,290,0,0
"Jan 7, 03:00 am",11.9106,0.138305,4.8423,3.47976,572.609,285.263,290,0,0
"Jan 7, 04:00 am",0,0,0,0,574,290,290,0,0
"Jan 7, 05:00 am",0,0,0,0,574,290,290,0,0
"Jan 7, 06:00 am",0,0,0,0,574,290,290,0,0
"Jan 7, 07:00 am",67.4059,0,0,0,573.748,290,290,400.88,0.361683
"Jan 7, 08:00 am",175.638,0.387714,67.7485,42.8535,573.223,291.196,290.755,573.223,0.956888
"Jan 7, 09:00 am",174.757,0.44472,77.718,48.471,573.332,290.442,290.371,573.332,0.964423
"Jan 7, 10:00 am",174.757,0.442709,77.3664,48.6266,573.314,290.632,290.55,573.314,0.96556
"Jan 7, 11:00 am",174.757,0.441272,77.1154,48.7377,573.293,290.768,290.37,573.293,0.965437
"Jan 7, 12:00 pm",174.757,0.440499,76.9805,48.7965,573.269,290.842,290.357,573.269,0.963102
"Jan 7, 01:00 pm",174.757,0.439998,76.8928,48.8347,573.201,290.893,290.318,573.201,0.962254
"Jan 7, 02:00 pm",182.501,0.444848,81.1851,51.5096,573.385,290.917,290.296,573.385,0.953297
"Jan 7, 03:00 pm",182.481,0.444054,81.0313,51.5692,573.425,290.987,290.969,573.425,0.903426
"Jan 7, 04:00 pm",182.444,0.443563,80.9254,51.5998,573.412,291.032,291.007,573.412,0.896755
"Jan 7, 05:00 pm",182.397,0.442738,80.7541,51.6548,573.414,291.106,291.081,573.414,0.889356
"Jan 7, 06:00 pm",182.354,0.444748,81.1014,51.4817,573.174,290.93,290.87,573.174,0.898183
"Jan 7, 07:00 pm",174.757,0.439607,76.8244,48.8657,572.033,291.004,290,0,0
"Jan 7, 08:00 pm",174.757,0.440952,77.0596,48.7617,571.966,290.882,290,0,0
"Jan 7, 09:00 pm",174.757,0.442475,77.3257,48.6433,571.891,290.745,290,0,0
"Jan 7, 10:00 pm",174.757,0.444068,77.604,48.5196,571.806,290.602,290,0,0
"Jan 7, 11:00 pm",174.821,0.440695,77.0426,48.7983,571.709,290.927,290,0,0
"Jan 8, 12:00 am",174.757,0.436487,76.2792,48.0097,571.596,291.325,290,0,0
"Jan 8, 01:00 am",174.757,0.436873,76.3467,47.9804,571.459,291.297,290,0,0
"Jan 8, 02:00 am",174.757,0.437153,76.3955,47.9591,571.286,291.282,290,0,0
"Jan 8, 03:00 am",174.757,0.438679,76.6623,47.8416,571.051,291.154,290,0,0
"Jan 8, 04:00 am",174.758,0.440009,76.895,47.7394,570.684,291.054,290,0,0
"Jan 8, 05:00 am",14.1459,0.164274,5.75102,4.11593,572.488,284.362,290,0,0
"Jan 8, 06:00 am",0,0,0,0,574,290,290,0,0
"Jan 8, 07:00 am",64.9228,0,0,0,573.75,290,290,398.354,0.353475
"Jan 8, 08:00 am",175.77,0.382018,66.7622,42.1909,573.218,291.159,290.763,573.218,0.956619
"Jan 8, 09:00 am",174.757,0.444768,77.7263,48.4684,573.33,290.438,290.366,573.33,0.964312
"Jan 8, 10:00 am",174.757,0.442816,77.3853,48.6188,573.312,290.622,290.54,573.312,0.965437
"Jan 8, 11:00 am",174.757,0.441406,77.1389,48.7276,573.292,290.755,290.665,573.292,0.965306
"Jan 8, 12:00 pm",174.757,0.440556,76.9904,48.7917,573.239,290.839,290.4,573.239,0.960292
"Jan 8, 01:00 pm",174.841,0.439593,76.859,48.8867,573.164,290.939,290.381,573.164,0.959032
"Jan 8, 02:00 pm",182.442,0.443932,80.9918,51.5683,573.377,290.999,290.332,573.377,0.950942
"Jan 8, 03:00 pm",182.404,0.443271,80.8544,51.6125,573.378,291.058,291.034,573.378,0.893415
"Jan 8, 04:00 pm",182.348,0.442605,80.7081,51.6524,573.351,291.119,291.094,573.351,0.883977
"Jan 8, 05:00 pm",182.3,0.441884,80.5555,51.6989,573.343,291.184,291.159,573.343,0.87429
"Jan 8, 06:00 pm",182.545,0.444591,81.158,51.5413,573.474,290.938,290.886,573.474,0.893891
"Jan 8, 07:00 pm",174.795,0.439357,76.7976,48.8938,572.172,291.021,290,0,0
"Jan 8, 08:00 pm",174.757,0.440722,77.0193,48.7785,572.105,290.895,290,0,0
"Jan 8, 09:00 pm",174.757,0.44209,77.2583,48.6723,572.03,290.772,290,0,0
"Jan 8, 10:00 pm",174.757,0.443419,77.4905,48.569,571.946,290.653,290,0,0
"Jan 8, 11:00 pm",174.757,0.444434,77.6679,48.4905,571.849,290.565,290,0,0
"Jan 9, 12:00 am",174.757,0.43912,76.7394,47.8059,571.735,291.069,290,0,0
"Jan 9, 01:00 am",174.757,0.439655,76.8328,47.7651,571.598,291.027,290,0,0
"Jan 9, 02:00 am",174.758,0.440144,76.9184,47.7278,571.426,290.992,290,0,0
"Jan 9, 03:00 am",174.757,0.440983,77.065,47.6634,571.192,290.929,290,0,0
"Jan 9, 04:00 am",174.757,0.441518,77.1584,47.6225,570.828,290.904,290,0,0
"Jan 9, 05:00 am",16.0653,0.186578,6.53133,4.66899,572.341,283.591,290,0,0
"Jan 9, 06:00 am",0,0,0,0,574,290,290,0,0
"Jan 9, 07:00 am",0,0,0,0,574,290,290,0,0
"Jan 9, 08:00 am",117.608,0.0753283,13.1541,8.32324,573.474,290.232,290.141,480.638,0.644141
"Jan 9, 09:00 am",174.757,0.444464,77.6732,48.4904,573.334,290.466,290.394,573.334,0.964589
"Jan 9, 10:00 am",174.757,0.442564,77.3412,48.6374,573.316,290.645,290.563,573.316,0.965749
"Jan 9, 11:00 am",174.757,0.441015,77.0706,48.757,573.295,290.792,290.339,573.295,0.965656
"Jan 9, 12:00 pm",174.916,0.4419,77.2953,48.7277,573.27,290.721,290.277,573.27,0.963367
"Jan 9, 01:00 pm",174.757,0.444694,77.7135,49.5689,573.208,290.453,290.372,573.208,0.962797
"Jan 9, 02:00 pm",182.227,0.442487,80.633,51.6306,573.18,291.133,290.457,573.18,0.958343
"Jan 9, 03:00 pm",182.37,0.442066,80.6196,51.7013,573.431,291.165,291.141,573.431,0.904966
"Jan 9, 04:00 pm",182.342,0.441774,80.5539,51.7182,573.415,291.192,291.167,573.415,0.897302
"Jan 9, 05:00 pm",182.318,0.441372,80.47,51.7451,573.414,291.228,291.203,573.414,0.889403
"Jan 9, 06:00 pm",182.295,0.443844,80.9104,51.5407,573.164,291.011,290.987,573.164,0.896626
"Jan 9, 07:00 pm",174.787,0.439354,76.7934,48.894,572.174,291.021,290,0,0
"Jan 9, 08:00 pm",174.757,0.44137,77.1326,48.7307,572.107,290.834,290,0,0
"Jan 9, 09:00 pm",174.757,0.443002,77.4177,48.6034,572.032,290.687,290,0,0
"Jan 9, 10:00 pm",174.757,0.444568,77.6914,48.4819,571.948,290.546,290,0,0
"Jan 9, 11:00 pm",174.751,0.434399,75.9118,49.2652,571.85,291.505,290,0,0
"Jan 10, 12:00 am",174.757,0.436935,76.3575,47.9743,571.737,291.274,290,0,0
"Jan 10, 01:00 am",174.757,0.437451,76.4476,47.9346,571.599,291.234,290,0,0
"Jan 10, 02:00 am",174.757,0.43799,76.5417,47.8931,571.426,291.194,290,0,0
"Jan 10, 03:00 am",174.757,0.439633,76.829,47.7669,571.192,291.055,290,0,0
"Jan 10, 04:00 am",174.757,0.44106,77.0784,47.6573,570.826,290.947,290,0,0
"Jan 10, 05:00 am",15.1184,0.175575,6.14638,4.39041,572.441,283.969,290,0,0
"Jan 10, 06:00 am",0,0,0,0,574,290,290,0,0
"Jan 10, 07:00 am",67.964,0,0,0,573.749,290,290,401.439,0.363961
"Jan 10, 08:00 am",175.521,0.390209,68.1919,42.864,573.229,291.064,290.702,573.229,0.957196
"Jan 10, 09:00 am",174.732,0.434184,75.866,48.1818,573.342,291.432,290.775,573.342,0.96476
"Jan 10, 10:00 am",174.757,0.444016,77.5949,48.5246,573.321,290.509,290.433,573.321,0.966006
"Jan 10, 11:00 am",174.757,0.442344,77.3027,48.6542,573.301,290.667,290.582,573.301,0.965907
"Jan 10, 12:00 pm",174.757,0.43996,76.8861,48.8372,573.277,290.892,290.41,573.277,0.96369
"Jan 10, 01:00 pm",174.73,0.439211,76.7435,48.8875,573.215,290.965,290.377,573.215,0.963137
"Jan 10, 02:00 pm",182.42,0.443805,80.959,51.5723,573.355,291.011,290.344,573.355,0.952297
"Jan 10, 03:00 pm",182.436,0.443178,80.8514,51.627,573.433,291.066,291.041,573.433,0.905356
"Jan 10, 04:00 pm",182.389,0.44251,80.7089,51.6694,573.421,291.126,291.101,573.421,0.898678
"Jan 10, 05:00 pm",182.337,0.441621,80.524,51.7289,573.421,291.206,291.181,573.421,0.891212
"Jan 10, 06:00 pm",182.272,0.443517,80.8408,51.559,573.159,291.041,291.017,573.159,0.89584
"Jan 10, 07:00 pm",174.696,0.438685,76.6367,48.92,572.197,291.077,290,0,0
"Jan 10, 08:00 pm",174.757,0.440097,76.9102,48.8265,572.13,290.952,290,0,0
"Jan 10, 09:00 pm",174.757,0.441491,77.1537,48.7181,572.056,290.826,290,0,0
"Jan 10, 10:00 pm",174.757,0.443009,77.4189,48.6,571.971,290.69,290,0,0
"Jan 10, 11:00 pm",174.757,0.44416,77.6201,48.5106,571.874,290.589,290,0,0
"Jan 11, 12:00 am",174.757,0.436294,76.2456,48.0215,571.761,291.333,290,0,0
"Jan 11, 01:00 am",174.757,0.436683,76.3136,47.9918,571.624,291.305,290,0,0
"Jan 11, 02:00 am",174.757,0.437101,76.3864,47.9598,571.451,291.276,290,0,0
"Jan 11, 03:00 am",174.757,0.438128,76.566,47.8813,571.217,291.194,290,0,0
"Jan 11, 04:00 am",174.757,0.438947,76.7091,47.8186,570.852,291.143,290,0,0
"Jan 11, 05:00 am",15.3192,0.177907,6.228,4.47011,572.431,283.888,290,0,0
"Jan 11, 06:00 am",0,0,0,0,574,290,290,0,0
"Jan 11, 07:00 am",67.4305,0,0,0,573.75,290,290,400.907,0.362358
"Jan 11, 08:00 am",175.654,0.396034,69.2097,43.2027,573.23,290.419,290.348,573.23,0.957543
"Jan 11, 09:00 am",174.757,0.442334,77.301,48.6556,573.344,290.665,290.583,573.344,0.965093
"Jan 11, 10:00 am",174.757,0.440787,77.0309,48.7753,573.326,290.811,290.721,573.326,0.966336
"Jan 11, 11:00 am",174.834,0.439619,76.8605,48.8849,573.303,290.928,290.477,573.303,0.966127
"Jan 11, 12:00 pm",174.757,0.444357,77.6546,49.5965,573.268,290.48,290.403,573.268,0.96283
"Jan 11, 01:00 pm",174.757,0.444014,77.5946,49.6223,573.203,290.517,290.433,573.203,0.96204
"Jan 11, 02:00 pm",182.294,0.441861,80.5484,51.6986,573.335,291.186,290.512,573.335,0.950301
"Jan 11, 03:00 pm",182.295,0.441031,80.3979,51.7664,573.409,291.259,291.234,573.409,0.900287
"Jan 11, 04:00 pm",182.518,0.445165,81.2509,52.5876,573.385,290.888,290.636,573.385,0.891518
"Jan 11, 05:00 pm",182.476,0.444535,81.117,52.6287,573.376,290.945,290.699,573.376,0.881864
"Jan 11, 06:00 pm",182.29,0.443827,80.9052,51.5393,573.159,291.013,290.989,573.159,0.895936
"Jan 11, 07:00 pm",174.699,0.439172,76.7231,48.8841,572.199,291.031,290,0,0
"Jan 11, 08:00 pm",174.757,0.440883,77.0476,48.7666,572.132,290.878,290,0,0
"Jan 11, 09:00 pm",174.757,0.442447,77.3207,48.6451,572.057,290.737,290,0,0
"Jan 11, 10:00 pm",174.757,0.443795,77.5564,48.5402,571.973,290.616,290,0,0
"Jan 11, 11:00 pm",174.757,0.444917,77.7524,48.4539,571.876,290.518,290,0,0
"Jan 12, 12:00 am",174.757,0.439327,76.7755,47.79,571.763,291.047,290,0,0
"Jan 12, 01:00 am",174.758,0.440098,76.9106,47.7311,571.626,290.984,290,0,0
"Jan 12, 02:00 am",174.757,0.44067,77.0104,47.6872,571.453,290.941,290,0,0
"Jan 12, 03:00 am",174.757,0.442012,77.2447,47.5841,571.22,290.831,290,0,0
"Jan 12, 04:00 am",174.757,0.443192,77.451,47.4934,570.856,290.746,290,0,0
"Jan 12, 05:00 am",16.6736,0.193648,6.7786,4.82775,572.288,283.347,290,0,0
"Jan 12, 06:00 am",0,0,0,0,574,290,290,0,0
"Jan 12, 07:00 am",57.5853,0,0,0,573.755,290,290,390.436,0.326698
"Jan 12, 08:00 am",176.095,0.366345,64.0213,40.1213,573.205,290.938,290.57,573.205,0.956167
"Jan 12, 09:00 am",174.628,0.435168,75.9923,48.0782,573.329,291.333,290.64,573.329,0.964282
"Jan 12, 10:00 am",174.757,0.445086,77.7819,48.4412,573.312,290.409,290.338,573.312,0.965869
"Jan 12, 11:00 am",174.757,0.443972,77.5873,48.526,573.291,290.515,290.437,573.291,0.965613
"Jan 12, 12:00 pm",174.757,0.44065,77.0069,48.7846,573.244,290.829,290.281,573.244,0.961194
"Jan 12, 01:00 pm",174.757,0.440002,76.8934,48.8336,573.174,290.895,290.247,573.174,0.960225
"Jan 12, 02:00 pm",182.514,0.444731,81.1697,51.5212,573.415,290.926,290.195,573.415,0.954337
"Jan 12, 03:00 pm",182.466,0.444147,81.042,51.5568,573.395,290.979,290.969,573.395,0.897184
"Jan 12, 04:00 pm",182.403,0.44337,80.8722,51.604,573.368,291.05,291.025,573.368,0.887698
"Jan 12, 05:00 pm",182.346,0.442468,80.6823,51.6628,573.36,291.131,291.106,573.36,0.878245
