Time stamp,Field incident thermal power | (MWt),PC efficiency gross,PC electrical power output gross | (MWe),PC water consumption makeup + cooling | (kg/s),Total electric power to grid | (MWe),Parasitic power condenser operation | (MWe)
1/1/20 00:00,0,0.212323,58.3758,38.49,57.1457,0.260398
1/1/20 01:00,0,0.425059,116.874,76.9358,115.385,0.519829
1/1/20 02:00,0,0.425649,117.053,76.8749,115.565,0.518477
1/1/20 03:00,0,0.426124,117.184,76.8171,115.696,0.517319
1/1/20 04:00,0,0.427519,116.332,75.8963,114.849,0.516087
1/1/20 05:00,0,0,0,0,-0.605,0
1/1/20 06:00,0,0,0,0,-0.605,0
1/1/20 07:00,905.159,0,0,0,-4.57867,0
1/1/20 08:00,1123.88,0.333532,91.7007,60.5392,83.8217,0.410169
1/1/20 09:00,1219.91,0.428693,117.89,78.2145,106.574,0.700706
1/1/20 10:00,1271.54,0.428139,117.738,78.282,104.449,0.705204
1/1/20 11:00,1300.37,0.427636,117.6,78.3446,103.112,0.709283
1/1/20 12:00,1314.37,0.427902,117.673,78.3083,102.132,0.711231
1/1/20 13:00,1316.66,0.427599,117.59,78.3454,100.986,0.714051
1/1/20 14:00,1307.97,0.427236,117.474,78.3794,102.217,0.716059
1/1/20 15:00,1286.14,0.426998,117.409,78.4085,103.282,0.716939
1/1/20 16:00,1245.72,0.426929,117.39,78.4167,104.865,0.716474
1/1/20 17:00,1171.89,0.42696,117.399,78.413,107.734,0.71536
1/1/20 18:00,1019.89,0.428608,117.867,79.9353,111.327,0.894976
1/1/20 19:00,0,0.428825,117.927,79.9075,115.856,0.889697
1/1/20 20:00,0,0.42679,117.351,78.4341,115.671,0.708239
1/1/20 21:00,0,0.42725,117.494,78.3871,115.817,0.705077
1/1/20 22:00,0,0.427389,117.532,78.3695,115.857,0.702762
1/1/20 23:00,0,0.427269,117.499,78.3845,115.826,0.701641
1/2/20 00:00,0,0.428528,117.845,78.2296,116.176,0.696965
1/2/20 01:00,0,0.428566,117.855,78.2253,116.187,0.696192
1/2/20 02:00,0,0.428651,117.879,78.2152,116.211,0.695205
1/2/20 03:00,0,0.423268,116.387,77.1527,114.894,0.521053
1/2/20 04:00,0,0.423706,116.491,77.0896,114.998,0.520409
1/2/20 05:00,0,0.424082,116.61,77.0543,115.118,0.519862
1/2/20 06:00,0,0.42556,117.028,76.8842,115.538,0.517612
1/2/20 07:00,907.813,0.424085,116.607,77.0532,111.244,0.52167
1/2/20 08:00,1127.98,0.428916,117.952,78.1859,109.76,0.700538
1/2/20 09:00,1224.25,0.428176,117.748,78.2755,106.406,0.705695
1/2/20 10:00,1275.76,0.427614,117.594,78.3459,104.293,0.710366
1/2/20 11:00,1304.36,0.426686,117.324,78.4501,102.825,0.714689
1/2/20 12:00,1318.23,0.426664,117.318,78.4506,101.823,0.716206
1/2/20 13:00,1319.44,0.428874,117.94,79.9019,101.14,0.898838
1/2/20 14:00,1309.3,0.428479,117.831,79.9504,102.356,0.90194
1/2/20 15:00,1286.02,0.428375,117.803,79.9632,103.462,0.902901
1/2/20 16:00,1243.55,0.428439,117.82,79.9547,105.091,0.901565
1/2/20 17:00,1167.19,0.428623,117.871,79.9322,108.007,0.899184
1/2/20 18:00,1011.32,0.428833,117.929,81.6231,111.225,1.08169
1/2/20 19:00,0,0.427804,117.646,80.0339,115.57,0.895068
1/2/20 20:00,0,0.428487,117.834,79.9491,115.973,0.888758
1/2/20 21:00,0,0.42636,117.234,78.486,115.554,0.707641
1/2/20 22:00,0,0.426813,117.36,78.4317,115.683,0.704804
1/2/20 23:00,0,0.426947,117.41,78.4235,115.735,0.702863
1/3/20 00:00,0,0.428425,117.817,78.2426,116.147,0.697437
1/3/20 01:00,0,0.428659,117.881,78.2151,116.212,0.695937
1/3/20 02:00,0,0.423639,116.473,77.0988,114.98,0.520893
1/3/20 03:00,0,0.424636,116.774,76.9951,115.283,0.519122
1/3/20 04:00,0,0.425482,117.007,76.8931,115.517,0.517384
1/3/20 05:00,0,0.426385,117.256,76.784,115.767,0.515487
1/3/20 06:00,0,0.42742,117.54,76.6574,116.053,0.513822
1/3/20 07:00,863.297,0.426726,117.345,76.7392,112.075,0.517523
1/3/20 08:00,1093.48,0.426298,117.231,76.7928,109.505,0.52113
1/3/20 09:00,1193.97,0.42512,116.907,76.9351,106.207,0.524676
1/3/20 10:00,1247.29,0.423768,116.534,77.0977,103.971,0.527933
1/3/20 11:00,1276.61,0.428721,117.898,78.206,104.045,0.707298
1/3/20 12:00,1290.24,0.427756,117.633,78.3246,102.84,0.712548
1/3/20 13:00,1291.69,0.427373,117.527,78.3709,101.733,0.715418
1/3/20 14:00,1281.19,0.426868,117.374,78.4234,102.825,0.717579
1/3/20 15:00,1256.46,0.426676,117.321,78.4463,103.868,0.718488
1/3/20 16:00,1211.82,0.426564,117.314,78.474,105.68,0.718158
1/3/20 17:00,1131.36,0.42557,122.444,83.6171,116.687,0.896232
1/3/20 18:00,968.374,0.424759,122.142,83.6829,116.24,0.897049
1/3/20 19:00,0,0.428477,117.831,79.9494,115.758,0.891921
1/3/20 20:00,0,0.426361,117.234,78.4851,115.552,0.710087
1/3/20 21:00,0,0.426812,117.371,78.4392,115.692,0.707031
1/3/20 22:00,0,0.426959,117.413,78.4234,115.736,0.704874
1/3/20 23:00,0,0.426834,117.379,78.4401,115.703,0.703565
1/4/20 00:00,0,0.428247,117.768,78.2662,116.098,0.697262
1/4/20 01:00,0,0.428371,117.802,78.2523,116.132,0.696319
1/4/20 02:00,0,0.428543,117.849,78.2322,116.181,0.695161
1/4/20 03:00,0,0.42735,117.586,76.7066,116.092,0.521143
1/4/20 04:00,0,0.423296,116.379,77.1442,114.886,0.52057
1/4/20 05:00,0,0.42364,116.472,77.1016,114.979,0.51999
1/4/20 06:00,0,0.425315,116.961,76.9155,115.469,0.519225
1/4/20 07:00,0,0.4241,116.627,77.0623,115.131,0.522899
1/4/20 08:00,1056.44,0.423728,116.499,77.0912,108.962,0.526286
1/4/20 09:00,1162.6,0.428768,117.911,78.2047,107.447,0.706094
1/4/20 10:00,400.162,0.428023,117.754,78.3245,112.608,0.710308
1/4/20 11:00,1250.31,0.427691,117.615,78.3379,104.272,0.714387
1/4/20 12:00,1264.91,0.428656,117.88,79.9336,103.616,0.899473
1/4/20 13:00,1266.84,0.428374,117.802,79.9679,102.66,0.902901
1/4/20 14:00,1256.34,0.428045,117.712,80.0079,103.759,0.905741
1/4/20 15:00,1231.13,0.427958,117.679,80.0131,104.765,0.906366
1/4/20 16:00,1184.68,0.428089,117.715,79.997,106.235,0.905157
1/4/20 17:00,0,0.427699,117.617,80.0493,115.533,0.902739
1/4/20 18:00,0,0.427949,117.686,80.0205,115.814,0.89965
1/4/20 19:00,0,0.427844,117.719,78.3569,116.031,0.714894
1/4/20 20:00,0,0.42695,117.411,78.4278,115.728,0.710299
1/4/20 21:00,0,0.427141,117.464,78.4051,115.784,0.707281
1/4/20 22:00,0,0.42717,117.472,78.4025,115.794,0.704928
1/4/20 23:00,0,0.427132,117.461,78.408,115.785,0.703165
1/5/20 00:00,0,0.427184,117.476,78.4001,115.801,0.701791
1/5/20 01:00,0,0.427361,117.524,78.3782,115.85,0.7004
1/5/20 02:00,0,0.427624,117.596,78.3453,115.924,0.698659
1/5/20 03:00,0,0.427973,117.692,78.3033,116.022,0.696744
1/5/20 04:00,0,0.427349,117.582,78.4193,115.914,0.694563
1/5/20 05:00,0,0.423727,116.512,77.1022,115.018,0.519604
1/5/20 06:00,0,0.426475,117.28,76.7788,115.79,0.515685
1/5/20 07:00,0,0.427329,114.058,74.5706,112.575,0.519487
1/5/20 08:00,1026.52,0.0554011,15.2327,10.0367,8.49403,0.0682561
1/5/20 09:00,1139.2,0.429075,117.995,78.1708,107.858,0.702354
1/5/20 10:00,1199.4,0.428574,117.857,78.23,105.96,0.706649
1/5/20 11:00,1232.7,0.428117,117.732,78.2847,104.783,0.710299
1/5/20 12:00,426.943,0.427123,117.522,78.4447,112.248,0.714356
1/5/20 13:00,0,0.426188,117.186,78.5088,115.287,0.71725
1/5/20 14:00,174.445,0.428377,117.803,79.9621,114.269,0.899245
1/5/20 15:00,229.577,0.428179,117.749,79.987,113.93,0.90017
1/5/20 16:00,35.3864,0.428036,117.709,80.0053,115.35,0.899381
1/5/20 17:00,0,0.135286,9.53568,29.1158,8.66107,0.179666
1/5/20 18:00,0,0,0,0,-0.605,0
1/5/20 19:00,0,0,0,0,-0.605,0
1/5/20 20:00,0,0,0,0,-0.605,0
1/5/20 21:00,0,0,0,0,-0.605,0
1/5/20 22:00,0,0,0,0,-0.605,0
1/5/20 23:00,0,0,0,0,-0.605,0
1/6/20 00:00,0,0,0,0,-0.605,0
1/6/20 01:00,0,0,0,0,-0.605,0
1/6/20 02:00,0,0,0,0,-0.605,0
1/6/20 03:00,0,0,0,0,-0.605,0
1/6/20 04:00,0,0,0,0,-0.605,0
1/6/20 05:00,0,0,0,0,-0.605,0
1/6/20 06:00,0,0,0,0,-0.605,0
1/6/20 07:00,0,0,0,0,-0.605,0
1/6/20 08:00,0,0,0,0,-0.605,0
1/6/20 09:00,250.327,0,0,0,-3.01573,0
1/6/20 10:00,1216.53,0.17626,48.4717,32.3068,36.7369,0.293135
1/6/20 11:00,1249.83,0.428933,117.956,79.9034,104.485,0.894375
1/6/20 12:00,1266.35,0.429016,117.979,79.8905,103.637,0.895952
1/6/20 13:00,1270.46,0.428679,117.886,79.9313,102.5,0.899848
1/6/20 14:00,1262.25,0.428396,117.808,79.9654,103.581,0.902567
1/6/20 15:00,418.016,0.427964,117.737,80.0464,112.343,0.903822
1/6/20 16:00,321.022,0.427771,117.738,80.1028,113.006,0.902779
1/6/20 17:00,0,0.427443,117.546,80.0813,115.462,0.900693
1/6/20 18:00,0,0.427213,117.483,80.1128,115.609,0.899321
1/6/20 19:00,0,0.427862,117.661,80.0328,115.793,0.89334
1/6/20 20:00,0,0.425816,117.082,78.5594,115.397,0.710449
1/6/20 21:00,0,0.426194,117.203,78.5237,115.521,0.707228
1/6/20 22:00,0,0.426354,117.248,78.5048,115.568,0.704615
1/6/20 23:00,0,0.426279,117.224,78.513,115.546,0.702748
1/7/20 00:00,0,0.0301,1.6587,1.89818,1.02934,0.0173642
1/7/20 01:00,0,0,0,0,-0.605,0
1/7/20 02:00,0,0,0,0,-0.605,0
1/7/20 03:00,0,0,0,0,-0.605,0
1/7/20 04:00,0,0,0,0,-0.605,0
1/7/20 05:00,0,0,0,0,-0.605,0
1/7/20 06:00,0,0,0,0,-0.605,0
1/7/20 07:00,842.788,0,0,0,-4.38112,0
1/7/20 08:00,1086.84,0.295495,81.2609,53.8766,73.6977,0.481536
1/7/20 09:00,1193.37,0.428159,117.743,78.2842,106.938,0.703934
1/7/20 10:00,1250.07,0.427654,117.605,78.3475,104.852,0.708364
1/7/20 11:00,1282.28,0.426976,117.403,78.4207,103.461,0.712243
1/7/20 12:00,1298.32,0.427202,117.465,78.3894,102.589,0.713996
1/7/20 13:00,1300.74,0.426722,117.334,78.4478,101.355,0.716754
1/7/20 14:00,1291.45,0.429005,117.976,79.8896,103.161,0.898327
1/7/20 15:00,1268.77,0.428839,117.93,79.9099,104.197,0.899483
1/7/20 16:00,1226.54,0.428778,117.914,79.9172,105.667,0.898798
1/7/20 17:00,1149.82,0.428903,117.948,79.9016,108.34,0.896877
1/7/20 18:00,993.467,0.428338,117.793,79.9747,111.308,0.896066
1/7/20 19:00,0,0.428437,117.82,79.9608,115.748,0.890376
1/7/20 20:00,0,0.426418,117.249,78.485,115.568,0.708447
1/7/20 21:00,0,0.426926,117.404,78.4323,115.726,0.705286
1/7/20 22:00,0,0.427098,117.452,78.4117,115.777,0.702702
1/7/20 23:00,0,0.427069,117.444,78.416,115.77,0.701239
1/8/20 00:00,0,0.428232,117.763,78.2722,116.094,0.696275
1/8/20 01:00,0,0.428439,117.82,78.2478,116.152,0.695033
1/8/20 02:00,0,0.423312,116.383,77.1442,114.89,0.520409
1/8/20 03:00,0,0.423834,116.534,77.0858,115.042,0.519378
1/8/20 04:00,0,0.42441,116.712,77.0284,115.221,0.518283
1/8/20 05:00,0,0.424948,116.86,76.963,115.37,0.517125
1/8/20 06:00,0,0.42582,117.1,76.8611,115.61,0.515873
1/8/20 07:00,832.896,0.423945,116.585,77.089,111.403,0.520025
1/8/20 08:00,1080.33,0.428749,117.906,78.2151,110.192,0.698553
1/8/20 09:00,1187.46,0.428016,117.704,78.3041,106.977,0.703788
1/8/20 10:00,1244.28,0.427517,117.567,78.3654,104.903,0.708513
1/8/20 11:00,1275.52,0.42691,117.385,78.4295,103.57,0.712346
1/8/20 12:00,1290.6,0.42729,117.493,78.3805,102.791,0.714273
1/8/20 13:00,1293.74,0.426742,117.339,78.4439,101.52,0.717352
1/8/20 14:00,1284.81,0.428927,117.955,79.8976,103.29,0.899499
1/8/20 15:00,1262.13,0.428736,117.902,79.9214,104.344,0.900718
1/8/20 16:00,1219.55,0.428763,117.909,79.9182,105.845,0.900096
1/8/20 17:00,1141.97,0.428681,117.887,79.9284,108.421,0.898597
1/8/20 18:00,983.936,0.428237,117.765,79.9854,111.315,0.897026
1/8/20 19:00,0,0.42843,117.818,79.9607,115.745,0.891466
1/8/20 20:00,0,0.426412,117.248,78.485,115.567,0.709086
1/8/20 21:00,0,0.42699,117.422,78.4235,115.744,0.705823
1/8/20 22:00,0,0.427218,117.485,78.3957,115.81,0.70327
1/8/20 23:00,0,0.427192,117.478,78.3994,115.804,0.701806
1/9/20 00:00,0,0.428365,117.8,78.2546,116.13,0.696705
1/9/20 01:00,0,0.428422,117.816,78.2481,116.147,0.696105
1/9/20 02:00,0,0.428568,117.856,78.2309,116.188,0.695205
1/9/20 03:00,0,0.42468,116.836,78.736,115.169,0.694353
1/9/20 04:00,0,0.423567,116.452,77.1122,114.96,0.520054
1/9/20 05:00,0,0.424047,116.607,77.0683,115.115,0.51912
1/9/20 06:00,0,0.425249,116.943,76.9283,115.453,0.517126
1/9/20 07:00,836.515,0.423341,116.397,77.1465,111.216,0.521377
1/9/20 08:00,1085.76,0.428501,117.837,78.2424,110.098,0.700356
1/9/20 09:00,1192.4,0.427684,117.613,78.344,106.819,0.705929
1/9/20 10:00,1249.46,0.426788,117.352,78.4446,104.586,0.710737
1/9/20 11:00,1280.71,0.428715,117.896,79.9311,103.76,0.893512
1/9/20 12:00,1296.15,0.429116,118.007,79.8768,102.919,0.89482
1/9/20 13:00,1299.53,0.428818,117.925,79.9126,101.613,0.898487
1/9/20 14:00,1290.96,0.428514,117.841,79.949,102.896,0.901271
1/9/20 15:00,1269.13,0.428415,117.814,79.9613,103.97,0.902066
1/9/20 16:00,1227.87,0.428414,117.814,79.9616,105.47,0.900919
1/9/20 17:00,1152.83,0.428517,117.842,79.9494,108.152,0.899063
1/9/20 18:00,999.861,0.428221,117.76,79.9908,111.249,0.895901
1/9/20 19:00,0,0.428609,117.867,79.9422,115.797,0.889332
1/9/20 20:00,0,0.427023,117.431,78.4236,115.752,0.706555
1/9/20 21:00,0,0.427419,117.54,78.374,115.865,0.70315
1/9/20 22:00,0,0.427573,117.582,78.3545,115.909,0.700698
1/9/20 23:00,0,0.42751,117.565,78.3622,115.893,0.69934
1/10/20 00:00,0,0.428205,117.756,78.2742,116.087,0.696141
1/10/20 01:00,0,0.428328,117.79,78.2592,116.122,0.695197
1/10/20 02:00,0,0.428449,117.823,78.2445,116.156,0.694254
1/10/20 03:00,0,0.423477,116.429,77.1225,114.937,0.519537
1/10/20 04:00,0,0.424466,116.727,77.0196,115.237,0.518088
1/10/20 05:00,0,0.425271,116.949,76.9223,115.46,0.516641
1/10/20 06:00,0,0.426179,117.199,76.8153,115.711,0.515292
1/10/20 07:00,855.093,0.424401,116.721,77.0379,111.522,0.519477
1/10/20 08:00,1100.23,0.428888,117.944,78.1962,110.121,0.697739
1/10/20 09:00,1204.47,0.428008,117.702,78.3036,106.734,0.703191
1/10/20 10:00,1259.72,0.427128,117.445,78.4033,104.456,0.708321
1/10/20 11:00,1290.12,0.428849,117.933,79.9155,103.548,0.89059
1/10/20 12:00,1305.32,0.427117,117.442,78.3983,102.242,0.713934
1/10/20 13:00,1308.22,0.429132,118.011,79.8729,101.312,0.896007
1/10/20 14:00,1299.77,0.428837,117.93,79.9081,102.682,0.898798
1/10/20 15:00,1278.3,0.428671,117.884,79.9287,103.763,0.899952
1/10/20 16:00,1238.12,0.425116,122.317,83.6826,112.86,0.899183
1/10/20 17:00,1164.9,0.4251,122.341,83.7023,116.59,0.897788
1/10/20 18:00,1014.82,0.424861,122.304,83.7549,116.426,0.896402
1/10/20 19:00,0,0.428688,117.889,79.927,115.817,0.890407
1/10/20 20:00,0,0.426925,117.404,78.43,115.724,0.708124
1/10/20 21:00,0,0.427133,117.462,78.405,115.784,0.705376
1/10/20 22:00,0,0.427135,117.463,78.4051,115.787,0.703426
1/10/20 23:00,0,0.426889,117.394,78.4355,115.719,0.702513
1/11/20 00:00,0,0.428121,117.733,78.2808,116.063,0.697087
1/11/20 01:00,0,0.428216,117.759,78.2695,116.09,0.6961
1/11/20 02:00,0,0.42836,117.799,78.2525,116.131,0.694898
1/11/20 03:00,0,0.425358,117.028,76.9397,115.535,0.520533
1/11/20 04:00,0,0.423556,116.449,77.1106,114.957,0.519828
1/11/20 05:00,0,0.424059,116.61,77.0642,115.119,0.51912
1/11/20 06:00,0,0.423806,116.516,77.0824,115.024,0.519442
1/11/20 07:00,851.715,0.428107,117.735,78.2927,112.37,0.697649
1/11/20 08:00,1100.35,0.427964,117.69,78.3086,109.874,0.703103
1/11/20 09:00,1205.19,0.427288,117.498,78.3885,106.523,0.707928
1/11/20 10:00,1260.44,0.427191,117.548,78.4457,104.535,0.712129
1/11/20 11:00,1291.08,0.428797,117.919,79.9201,103.51,0.894446
1/11/20 12:00,1306.04,0.428778,117.914,79.9198,102.553,0.897801
1/11/20 13:00,1308.09,0.4285,117.837,79.9532,101.202,0.901231
1/11/20 14:00,1298.69,0.428211,117.758,79.9873,102.634,0.903946
1/11/20 15:00,1275.88,0.42808,117.722,80.0037,103.78,0.904698
1/11/20 16:00,1234.02,0.424602,122.176,83.7559,113.131,0.903659
1/11/20 17:00,1158.26,0.424616,122.211,83.7737,116.452,0.901762
1/11/20 18:00,1003.72,0.425542,122.443,83.6306,116.562,0.895277
1/11/20 19:00,0,0.427232,117.489,78.392,115.597,0.711159
1/11/20 20:00,0,0.427765,117.635,78.3261,115.956,0.706457
1/11/20 21:00,0,0.428016,117.704,78.2957,116.028,0.703286
1/11/20 22:00,0,0.428062,117.717,78.291,116.043,0.701047
1/11/20 23:00,0,0.42797,117.691,78.3026,116.019,0.699624
1/12/20 00:00,0,0.423861,116.533,77.074,115.039,0.522121
1/12/20 01:00,0,0.424074,116.598,77.0529,115.104,0.521477
1/12/20 02:00,0,0.424585,116.76,77.0048,115.267,0.520446
1/12/20 03:00,0,0.425114,116.906,76.9412,115.414,0.519158
1/12/20 04:00,0,0.4257,117.067,76.8705,115.577,0.517806
1/12/20 05:00,0,0.426337,117.242,76.7934,115.753,0.516391
1/12/20 06:00,0,0.427072,117.445,76.7073,115.958,0.514076
1/12/20 07:00,0,0.425784,117.09,76.8629,115.599,0.517937
1/12/20 08:00,1069.71,0.424934,116.856,76.9654,109.372,0.52177
1/12/20 09:00,1179.25,0.423829,116.529,77.0833,106.114,0.525445
1/12/20 10:00,1236.8,0.428863,117.937,78.1952,105.395,0.704459
1/12/20 11:00,1268.16,0.428544,117.849,78.232,104.166,0.707897
1/12/20 12:00,1283.24,0.427389,117.532,78.3753,103.086,0.71325
1/12/20 13:00,1286.5,0.426819,117.36,78.4343,101.718,0.716382
1/12/20 14:00,1277.69,0.428958,117.963,79.8934,103.507,0.898455
1/12/20 15:00,1255.01,0.428825,117.926,79.9099,104.559,0.899483
1/12/20 16:00,1212.31,0.428841,117.931,79.9081,106.005,0.8993
1/12/20 17:00,1134.74,0.425182,122.236,83.6133,114.051,0.898179
1/12/20 18:00,976.819,0.425581,122.449,83.6234,116.559,0.89369
1/12/20 19:00,0,0.426973,117.417,78.4239,115.525,0.711218
1/12/20 20:00,0,0.427321,117.513,78.382,115.833,0.707752
1/12/20 21:00,0,0.427437,117.545,78.3679,115.867,0.705405
1/12/20 22:00,0,0.427357,117.523,78.3784,115.847,0.703882
1/12/20 23:00,0,0.427098,117.452,78.4117,115.777,0.703344
1/13/20 00:00,0,0.428337,117.792,78.2574,116.122,0.697868
1/13/20 01:00,0,0.428297,117.781,78.2627,116.111,0.697695
1/13/20 02:00,0,0.428357,117.798,78.2557,116.128,0.697095
1/13/20 03:00,0,0.427752,117.692,78.3687,116.023,0.696156
1/13/20 04:00,0,0.423349,116.394,77.138,114.899,0.5217
1/13/20 05:00,0,0.423848,116.528,77.0756,115.034,0.521089
1/13/20 06:00,0,0.425571,117.032,76.8872,115.54,0.518419
1/13/20 07:00,802.133,0.424499,116.744,77.0214,111.638,0.522093
1/13/20 08:00,1065.97,0.424175,116.623,77.0399,109.256,0.525705
1/13/20 09:00,1177.8,0.428857,117.935,78.1962,107.363,0.705062
1/13/20 10:00,1236.31,0.42837,117.801,78.2542,105.273,0.7091
1/13/20 11:00,1268.89,0.427823,117.651,78.3225,103.96,0.712988
1/13/20 12:00,1284.93,0.428551,117.851,79.9508,103.072,0.899311
1/13/20 13:00,1288.43,0.428273,117.775,79.984,101.708,0.902737
1/13/20 14:00,1279.99,0.42796,117.68,80.0159,103.028,0.905407
1/13/20 15:00,1257.55,0.427808,117.638,80.0355,104.079,0.90649
1/13/20 16:00,1215.81,0.427959,117.68,80.017,105.988,0.905052
1/13/20 17:00,1139.32,0.425909,122.482,85.262,116.538,1.08316
1/13/20 18:00,983.575,0.424734,122.133,83.6932,116.242,0.899113
1/13/20 19:00,0,0.428608,117.867,79.9417,115.793,0.892328
1/13/20 20:00,0,0.426921,117.403,78.4348,115.722,0.709155
1/13/20 21:00,0,0.427348,117.521,78.3822,115.843,0.705615
1/13/20 22:00,0,0.427555,117.577,78.3566,115.902,0.702923
1/13/20 23:00,0,0.427594,117.588,78.3517,115.914,0.701084
1/14/20 00:00,0,0.423537,116.445,77.1169,114.951,0.522508
1/14/20 01:00,0,0.423965,116.561,77.0641,115.067,0.521638
1/14/20 02:00,0,0.424565,116.755,77.0098,115.262,0.520543
1/14/20 03:00,0,0.425347,116.97,76.9152,115.478,0.518869
1/14/20 04:00,0,0.426103,117.178,76.8238,115.688,0.517196
1/14/20 05:00,0,0.426815,117.374,76.7373,115.885,0.515621
1/14/20 06:00,0,0.427249,117.493,76.6862,116.006,0.514272
1/14/20 07:00,807.441,0.426152,117.196,76.8218,112.097,0.518133
1/14/20 08:00,1071.88,0.425617,117.044,76.8831,109.661,0.521901
1/14/20 09:00,1182.99,0.424162,116.619,77.0428,106.165,0.525608
1/14/20 10:00,1241.26,0.42886,117.936,78.1963,105.304,0.704889
1/14/20 11:00,1273.59,0.428316,117.786,78.2609,103.968,0.708737
1/14/20 12:00,1289.52,0.427281,117.487,78.3812,102.757,0.713458
1/14/20 13:00,1293.14,0.428015,117.78,80.0589,101.521,0.895778
1/14/20 14:00,1284.69,0.428791,117.917,79.9167,103.113,0.898925
1/14/20 15:00,1262.86,0.42868,117.887,79.9301,104.185,0.899888
1/14/20 16:00,1221.72,0.425122,122.345,83.7005,110.996,0.899287
1/14/20 17:00,1146.68,0.425154,122.336,83.6851,116.58,0.897597
1/14/20 18:00,993.346,0.425546,122.444,83.6335,116.564,0.892632
1/14/20 19:00,0,0.42718,117.475,78.4011,115.584,0.7095
1/14/20 20:00,0,0.427669,117.608,78.3403,115.931,0.70534
1/14/20 21:00,0,0.427887,117.668,78.3137,115.993,0.702508
1/14/20 22:00,0,0.42795,117.686,78.3071,116.013,0.700442
1/14/20 23:00,0,0.427836,117.654,78.322,115.982,0.699284
1/15/20 00:00,0,0.423721,116.495,77.0947,115.002,0.520958
1/15/20 01:00,0,0.423773,116.509,77.0889,115.016,0.520668
1/15/20 02:00,0,0.424048,116.593,77.0618,115.101,0.520056
1/15/20 03:00,0,0.42426,116.671,77.0479,115.179,0.519637
1/15/20 04:00,0,0.42465,116.778,77.0003,115.287,0.518994
1/15/20 05:00,0,0.424962,116.864,76.9618,115.373,0.518447
1/15/20 06:00,0,0.425266,116.948,76.9247,115.457,0.517901
1/15/20 07:00,816.971,0.423577,116.459,77.1139,111.349,0.522057
1/15/20 08:00,1079.36,0.428786,117.916,78.2051,110.32,0.701096
1/15/20 09:00,1188.54,0.428148,117.74,78.283,107.041,0.705965
1/15/20 10:00,1245.72,0.427674,117.611,78.3428,104.899,0.710426
1/15/20 11:00,1277.33,0.427008,117.412,78.4155,103.515,0.714307
1/15/20 12:00,1293.02,0.429072,117.995,79.885,102.978,0.896574
1/15/20 13:00,1295.43,0.428879,117.941,79.9079,101.547,0.899754
1/15/20 14:00,1286.14,0.428641,117.876,79.9364,103.008,0.902183
1/15/20 15:00,1263.46,0.428439,117.82,79.9606,104.091,0.903566
1/15/20 16:00,1221.48,0.424889,122.288,83.7376,111.414,0.902757
1/15/20 17:00,1145.96,0.424859,122.274,83.7377,116.516,0.901153
1/15/20 18:00,991.778,0.425626,122.318,85.249,116.25,1.07995
1/15/20 19:00,0,0.427998,117.699,80.0165,115.624,0.893752
1/15/20 20:00,0,0.428571,117.857,79.9452,115.996,0.887914
1/15/20 21:00,0,0.426598,117.298,78.4636,115.619,0.706909
1/15/20 22:00,0,0.427005,117.426,78.4235,115.749,0.70412
1/15/20 23:00,0,0.427039,117.436,78.4204,115.761,0.702418
1/16/20 00:00,0,0.428007,117.701,78.2986,116.031,0.697817
1/16/20 01:00,0,0.42812,117.733,78.2857,116.063,0.697002
1/16/20 02:00,0,0.428322,117.788,78.2618,116.119,0.695888
1/16/20 03:00,0,0.423136,116.359,77.1797,114.865,0.520828
1/16/20 04:00,0,0.423983,116.577,77.0686,115.085,0.519507
1/16/20 05:00,0,0.424705,116.793,76.9916,115.302,0.518284
1/16/20 06:00,0,0.42702,117.431,76.7129,115.943,0.514785
1/16/20 07:00,775.471,0.425854,117.114,76.8563,112.066,0.518615
1/16/20 08:00,0,0.424677,116.786,76.9958,115.081,0.522289
1/16/20 09:00,220.65,0.423166,116.342,77.1608,112.761,0.525997
1/16/20 10:00,384.84,0.428292,117.804,78.2791,112.715,0.705192
1/16/20 11:00,1253.93,0.428299,117.782,78.2628,104.397,0.709089
1/16/20 12:00,1269.61,0.427202,117.465,78.3889,103.243,0.713996
1/16/20 13:00,1274.32,0.426662,117.317,78.4547,101.754,0.716857
1/16/20 14:00,1266.47,0.428894,117.945,79.9029,103.569,0.89871
1/16/20 15:00,430.563,0.4286,117.899,79.96,112.471,0.899802
1/16/20 16:00,0,0.428254,117.769,79.9806,115.689,0.898885
1/16/20 17:00,0,0.428256,117.77,79.9804,115.9,0.897196
1/16/20 18:00,0,0.427501,117.562,80.079,115.692,0.897362
1/16/20 19:00,0,0.428231,117.763,79.9885,115.899,0.891236
1/16/20 20:00,0,0.426305,117.218,78.5009,115.536,0.708828
1/16/20 21:00,0,0.426838,117.381,78.4456,115.702,0.705511
1/16/20 22:00,0,0.427022,117.431,78.4224,115.754,0.702852
1/16/20 23:00,0,0.426962,117.414,78.4296,115.739,0.701283
1/17/20 00:00,0,0.372535,51.5577,42.7665,50.4219,0.349817
1/17/20 01:00,0,0,0,0,-0.605,0
1/17/20 02:00,0,0,0,0,-0.605,0
1/17/20 03:00,0,0,0,0,-0.605,0
1/17/20 04:00,0,0,0,0,-0.605,0
1/17/20 05:00,0,0,0,0,-0.605,0
1/17/20 06:00,0,0,0,0,-0.605,0
1/17/20 07:00,805.028,0,0,0,-4.22331,0
