"Time stamp","PC input energy | (MWt)","PC efficiency: gross","PC electrical power output: gross | (MWe)","PC water consumption: makeup + cooling | (kg/s)","PC HTF inlet temperature | (C)","PC HTF outlet temperature | (C)","Rec. HTF inlet temperature | (C)","Rec. HTF outlet temperature | (C)","Rec. thermal efficiency"
"Jan 3, 05:00 pm",91.1501,0.444018,40.4723,25.7614,573.157,290.996,290.975,573.157,0.887659
"Jan 3, 06:00 pm",91.1631,0.443641,40.4437,25.7803,573.229,291.028,291.004,573.229,0.887336
"Jan 3, 07:00 pm",87.3574,0.444345,38.8168,24.2427,571.946,290.564,290,0,0
"Jan 3, 08:00 pm",87.3445,0.439112,38.354,24.4413,571.863,291.057,290,0,0
"Jan 3, 09:00 pm",87.3787,0.440257,38.4691,24.4058,571.769,290.96,290,0,0
"Jan 3, 10:00 pm",87.3785,0.44166,38.5916,24.3516,571.664,290.836,290,0,0
"Jan 3, 11:00 pm",87.3785,0.442694,38.682,24.3116,571.543,290.747,290,0,0
"Jan 4, 12:00 am",87.3785,0.435228,38.0295,24.052,571.4,291.455,290,0,0
"Jan 4, 01:00 am",87.3787,0.436273,38.121,24.012,571.229,291.368,290,0,0
"Jan 4, 02:00 am",87.3786,0.436929,38.1782,23.987,571.012,291.321,290,0,0
"Jan 4, 03:00 am",87.3785,0.437582,38.2352,23.962,570.719,291.28,290,0,0
"Jan 4, 04:00 am",87.4105,0.438088,38.2934,23.9509,570.258,291.268,290,0,0
"Jan 4, 05:00 am",6.21624,0.14446,2.52714,1.81734,572.488,285.055,290,0,0
"Jan 4, 06:00 am",0,0,0,0,574,290,290,0,0
"Jan 4, 07:00 am",0,0,0,0,574,290,290,0,0
"Jan 4, 08:00 am",57.3645,0.0682379,5.96255,3.75959,573.529,290.198,290.128,475.976,0.6262
"Jan 4, 09:00 am",42.8852,0.424948,18.224,11.7387,568.288,284.394,290,0,0
"Jan 4, 10:00 am",7.82527,0,0,0,573.896,290,290,326.782,0.115951
"Jan 4, 11:00 am",89.0023,0.269194,23.5217,14.7864,573.312,290.388,290.099,573.312,0.962782
"Jan 4, 12:00 pm",87.3785,0.44468,38.8555,24.7853,573.263,290.45,290.06,573.263,0.957918
"Jan 4, 01:00 pm",87.3785,0.444544,38.8436,24.7903,573.17,290.469,290.031,573.17,0.956559
"Jan 4, 02:00 pm",87.3785,0.443926,38.7896,24.814,573.2,290.525,290.023,573.2,0.952846
"Jan 4, 03:00 pm",87.3785,0.443328,38.7374,24.8372,573.202,290.581,290.007,573.202,0.947976
"Jan 4, 04:00 pm",87.3785,0.442669,38.6797,24.8629,573.43,290.628,289.984,573.43,0.940132
"Jan 4, 05:00 pm",91.22,0.444932,40.5867,26.2932,573.287,290.911,290.152,573.287,0.922364
"Jan 4, 06:00 pm",91.0822,0.440757,40.1451,25.8785,573.237,291.287,291.262,573.237,0.889135
"Jan 4, 07:00 pm",87.3786,0.442762,38.6879,24.8603,572.128,290.703,290,0,0
"Jan 4, 08:00 pm",87.3786,0.444246,38.8176,24.8027,572.044,290.57,290,0,0
"Jan 4, 09:00 pm",87.3457,0.439064,38.3504,24.4457,571.951,291.056,290,0,0
"Jan 4, 10:00 pm",87.3787,0.440713,38.5089,24.3902,571.846,290.912,290,0,0
"Jan 4, 11:00 pm",87.3785,0.442318,38.6491,24.3279,571.725,290.77,290,0,0
"Jan 5, 12:00 am",87.3618,0.434493,37.9581,24.0766,571.583,291.511,290,0,0
"Jan 5, 01:00 am",87.3788,0.435773,38.0773,24.0319,571.412,291.404,290,0,0
"Jan 5, 02:00 am",87.3785,0.437097,38.1929,23.9811,571.196,291.293,290,0,0
"Jan 5, 03:00 am",87.3785,0.438527,38.3179,23.9262,570.903,291.178,290,0,0
"Jan 5, 04:00 am",87.3785,0.439781,38.4274,23.878,570.445,291.092,290,0,0
"Jan 5, 05:00 am",6.96892,0.161829,2.83327,2.02855,572.374,284.457,290,0,0
"Jan 5, 06:00 am",0,0,0,0,574,290,290,0,0
"Jan 5, 07:00 am",0,0,0,0,574,290,290,0,0
"Jan 5, 08:00 am",0,0,0,0,574,290,290,0,0
"Jan 5, 09:00 am",63.5176,0.101021,8.82704,5.49557,573.538,290.09,290.075,495.984,0.698867
"Jan 5, 10:00 am",87.3785,0.443347,38.739,24.2879,573.338,290.571,290.493,573.338,0.96321
"Jan 5, 11:00 am",87.3785,0.441967,38.6184,24.3411,573.306,290.702,290.616,573.306,0.962308
"Jan 5, 12:00 pm",87.447,0.441247,38.5857,24.3858,572.946,290.801,290.673,573.258,0.891457
"Jan 5, 01:00 pm",87.3932,0.440925,38.5338,24.3841,572.986,290.822,290.704,573.203,0.892365
"Jan 5, 02:00 pm",87.4367,0.440382,38.5055,24.4157,572.81,290.89,290.748,573.411,0.869434
"Jan 5, 03:00 pm",87.4634,0.439994,38.4833,24.4378,572.677,290.938,290.781,574.172,0.823123
"Jan 5, 04:00 pm",87.3988,0.439038,38.3714,24.4586,570.611,291.153,290,0,0
"Jan 5, 05:00 pm",87.4628,0.443277,38.7702,24.3115,570.3,290.788,290,0,0
"Jan 5, 06:00 pm",73.1613,0.443939,32.4792,20.6748,569.797,288.835,290,0,0
"Jan 5, 07:00 pm",0,0,0,0,574,290,290,0,0
"Jan 5, 08:00 pm",0,0,0,0,574,290,290,0,0
"Jan 5, 09:00 pm",0,0,0,0,574,290,290,0,0
"Jan 5, 10:00 pm",0,0,0,0,574,290,290,0,0
"Jan 5, 11:00 pm",0,0,0,0,574,290,290,0,0
"Jan 6, 12:00 am",0,0,0,0,574,290,290,0,0
"Jan 6, 01:00 am",0,0,0,0,574,290,290,0,0
"Jan 6, 02:00 am",0,0,0,0,574,290,290,0,0
"Jan 6, 03:00 am",0,0,0,0,574,290,290,0,0
"Jan 6, 04:00 am",0,0,0,0,574,290,290,0,0
"Jan 6, 05:00 am",0,0,0,0,574,290,290,0,0
"Jan 6, 06:00 am",0,0,0,0,574,290,290,0,0
"Jan 6, 07:00 am",24.5067,0,0,0,573.793,290,290,380.261,0.291436
"Jan 6, 08:00 am",88.2446,0.351433,30.7077,19.157,573.274,290.358,290.03,573.274,0.953464
"Jan 6, 09:00 am",87.3785,0.442401,38.6563,24.3249,573.375,290.657,289.987,573.375,0.961994
"Jan 6, 10:00 am",87.3787,0.44062,38.5008,24.394,573.346,290.826,289.98,573.346,0.963729
"Jan 6, 11:00 am",87.3662,0.439025,38.3559,24.4527,573.319,290.976,289.981,573.319,0.963696
"Jan 6, 12:00 pm",87.3669,0.439558,38.4028,24.4316,573.282,290.928,289.904,573.282,0.95997
"Jan 6, 01:00 pm",87.3655,0.439418,38.39,24.4362,573.2,290.947,289.84,573.2,0.959207
"Jan 6, 02:00 pm",87.3645,0.438906,38.3448,24.4555,573.235,290.993,289.785,573.235,0.956141
"Jan 6, 03:00 pm",91.1831,0.443803,40.4673,25.78,573.275,291.013,290.681,573.275,0.910034
"Jan 6, 04:00 pm",91.2208,0.443223,40.4312,25.8132,573.438,291.062,291.037,573.438,0.888866
"Jan 6, 05:00 pm",87.3786,0.443483,38.7509,24.8317,571.288,290.69,290,0,0
"Jan 6, 06:00 pm",87.3786,0.442785,38.6899,24.8599,571.205,290.76,290,0,0
"Jan 6, 07:00 pm",87.3786,0.443718,38.7715,24.8239,571.113,290.679,290,0,0
"Jan 6, 08:00 pm",87.4203,0.441519,38.5978,24.3704,571.008,290.897,290,0,0
"Jan 6, 09:00 pm",87.3788,0.439964,38.4435,24.42,570.888,291.045,290,0,0
"Jan 6, 10:00 pm",87.3786,0.441748,38.5993,24.3507,570.746,290.889,290,0,0
"Jan 6, 11:00 pm",87.3786,0.443417,38.7451,24.2858,570.575,290.745,290,0,0
"Jan 7, 12:00 am",87.3632,0.435252,38.025,24.0487,570.359,291.52,290,0,0
"Jan 7, 01:00 am",87.3003,0.436416,38.0992,23.988,570.065,291.423,290,0,0
"Jan 7, 02:00 am",87.3788,0.43737,38.2169,23.9716,569.601,291.375,290,0,0
"Jan 7, 03:00 am",4.28993,0.0996924,1.74403,1.25336,572.806,286.6,290,0,0
"Jan 7, 04:00 am",0,0,0,0,574,290,290,0,0
"Jan 7, 05:00 am",0,0,0,0,574,290,290,0,0
"Jan 7, 06:00 am",0,0,0,0,574,290,290,0,0
"Jan 7, 07:00 am",28.7868,0,0,0,573.786,290,290,390.453,0.325274
"Jan 7, 08:00 am",88.0417,0.36436,31.8325,20.1343,573.301,291.118,290.679,573.301,0.953976
"Jan 7, 09:00 am",87.3785,0.444728,38.8597,24.2352,573.392,290.437,290.371,573.392,0.96208
"Jan 7, 10:00 am",87.3785,0.442715,38.6838,24.313,573.362,290.628,290.55,573.362,0.963778
"Jan 7, 11:00 am",87.3786,0.441277,38.5581,24.3687,573.327,290.765,290.286,573.327,0.962982
"Jan 7, 12:00 pm",87.3787,0.440503,38.4906,24.3981,573.296,290.84,290.262,573.296,0.960142
"Jan 7, 01:00 pm",87.3785,0.44,38.4465,24.4173,573.212,290.892,290.212,573.212,0.959106
"Jan 7, 02:00 pm",91.1781,0.444842,40.5599,25.7369,573.17,290.922,290.145,573.17,0.95227
"Jan 7, 03:00 pm",91.2478,0.444055,40.519,25.7864,573.447,290.987,290.968,573.447,0.896271
"Jan 7, 04:00 pm",91.2311,0.443563,40.4667,25.8021,573.439,291.031,291.007,573.439,0.889036
"Jan 7, 05:00 pm",91.2106,0.442738,40.3825,25.8304,573.45,291.105,291.08,573.45,0.881179
"Jan 7, 06:00 pm",91.2001,0.44475,40.5613,25.7467,573.244,290.928,290.87,573.244,0.890711
"Jan 7, 07:00 pm",87.3785,0.439564,38.4084,24.4345,571.723,291.028,290,0,0
"Jan 7, 08:00 pm",87.3786,0.440907,38.5258,24.3826,571.639,290.907,290,0,0
"Jan 7, 09:00 pm",87.3785,0.442427,38.6587,24.3235,571.546,290.772,290,0,0
"Jan 7, 10:00 pm",87.3785,0.444017,38.7975,24.2618,571.44,290.63,290,0,0
"Jan 7, 11:00 pm",87.404,0.440645,38.5141,24.3995,571.318,290.955,290,0,0
"Jan 8, 12:00 am",87.3787,0.436427,38.1344,24.0071,571.176,291.357,290,0,0
"Jan 8, 01:00 am",87.3786,0.436813,38.1681,23.9925,571.004,291.332,290,0,0
"Jan 8, 02:00 am",87.3785,0.437091,38.1924,23.9819,570.787,291.321,290,0,0
"Jan 8, 03:00 am",87.3785,0.438611,38.3252,23.9234,570.492,291.199,290,0,0
"Jan 8, 04:00 am",87.3876,0.439924,38.4439,23.8752,570.029,291.108,290,0,0
"Jan 8, 05:00 am",5.48266,0.127412,2.22892,1.59529,572.599,285.644,290,0,0
"Jan 8, 06:00 am",0,0,0,0,574,290,290,0,0
"Jan 8, 07:00 am",27.4875,0,0,0,573.788,290,290,387.474,0.315318
"Jan 8, 08:00 am",88.1131,0.358375,31.3152,19.7891,573.296,291.083,290.691,573.296,0.953736
"Jan 8, 09:00 am",87.3785,0.444776,38.8639,24.2339,573.39,290.433,290.366,573.39,0.962014
"Jan 8, 10:00 am",87.3785,0.442823,38.6932,24.3092,573.36,290.618,290.54,573.36,0.963649
"Jan 8, 11:00 am",87.3786,0.441411,38.5698,24.3636,573.325,290.753,290.332,573.325,0.962855
"Jan 8, 12:00 pm",87.3787,0.440559,38.4955,24.3957,573.265,290.837,290.315,573.265,0.956935
"Jan 8, 01:00 pm",87.4206,0.439595,38.4296,24.4434,573.172,290.939,290.285,573.172,0.955467
"Jan 8, 02:00 pm",91.1475,0.443926,40.4628,25.7658,573.157,291.004,290.332,573.157,0.949737
"Jan 8, 03:00 pm",91.2094,0.443272,40.4305,25.8081,573.4,291.058,291.033,573.4,0.88538
"Jan 8, 04:00 pm",91.1839,0.442606,40.3585,25.8287,573.381,291.118,291.094,573.381,0.875467
"Jan 8, 05:00 pm",91.1636,0.441885,40.2838,25.8528,573.383,291.183,291.158,573.383,0.865058
"Jan 8, 06:00 pm",91.1873,0.444584,40.5404,25.7495,573.22,290.944,290.886,573.22,0.886175
"Jan 8, 07:00 pm",87.4112,0.439313,38.4008,24.452,571.895,291.045,290,0,0
"Jan 8, 08:00 pm",87.3787,0.440681,38.5061,24.3908,571.811,290.918,290,0,0
"Jan 8, 09:00 pm",87.3785,0.442046,38.6253,24.3378,571.717,290.796,290,0,0
"Jan 8, 10:00 pm",87.3785,0.443372,38.7412,24.2863,571.611,290.679,290,0,0
"Jan 8, 11:00 pm",87.3785,0.444384,38.8296,24.2472,571.49,290.592,290,0,0
"Jan 9, 12:00 am",87.3785,0.439065,38.3649,23.9051,571.348,291.098,290,0,0
"Jan 9, 01:00 am",87.3785,0.439596,38.4113,23.8848,571.176,291.059,290,0,0
"Jan 9, 02:00 am",87.3788,0.440083,38.4539,23.8662,570.959,291.029,290,0,0
"Jan 9, 03:00 am",87.3786,0.440919,38.5269,23.8342,570.666,290.971,290,0,0
"Jan 9, 04:00 am",87.3785,0.441443,38.5726,23.8141,570.206,290.954,290,0,0
"Jan 9, 05:00 am",6.54723,0.152154,2.6617,1.90283,572.385,284.793,290,0,0
"Jan 9, 06:00 am",0,0,0,0,574,290,290,0,0
"Jan 9, 07:00 am",0,0,0,0,574,290,290,0,0
"Jan 9, 08:00 am",57.9811,0.0712323,6.21917,3.93498,573.534,290.219,290.128,478.023,0.633303
"Jan 9, 09:00 am",87.3785,0.444472,38.8373,24.2449,573.395,290.461,290.394,573.395,0.962406
"Jan 9, 10:00 am",87.3785,0.442571,38.6712,24.3184,573.363,290.642,290.247,573.363,0.963989
"Jan 9, 11:00 am",87.3786,0.44102,38.5357,24.3783,573.329,290.789,290.262,573.329,0.963247
"Jan 9, 12:00 pm",87.4583,0.441904,38.6481,24.3638,573.297,290.719,290.19,573.297,0.960444
"Jan 9, 01:00 pm",87.3785,0.444696,38.8569,24.7844,573.218,290.452,290.016,573.218,0.959735
"Jan 9, 02:00 pm",87.3785,0.443747,38.7739,24.8209,573.235,290.54,287.066,573.235,0.95705
"Jan 9, 03:00 pm",91.1921,0.442067,40.313,25.8524,573.453,291.165,291.14,573.453,0.897871
"Jan 9, 04:00 pm",91.1799,0.441774,40.2809,25.8613,573.441,291.191,291.167,573.441,0.889623
"Jan 9, 05:00 pm",91.1709,0.441373,40.2403,25.8756,573.449,291.227,291.203,573.449,0.88122
"Jan 9, 06:00 pm",91.1711,0.443846,40.4659,25.7763,573.235,291.01,290.985,573.235,0.889122
"Jan 9, 07:00 pm",87.4063,0.439315,38.3989,24.4517,571.934,291.041,290,0,0
"Jan 9, 08:00 pm",87.3785,0.441334,38.5632,24.3667,571.85,290.854,290,0,0
"Jan 9, 09:00 pm",87.3785,0.442964,38.7055,24.3032,571.756,290.708,290,0,0
"Jan 9, 10:00 pm",87.3785,0.444527,38.8421,24.2425,571.65,290.569,290,0,0
"Jan 9, 11:00 pm",87.3768,0.434429,37.959,24.0825,571.528,291.522,290,0,0
"Jan 10, 12:00 am",87.3786,0.436885,38.1744,23.9891,571.386,291.301,290,0,0
"Jan 10, 01:00 am",87.3785,0.437396,38.219,23.9694,571.214,291.264,290,0,0
"Jan 10, 02:00 am",87.3785,0.437933,38.2659,23.9487,570.997,291.228,290,0,0
"Jan 10, 03:00 am",87.3785,0.439574,38.4093,23.8857,570.702,291.094,290,0,0
"Jan 10, 04:00 am",87.3786,0.440989,38.533,23.8314,570.24,290.994,290,0,0
"Jan 10, 05:00 am",6.20886,0.14429,2.52414,1.8031,572.482,285.061,290,0,0
"Jan 10, 06:00 am",0,0,0,0,574,290,290,0,0
"Jan 10, 07:00 am",28.8985,0,0,0,573.786,290,290,390.705,0.326179
"Jan 10, 08:00 am",88.0479,0.366242,32.0017,20.1147,573.308,290.994,290.629,573.308,0.95447
"Jan 10, 09:00 am",87.3663,0.434192,37.9338,24.0906,573.401,291.428,290.719,573.401,0.962639
"Jan 10, 10:00 am",87.3785,0.444023,38.798,24.2621,573.369,290.505,290.433,573.369,0.964249
"Jan 10, 11:00 am",87.3785,0.442349,38.6518,24.3269,573.335,290.664,290.283,573.335,0.963563
"Jan 10, 12:00 pm",87.3785,0.439964,38.4434,24.4185,573.304,290.89,290.319,573.304,0.960815
"Jan 10, 01:00 pm",87.3653,0.439213,38.372,24.4438,573.226,290.964,290.274,573.226,0.960109
"Jan 10, 02:00 pm",91.2345,0.443807,40.4905,25.7922,573.428,291.009,290.344,573.428,0.951431
"Jan 10, 03:00 pm",91.2249,0.443179,40.4289,25.8153,573.454,291.065,291.041,573.454,0.898298
"Jan 10, 04:00 pm",91.2032,0.442511,40.3584,25.8369,573.447,291.125,291.101,573.447,0.891103
"Jan 10, 05:00 pm",91.1808,0.441621,40.2674,25.8675,573.457,291.205,291.18,573.457,0.883219
"Jan 10, 06:00 pm",91.16,0.443519,40.4312,25.7855,573.23,291.039,291.015,573.23,0.888291
"Jan 10, 07:00 pm",87.3446,0.438654,38.3141,24.4603,571.965,291.094,290,0,0
"Jan 10, 08:00 pm",87.3787,0.440062,38.452,24.4146,571.881,290.971,290,0,0
"Jan 10, 09:00 pm",87.3785,0.441454,38.5736,24.3605,571.787,290.847,290,0,0
"Jan 10, 10:00 pm",87.3785,0.442968,38.7059,24.3016,571.682,290.712,290,0,0
"Jan 10, 11:00 pm",87.3785,0.444117,38.8063,24.257,571.56,290.613,290,0,0
"Jan 11, 12:00 am",87.3787,0.436245,38.1185,24.0126,571.418,291.359,290,0,0
"Jan 11, 01:00 am",87.3786,0.436629,38.1521,23.998,571.246,291.333,290,0,0
"Jan 11, 02:00 am",87.3785,0.437045,38.1883,23.982,571.029,291.309,290,0,0
"Jan 11, 03:00 am",87.3785,0.43807,38.2779,23.9429,570.736,291.233,290,0,0
"Jan 11, 04:00 am",87.4373,0.438844,38.3713,23.9282,570.275,291.199,290,0,0
"Jan 11, 05:00 am",6.28869,0.146144,2.55659,1.83507,572.475,284.997,290,0,0
"Jan 11, 06:00 am",0,0,0,0,574,290,290,0,0
"Jan 11, 07:00 am",28.6452,0,0,0,573.787,290,290,390.134,0.324546
"Jan 11, 08:00 am",88.0594,0.371433,32.4553,20.2587,573.309,290.388,290.326,573.309,0.95499
"Jan 11, 09:00 am",87.3785,0.442343,38.6512,24.3275,573.404,290.66,290.583,573.404,0.963089
"Jan 11, 10:00 am",87.3787,0.440794,38.516,24.3874,573.372,290.808,290.395,573.372,0.964609
"Jan 11, 11:00 am",87.4164,0.439624,38.4303,24.442,573.338,290.925,290.396,573.338,0.963785
"Jan 11, 12:00 pm",87.3785,0.444361,38.8276,24.7981,573.295,290.478,290.403,573.295,0.959796
"Jan 11, 01:00 pm",87.3785,0.444015,38.7974,24.8111,573.212,290.516,290.116,573.212,0.958852
"Jan 11, 02:00 pm",91.1721,0.441862,40.2855,25.8556,573.41,291.184,290.512,573.41,0.949411
"Jan 11, 03:00 pm",91.1547,0.441032,40.2021,25.885,573.431,291.258,291.234,573.431,0.892788
"Jan 11, 04:00 pm",91.2684,0.445166,40.6296,26.2961,573.412,290.888,290.636,573.412,0.883405
"Jan 11, 05:00 pm",91.2507,0.444537,40.5643,26.3175,573.414,290.944,290.699,573.414,0.873201
"Jan 11, 06:00 pm",91.1688,0.443829,40.4633,25.7756,573.23,291.011,290.987,573.23,0.888385
"Jan 11, 07:00 pm",87.3462,0.439141,38.3573,24.4423,571.967,291.048,290,0,0
"Jan 11, 08:00 pm",87.3786,0.440849,38.5207,24.3846,571.884,290.897,290,0,0
"Jan 11, 09:00 pm",87.3785,0.44241,38.6571,24.324,571.79,290.758,290,0,0
"Jan 11, 10:00 pm",87.3785,0.443755,38.7747,24.2717,571.684,290.639,290,0,0
"Jan 11, 11:00 pm",87.3785,0.444874,38.8724,24.2286,571.563,290.542,290,0,0
"Jan 12, 12:00 am",87.3785,0.439278,38.3835,23.8969,571.421,291.074,290,0,0
"Jan 12, 01:00 am",87.3788,0.440044,38.4506,23.8676,571.249,291.012,290,0,0
"Jan 12, 02:00 am",87.3787,0.440614,38.5003,23.8457,571.033,290.974,290,0,0
"Jan 12, 03:00 am",87.3785,0.441954,38.6173,23.7943,570.74,290.87,290,0,0
"Jan 12, 04:00 am",87.3785,0.443123,38.7194,23.7494,570.28,290.793,290,0,0
"Jan 12, 05:00 am",7.03517,0.16337,2.86021,2.03697,572.291,284.41,290,0,0
"Jan 12, 06:00 am",0,0,0,0,574,290,290,0,0
"Jan 12, 07:00 am",23.8895,0,0,0,573.795,290,290,378.697,0.286053
"Jan 12, 08:00 am",88.273,0.342929,29.9646,18.7776,573.285,290.873,290.508,573.285,0.953514
"Jan 12, 09:00 am",87.3099,0.435179,37.9954,24.0377,573.39,291.328,290.584,573.39,0.962314
"Jan 12, 10:00 am",87.3785,0.445093,38.8915,24.2204,573.36,290.405,290.338,573.36,0.964112
"Jan 12, 11:00 am",87.3785,0.443978,38.7941,24.2628,573.33,290.512,290.116,573.33,0.963936
"Jan 12, 12:00 pm",87.3787,0.440654,38.5037,24.3921,573.27,290.827,290.191,573.27,0.957971
"Jan 12, 01:00 pm",87.3785,0.440003,38.4468,24.4168,573.184,290.894,290.146,573.184,0.956819
