NOMBRE BARRA,NIVEL TENSIÓN,AÑO,MES,DÍA,HORA,CMg USD,,CMg Promedio,33.2
C.DOMINADOR___220,220,2019,11,23,18,29.5,,,
C.DOMINADOR___220,220,2019,11,23,19,35.5,,,
C.DOMINADOR___220,220,2019,11,23,12,29.8,,,
C.DOMINADOR___220,220,2019,11,23,13,29.8,,,
C.DOMINADOR___220,220,2019,11,23,14,29.8,,,
C.DOMINADOR___220,220,2019,11,23,15,29.7,,,
C.DOMINADOR___220,220,2019,11,23,20,39.3,,,
C.DOMINADOR___220,220,2019,11,23,16,29.2,,,
C.DOMINADOR___220,220,2019,11,23,17,29.2,,,
C.DOMINADOR___220,220,2019,11,23,21,39.3,,,
C.DOMINADOR___220,220,2019,11,23,22,39.3,,,
C.DOMINADOR___220,220,2019,11,23,1,40.6,,,
C.DOMINADOR___220,220,2019,11,23,2,40.6,,,
C.DOMINADOR___220,220,2019,11,23,23,39.3,,,
C.DOMINADOR___220,220,2019,11,23,24,39.3,,,
C.DOMINADOR___220,220,2019,11,21,16,30,,,
C.DOMINADOR___220,220,2019,11,21,2,41.4,,,
C.DOMINADOR___220,220,2019,11,23,3,40.6,,,
C.DOMINADOR___220,220,2019,11,23,4,40.6,,,
C.DOMINADOR___220,220,2019,11,23,5,40.6,,,
C.DOMINADOR___220,220,2019,11,23,6,40.6,,,
C.DOMINADOR___220,220,2019,11,23,7,40.6,,,
C.DOMINADOR___220,220,2019,11,23,8,40.6,,,
C.DOMINADOR___220,220,2019,11,24,11,29,,,
C.DOMINADOR___220,220,2019,11,24,12,28.9,,,
C.DOMINADOR___220,220,2019,11,24,13,28.7,,,
C.DOMINADOR___220,220,2019,11,24,14,28.1,,,
C.DOMINADOR___220,220,2019,11,24,18,28.3,,,
C.DOMINADOR___220,220,2019,11,24,9,29.3,,,
C.DOMINADOR___220,220,2019,11,24,15,27.2,,,
C.DOMINADOR___220,220,2019,11,24,1,39.5,,,
C.DOMINADOR___220,220,2019,11,24,2,39.5,,,
C.DOMINADOR___220,220,2019,11,24,3,39.5,,,
C.DOMINADOR___220,220,2019,11,24,16,27.2,,,
C.DOMINADOR___220,220,2019,11,24,10,29.7,,,
C.DOMINADOR___220,220,2019,11,24,4,39.5,,,
C.DOMINADOR___220,220,2019,11,24,5,39.5,,,
C.DOMINADOR___220,220,2019,11,24,17,27.2,,,
C.DOMINADOR___220,220,2019,11,24,6,39.5,,,
C.DOMINADOR___220,220,2019,11,24,7,39.5,,,
C.DOMINADOR___220,220,2019,11,24,8,35.7,,,
C.DOMINADOR___220,220,2019,11,24,20,40,,,
C.DOMINADOR___220,220,2019,11,24,21,40,,,
C.DOMINADOR___220,220,2019,11,24,22,40,,,
C.DOMINADOR___220,220,2019,11,24,23,40,,,
C.DOMINADOR___220,220,2019,11,24,24,40,,,
C.DOMINADOR___220,220,2019,11,25,19,36.8,,,
C.DOMINADOR___220,220,2019,11,25,14,29.2,,,
C.DOMINADOR___220,220,2019,11,24,19,34.5,,,
C.DOMINADOR___220,220,2019,11,25,15,29.4,,,
C.DOMINADOR___220,220,2019,11,25,12,30.1,,,
C.DOMINADOR___220,220,2019,11,25,13,29.5,,,
C.DOMINADOR___220,220,2019,11,25,20,39.3,,,
C.DOMINADOR___220,220,2019,11,25,21,39.3,,,
C.DOMINADOR___220,220,2019,11,25,22,39.3,,,
C.DOMINADOR___220,220,2019,11,25,1,39.9,,,
C.DOMINADOR___220,220,2019,11,25,2,39.9,,,
C.DOMINADOR___220,220,2019,11,25,3,39.9,,,
C.DOMINADOR___220,220,2019,11,25,16,29.5,,,
C.DOMINADOR___220,220,2019,11,25,4,39.9,,,
C.DOMINADOR___220,220,2019,11,25,5,39.9,,,
C.DOMINADOR___220,220,2019,11,25,6,39.9,,,
C.DOMINADOR___220,220,2019,11,25,23,39.3,,,
C.DOMINADOR___220,220,2019,11,25,24,39.3,,,
C.DOMINADOR___220,220,2019,11,25,7,39.9,,,
C.DOMINADOR___220,220,2019,11,25,8,39.9,,,
C.DOMINADOR___220,220,2019,11,25,10,31.1,,,
C.DOMINADOR___220,220,2019,11,25,17,29.5,,,
C.DOMINADOR___220,220,2019,11,25,11,31.8,,,
C.DOMINADOR___220,220,2019,11,25,18,29.5,,,
C.DOMINADOR___220,220,2019,11,25,9,29.9,,,
C.DOMINADOR___220,220,2019,11,26,8,31.7,,,
C.DOMINADOR___220,220,2019,11,26,9,27.2,,,
C.DOMINADOR___220,220,2019,11,26,10,29.4,,,
C.DOMINADOR___220,220,2019,11,26,11,29.4,,,
C.DOMINADOR___220,220,2019,11,26,12,30.9,,,
C.DOMINADOR___220,220,2019,11,26,17,32.4,,,
C.DOMINADOR___220,220,2019,11,26,18,31.2,,,
C.DOMINADOR___220,220,2019,11,26,3,39.1,,,
C.DOMINADOR___220,220,2019,11,26,4,39.2,,,
C.DOMINADOR___220,220,2019,11,26,5,40.3,,,
C.DOMINADOR___220,220,2019,11,26,6,40.3,,,
C.DOMINADOR___220,220,2019,11,26,7,40.5,,,
C.DOMINADOR___220,220,2019,11,26,19,40,,,
C.DOMINADOR___220,220,2019,11,26,1,40.6,,,
C.DOMINADOR___220,220,2019,11,26,2,40.6,,,
C.DOMINADOR___220,220,2019,11,26,13,33.2,,,
C.DOMINADOR___220,220,2019,11,26,14,33.2,,,
C.DOMINADOR___220,220,2019,11,26,15,33.2,,,
C.DOMINADOR___220,220,2019,11,26,16,33.2,,,
C.DOMINADOR___220,220,2019,11,26,20,40.3,,,
C.DOMINADOR___220,220,2019,11,26,21,40.3,,,
C.DOMINADOR___220,220,2019,11,26,22,40.3,,,
C.DOMINADOR___220,220,2019,11,26,23,40.3,,,
C.DOMINADOR___220,220,2019,11,26,24,40.3,,,
C.DOMINADOR___220,220,2019,11,27,14,27,,,
C.DOMINADOR___220,220,2019,11,27,15,26.9,,,
C.DOMINADOR___220,220,2019,11,27,9,29.9,,,
C.DOMINADOR___220,220,2019,11,27,10,29.4,,,
C.DOMINADOR___220,220,2019,11,27,19,35.8,,,
C.DOMINADOR___220,220,2019,11,27,20,39.4,,,
C.DOMINADOR___220,220,2019,11,27,1,40.5,,,
C.DOMINADOR___220,220,2019,11,27,11,29.4,,,
C.DOMINADOR___220,220,2019,11,27,13,28,,,
C.DOMINADOR___220,220,2019,11,27,2,40.5,,,
C.DOMINADOR___220,220,2019,11,27,18,29.4,,,
C.DOMINADOR___220,220,2019,11,27,21,39.4,,,
C.DOMINADOR___220,220,2019,11,27,22,39.4,,,
C.DOMINADOR___220,220,2019,11,27,12,29.4,,,
C.DOMINADOR___220,220,2019,11,27,17,29.3,,,
C.DOMINADOR___220,220,2019,11,27,23,39.4,,,
C.DOMINADOR___220,220,2019,11,27,3,39.4,,,
C.DOMINADOR___220,220,2019,11,27,24,39.4,,,
C.DOMINADOR___220,220,2019,11,27,7,40.5,,,
C.DOMINADOR___220,220,2019,11,27,8,40.5,,,
C.DOMINADOR___220,220,2019,11,27,4,36.6,,,
C.DOMINADOR___220,220,2019,11,27,5,36.6,,,
C.DOMINADOR___220,220,2019,11,27,6,38.5,,,
C.DOMINADOR___220,220,2019,11,28,14,29.5,,,
C.DOMINADOR___220,220,2019,11,28,15,29.5,,,
C.DOMINADOR___220,220,2019,11,28,19,38.7,,,
C.DOMINADOR___220,220,2019,11,28,20,38.9,,,
C.DOMINADOR___220,220,2019,11,27,16,27.8,,,
C.DOMINADOR___220,220,2019,11,28,16,29.5,,,
C.DOMINADOR___220,220,2019,11,28,21,38.9,,,
C.DOMINADOR___220,220,2019,11,28,22,38.9,,,
C.DOMINADOR___220,220,2019,11,28,17,29.5,,,
C.DOMINADOR___220,220,2019,11,28,18,29.5,,,
C.DOMINADOR___220,220,2019,11,28,23,38.9,,,
C.DOMINADOR___220,220,2019,11,28,24,38.9,,,
C.DOMINADOR___220,220,2019,11,28,1,38.2,,,
C.DOMINADOR___220,220,2019,11,28,2,38.2,,,
C.DOMINADOR___220,220,2019,11,28,3,38.2,,,
C.DOMINADOR___220,220,2019,11,28,4,38.2,,,
C.DOMINADOR___220,220,2019,11,28,5,38.2,,,
C.DOMINADOR___220,220,2019,11,28,6,38.2,,,
C.DOMINADOR___220,220,2019,11,28,7,38.2,,,
C.DOMINADOR___220,220,2019,11,28,8,38.2,,,
C.DOMINADOR___220,220,2019,11,28,9,31.4,,,
C.DOMINADOR___220,220,2019,11,28,10,31.4,,,
C.DOMINADOR___220,220,2019,11,28,11,31.4,,,
C.DOMINADOR___220,220,2019,11,28,12,31.4,,,
C.DOMINADOR___220,220,2019,11,28,13,31.4,,,
C.DOMINADOR___220,220,2019,11,29,1,40.6,,,
C.DOMINADOR___220,220,2019,11,29,2,40.6,,,
C.DOMINADOR___220,220,2019,11,29,3,40.6,,,
C.DOMINADOR___220,220,2019,11,29,4,40.6,,,
C.DOMINADOR___220,220,2019,11,29,5,40.6,,,
C.DOMINADOR___220,220,2019,11,29,6,40.6,,,
C.DOMINADOR___220,220,2019,11,29,7,40.6,,,
C.DOMINADOR___220,220,2019,11,29,8,40.6,,,
C.DOMINADOR___220,220,2019,11,29,9,32.2,,,
C.DOMINADOR___220,220,2019,11,29,10,32.2,,,
C.DOMINADOR___220,220,2019,11,29,11,32.2,,,
C.DOMINADOR___220,220,2019,11,29,12,32.2,,,
C.DOMINADOR___220,220,2019,11,29,13,32.2,,,
C.DOMINADOR___220,220,2019,11,29,14,32.1,,,
C.DOMINADOR___220,220,2019,11,29,19,38.8,,,
C.DOMINADOR___220,220,2019,11,29,20,38.8,,,
C.DOMINADOR___220,220,2019,11,29,21,38.8,,,
C.DOMINADOR___220,220,2019,11,29,22,38.8,,,
C.DOMINADOR___220,220,2019,11,29,23,38.8,,,
C.DOMINADOR___220,220,2019,11,29,24,38.8,,,
C.DOMINADOR___220,220,2019,11,29,15,29.7,,,
C.DOMINADOR___220,220,2019,11,29,16,29.7,,,
C.DOMINADOR___220,220,2019,11,29,17,29.7,,,
C.DOMINADOR___220,220,2019,11,29,18,29.7,,,
C.DOMINADOR___220,220,2019,11,30,14,28.7,,,
C.DOMINADOR___220,220,2019,11,30,15,28.3,,,
C.DOMINADOR___220,220,2019,11,30,9,27.5,,,
C.DOMINADOR___220,220,2019,11,30,16,28.5,,,
C.DOMINADOR___220,220,2019,11,30,17,28.5,,,
C.DOMINADOR___220,220,2019,11,30,18,28.5,,,
C.DOMINADOR___220,220,2019,11,30,19,30.2,,,
C.DOMINADOR___220,220,2019,11,30,1,40.2,,,
C.DOMINADOR___220,220,2019,11,30,2,40.2,,,
C.DOMINADOR___220,220,2019,11,30,3,40.2,,,
C.DOMINADOR___220,220,2019,11,30,4,40.2,,,
C.DOMINADOR___220,220,2019,11,30,5,40.2,,,
C.DOMINADOR___220,220,2019,11,30,6,40.2,,,
C.DOMINADOR___220,220,2019,11,30,7,40.2,,,
C.DOMINADOR___220,220,2019,11,30,20,38.1,,,
C.DOMINADOR___220,220,2019,11,30,21,39,,,
C.DOMINADOR___220,220,2019,11,30,22,39,,,
C.DOMINADOR___220,220,2019,11,30,23,39,,,
C.DOMINADOR___220,220,2019,11,30,24,39,,,
C.DOMINADOR___220,220,2019,11,30,10,29.2,,,
C.DOMINADOR___220,220,2019,11,30,11,29.2,,,
C.DOMINADOR___220,220,2019,11,30,12,29.2,,,
C.DOMINADOR___220,220,2019,11,30,13,29.2,,,
C.DOMINADOR___220,220,2019,11,3,17,27.9,,,
C.DOMINADOR___220,220,2019,11,3,18,28.9,,,
C.DOMINADOR___220,220,2019,11,3,20,33.6,,,
C.DOMINADOR___220,220,2019,11,3,21,36.4,,,
C.DOMINADOR___220,220,2019,11,3,3,45.9,,,
C.DOMINADOR___220,220,2019,11,3,4,31.9,,,
C.DOMINADOR___220,220,2019,11,3,22,36.4,,,
C.DOMINADOR___220,220,2019,11,3,23,36.4,,,
C.DOMINADOR___220,220,2019,11,30,8,35.1,,,
C.DOMINADOR___220,220,2019,11,3,5,31.9,,,
C.DOMINADOR___220,220,2019,11,3,6,30.9,,,
C.DOMINADOR___220,220,2019,11,3,24,36.4,,,
C.DOMINADOR___220,220,2019,11,3,7,30.3,,,
C.DOMINADOR___220,220,2019,11,3,8,29.9,,,
C.DOMINADOR___220,220,2019,11,3,19,31.3,,,
C.DOMINADOR___220,220,2019,11,3,9,25.9,,,
C.DOMINADOR___220,220,2019,11,3,15,27.8,,,
C.DOMINADOR___220,220,2019,11,3,10,25.9,,,
C.DOMINADOR___220,220,2019,11,3,11,27,,,
C.DOMINADOR___220,220,2019,11,3,16,27.8,,,
C.DOMINADOR___220,220,2019,11,3,12,27.8,,,
C.DOMINADOR___220,220,2019,11,3,13,27.8,,,
C.DOMINADOR___220,220,2019,11,3,14,27.8,,,
C.DOMINADOR___220,220,2019,11,3,1,55.2,,,
C.DOMINADOR___220,220,2019,11,3,2,55.2,,,
C.DOMINADOR___220,220,2019,11,8,6,32,,,
C.DOMINADOR___220,220,2019,11,8,23,37,,,
C.DOMINADOR___220,220,2019,11,8,24,33.6,,,
C.DOMINADOR___220,220,2019,11,8,22,37.6,,,
C.DOMINADOR___220,220,2019,11,8,11,29.3,,,
C.DOMINADOR___220,220,2019,11,8,12,29.4,,,
C.DOMINADOR___220,220,2019,11,8,2,30.9,,,
C.DOMINADOR___220,220,2019,11,8,3,30.9,,,
C.DOMINADOR___220,220,2019,11,8,21,39.2,,,
C.DOMINADOR___220,220,2019,11,8,4,30.9,,,
C.DOMINADOR___220,220,2019,11,8,5,30.9,,,
C.DOMINADOR___220,220,2019,11,8,9,27.6,,,
C.DOMINADOR___220,220,2019,11,8,8,31.9,,,
C.DOMINADOR___220,220,2019,11,8,19,33.5,,,
C.DOMINADOR___220,220,2019,11,8,20,37.6,,,
C.DOMINADOR___220,220,2019,11,8,13,29.4,,,
C.DOMINADOR___220,220,2019,11,8,14,29.4,,,
C.DOMINADOR___220,220,2019,11,8,15,29.4,,,
C.DOMINADOR___220,220,2019,11,8,1,31,,,
C.DOMINADOR___220,220,2019,11,8,10,29.3,,,
C.DOMINADOR___220,220,2019,11,8,16,29.4,,,
C.DOMINADOR___220,220,2019,11,8,17,29.4,,,
C.DOMINADOR___220,220,2019,11,8,18,29.3,,,
C.DOMINADOR___220,220,2019,11,8,7,32.9,,,
C.DOMINADOR___220,220,2019,11,11,9,26.4,,,
C.DOMINADOR___220,220,2019,11,11,10,29.4,,,
C.DOMINADOR___220,220,2019,11,11,11,29.4,,,
C.DOMINADOR___220,220,2019,11,11,13,30.3,,,
C.DOMINADOR___220,220,2019,11,11,14,30.3,,,
C.DOMINADOR___220,220,2019,11,11,1,32,,,
C.DOMINADOR___220,220,2019,11,11,8,30.6,,,
C.DOMINADOR___220,220,2019,11,11,12,29.9,,,
C.DOMINADOR___220,220,2019,11,11,15,30.2,,,
C.DOMINADOR___220,220,2019,11,11,16,29.9,,,
C.DOMINADOR___220,220,2019,11,11,24,40.8,,,
C.DOMINADOR___220,220,2019,11,11,2,31.2,,,
C.DOMINADOR___220,220,2019,11,11,17,31,,,
C.DOMINADOR___220,220,2019,11,11,18,31.5,,,
C.DOMINADOR___220,220,2019,11,11,19,39.9,,,
C.DOMINADOR___220,220,2019,11,11,20,39.9,,,
C.DOMINADOR___220,220,2019,11,11,21,39.9,,,
C.DOMINADOR___220,220,2019,11,11,22,41.5,,,
C.DOMINADOR___220,220,2019,11,11,3,31,,,
C.DOMINADOR___220,220,2019,11,11,6,31,,,
C.DOMINADOR___220,220,2019,11,11,7,31,,,
C.DOMINADOR___220,220,2019,11,11,4,31,,,
C.DOMINADOR___220,220,2019,11,11,5,31,,,
C.DOMINADOR___220,220,2019,11,11,23,41.8,,,
C.DOMINADOR___220,220,2019,12,1,1,40.6,,,
C.DOMINADOR___220,220,2019,12,1,2,40,,,
C.DOMINADOR___220,220,2019,12,1,3,39.4,,,
C.DOMINADOR___220,220,2019,12,1,4,37.9,,,
C.DOMINADOR___220,220,2019,12,1,5,33.5,,,
C.DOMINADOR___220,220,2019,12,1,6,33.5,,,
C.DOMINADOR___220,220,2019,12,1,9,28.2,,,
C.DOMINADOR___220,220,2019,12,1,10,28.2,,,
C.DOMINADOR___220,220,2019,12,1,11,28.2,,,
C.DOMINADOR___220,220,2019,12,1,12,28.2,,,
C.DOMINADOR___220,220,2019,12,1,13,28.2,,,
C.DOMINADOR___220,220,2019,12,1,14,28.2,,,
C.DOMINADOR___220,220,2019,12,1,15,28.2,,,
C.DOMINADOR___220,220,2019,12,1,16,28.2,,,
C.DOMINADOR___220,220,2019,12,1,17,28.2,,,
C.DOMINADOR___220,220,2019,12,1,18,28.3,,,
C.DOMINADOR___220,220,2019,12,1,7,29,,,
C.DOMINADOR___220,220,2019,12,1,19,34.9,,,
C.DOMINADOR___220,220,2019,12,1,21,38,,,
C.DOMINADOR___220,220,2019,12,1,22,38.6,,,
C.DOMINADOR___220,220,2019,12,1,23,38.6,,,
C.DOMINADOR___220,220,2019,12,1,24,38.6,,,
C.DOMINADOR___220,220,2019,12,1,8,29.4,,,
C.DOMINADOR___220,220,2019,12,1,20,34.9,,,
C.DOMINADOR___220,220,2019,12,2,1,40.8,,,
C.DOMINADOR___220,220,2019,12,2,2,39.9,,,
C.DOMINADOR___220,220,2019,12,2,6,40.8,,,
C.DOMINADOR___220,220,2019,12,2,7,40.8,,,
C.DOMINADOR___220,220,2019,12,2,5,39.7,,,
C.DOMINADOR___220,220,2019,12,2,9,29.4,,,
C.DOMINADOR___220,220,2019,12,2,3,35.7,,,
C.DOMINADOR___220,220,2019,12,2,4,36.1,,,
C.DOMINADOR___220,220,2019,12,2,8,39.3,,,
C.DOMINADOR___220,220,2019,12,2,10,30.3,,,
C.DOMINADOR___220,220,2019,12,2,11,29.8,,,
C.DOMINADOR___220,220,2019,12,2,12,29.5,,,
C.DOMINADOR___220,220,2019,12,2,13,29.5,,,
C.DOMINADOR___220,220,2019,12,2,15,31.6,,,
C.DOMINADOR___220,220,2019,12,2,16,32.5,,,
C.DOMINADOR___220,220,2019,12,2,17,33.2,,,
C.DOMINADOR___220,220,2019,12,2,18,31.4,,,
C.DOMINADOR___220,220,2019,12,2,14,29.5,,,
C.DOMINADOR___220,220,2019,12,2,20,40.3,,,
C.DOMINADOR___220,220,2019,12,2,21,41.4,,,
C.DOMINADOR___220,220,2019,12,2,22,41.4,,,
C.DOMINADOR___220,220,2019,12,2,23,41.4,,,
C.DOMINADOR___220,220,2019,12,2,24,41.4,,,
C.DOMINADOR___220,220,2019,12,2,19,35.7,,,
C.DOMINADOR___220,220,2019,12,3,1,39.4,,,
C.DOMINADOR___220,220,2019,12,3,2,39.4,,,
C.DOMINADOR___220,220,2019,12,3,4,39.2,,,
C.DOMINADOR___220,220,2019,12,3,5,39.4,,,
C.DOMINADOR___220,220,2019,12,3,6,39.4,,,
C.DOMINADOR___220,220,2019,12,3,7,39.4,,,
C.DOMINADOR___220,220,2019,12,3,8,39.4,,,
C.DOMINADOR___220,220,2019,12,3,3,38.6,,,
C.DOMINADOR___220,220,2019,12,3,10,32.1,,,
C.DOMINADOR___220,220,2019,12,3,11,32.1,,,
C.DOMINADOR___220,220,2019,12,3,9,31.8,,,
C.DOMINADOR___220,220,2019,12,3,14,31.1,,,
C.DOMINADOR___220,220,2019,12,3,16,32,,,
C.DOMINADOR___220,220,2019,12,3,17,31.8,,,
C.DOMINADOR___220,220,2019,12,3,19,34.5,,,
C.DOMINADOR___220,220,2019,12,3,20,39.3,,,
C.DOMINADOR___220,220,2019,12,3,21,39.5,,,
C.DOMINADOR___220,220,2019,12,3,22,39.5,,,
C.DOMINADOR___220,220,2019,12,3,23,39.5,,,
C.DOMINADOR___220,220,2019,12,3,24,39.5,,,
C.DOMINADOR___220,220,2019,12,3,12,32.1,,,
C.DOMINADOR___220,220,2019,12,3,15,31.1,,,
C.DOMINADOR___220,220,2019,12,3,13,32.1,,,
C.DOMINADOR___220,220,2019,12,3,18,29.3,,,
C.DOMINADOR___220,220,2019,12,4,1,41.3,,,
C.DOMINADOR___220,220,2019,12,4,2,41.3,,,
C.DOMINADOR___220,220,2019,12,4,3,41.3,,,
C.DOMINADOR___220,220,2019,12,4,4,41.3,,,
C.DOMINADOR___220,220,2019,12,4,5,41.3,,,
C.DOMINADOR___220,220,2019,12,4,6,41.3,,,
C.DOMINADOR___220,220,2019,12,4,7,41.3,,,
C.DOMINADOR___220,220,2019,12,4,8,31.3,,,
C.DOMINADOR___220,220,2019,12,4,11,32.2,,,
C.DOMINADOR___220,220,2019,12,4,12,32,,,
C.DOMINADOR___220,220,2019,12,4,9,30.6,,,
C.DOMINADOR___220,220,2019,12,4,10,32.7,,,
C.DOMINADOR___220,220,2019,12,4,15,29.8,,,
C.DOMINADOR___220,220,2019,12,4,16,29.8,,,
C.DOMINADOR___220,220,2019,12,4,17,29.8,,,
C.DOMINADOR___220,220,2019,12,4,14,31,,,
C.DOMINADOR___220,220,2019,12,4,18,29.5,,,
C.DOMINADOR___220,220,2019,12,4,19,35.3,,,
C.DOMINADOR___220,220,2019,12,4,20,41.1,,,
C.DOMINADOR___220,220,2019,12,4,21,41.3,,,
C.DOMINADOR___220,220,2019,12,4,22,41.3,,,
C.DOMINADOR___220,220,2019,12,4,23,41.3,,,
C.DOMINADOR___220,220,2019,12,4,24,41.3,,,
C.DOMINADOR___220,220,2019,12,4,13,32.3,,,
C.DOMINADOR___220,220,2019,12,5,1,39.8,,,
C.DOMINADOR___220,220,2019,12,5,2,39.8,,,
C.DOMINADOR___220,220,2019,12,5,3,39.8,,,
C.DOMINADOR___220,220,2019,12,5,4,39.8,,,
C.DOMINADOR___220,220,2019,12,5,5,39.8,,,
C.DOMINADOR___220,220,2019,12,5,6,39.8,,,
C.DOMINADOR___220,220,2019,12,5,7,39.8,,,
C.DOMINADOR___220,220,2019,12,5,8,39.8,,,
C.DOMINADOR___220,220,2019,12,5,9,29.8,,,
C.DOMINADOR___220,220,2019,12,5,10,30.2,,,
C.DOMINADOR___220,220,2019,12,5,11,31.9,,,
C.DOMINADOR___220,220,2019,12,5,12,32.1,,,
C.DOMINADOR___220,220,2019,12,5,13,32.3,,,
C.DOMINADOR___220,220,2019,12,5,14,32.3,,,
C.DOMINADOR___220,220,2019,12,5,15,32.3,,,
C.DOMINADOR___220,220,2019,12,5,16,32.3,,,
C.DOMINADOR___220,220,2019,12,5,17,32.3,,,
C.DOMINADOR___220,220,2019,12,5,18,32.3,,,
C.DOMINADOR___220,220,2019,12,5,20,39.6,,,
C.DOMINADOR___220,220,2019,12,5,21,39.6,,,
C.DOMINADOR___220,220,2019,12,5,22,39.6,,,
C.DOMINADOR___220,220,2019,12,5,23,39.6,,,
C.DOMINADOR___220,220,2019,12,5,24,39.6,,,
C.DOMINADOR___220,220,2019,12,5,19,37.5,,,
C.DOMINADOR___220,220,2019,12,6,1,40.8,,,
C.DOMINADOR___220,220,2019,12,6,2,40.8,,,
C.DOMINADOR___220,220,2019,12,6,3,40.8,,,
C.DOMINADOR___220,220,2019,12,6,4,40.8,,,
C.DOMINADOR___220,220,2019,12,6,5,40.8,,,
C.DOMINADOR___220,220,2019,12,6,6,40.8,,,
C.DOMINADOR___220,220,2019,12,6,7,40.8,,,
C.DOMINADOR___220,220,2019,12,6,8,40.6,,,
C.DOMINADOR___220,220,2019,12,6,9,31.5,,,
C.DOMINADOR___220,220,2019,12,6,10,31.5,,,
C.DOMINADOR___220,220,2019,12,6,11,31.5,,,
C.DOMINADOR___220,220,2019,12,6,12,31.5,,,
C.DOMINADOR___220,220,2019,12,6,13,31.5,,,
C.DOMINADOR___220,220,2019,12,6,14,31.5,,,
C.DOMINADOR___220,220,2019,12,6,15,31.5,,,
C.DOMINADOR___220,220,2019,12,6,16,31.5,,,
C.DOMINADOR___220,220,2019,12,6,17,31.3,,,
C.DOMINADOR___220,220,2019,12,6,18,30.6,,,
C.DOMINADOR___220,220,2019,12,6,20,38.4,,,
C.DOMINADOR___220,220,2019,12,6,21,38.5,,,
C.DOMINADOR___220,220,2019,12,6,22,38.5,,,
C.DOMINADOR___220,220,2019,12,6,23,38.5,,,
C.DOMINADOR___220,220,2019,12,6,24,38.5,,,
C.DOMINADOR___220,220,2019,12,6,19,35.6,,,
C.DOMINADOR___220,220,2019,12,7,1,38.6,,,
C.DOMINADOR___220,220,2019,12,7,2,38.6,,,
C.DOMINADOR___220,220,2019,12,7,3,38.6,,,
C.DOMINADOR___220,220,2019,12,7,4,38.6,,,
C.DOMINADOR___220,220,2019,12,7,5,38.6,,,
C.DOMINADOR___220,220,2019,12,7,6,38.6,,,
C.DOMINADOR___220,220,2019,12,7,7,38.6,,,
C.DOMINADOR___220,220,2019,12,7,8,33,,,
C.DOMINADOR___220,220,2019,12,7,9,28.6,,,
C.DOMINADOR___220,220,2019,12,7,10,28.6,,,
C.DOMINADOR___220,220,2019,12,7,11,28.6,,,
C.DOMINADOR___220,220,2019,12,7,12,28.6,,,
C.DOMINADOR___220,220,2019,12,7,13,28.6,,,
C.DOMINADOR___220,220,2019,12,7,14,28.6,,,
C.DOMINADOR___220,220,2019,12,7,15,28.6,,,
C.DOMINADOR___220,220,2019,12,7,16,28.6,,,
C.DOMINADOR___220,220,2019,12,7,17,27.5,,,
C.DOMINADOR___220,220,2019,12,7,18,26.9,,,
C.DOMINADOR___220,220,2019,12,7,20,35.9,,,
C.DOMINADOR___220,220,2019,12,7,21,36.8,,,
C.DOMINADOR___220,220,2019,12,7,22,36.8,,,
C.DOMINADOR___220,220,2019,12,7,23,36.8,,,
C.DOMINADOR___220,220,2019,12,7,24,36.8,,,
C.DOMINADOR___220,220,2019,12,7,19,29.9,,,
C.DOMINADOR___220,220,2019,12,8,1,35.2,,,
C.DOMINADOR___220,220,2019,12,8,2,35.2,,,
C.DOMINADOR___220,220,2019,12,8,3,35.2,,,
C.DOMINADOR___220,220,2019,12,8,4,35.2,,,
C.DOMINADOR___220,220,2019,12,8,5,35.2,,,
C.DOMINADOR___220,220,2019,12,8,6,35.2,,,
C.DOMINADOR___220,220,2019,12,8,7,32,,,
C.DOMINADOR___220,220,2019,12,8,8,30.1,,,
C.DOMINADOR___220,220,2019,12,8,9,25.9,,,
C.DOMINADOR___220,220,2019,12,8,10,27,,,
C.DOMINADOR___220,220,2019,12,8,12,29.3,,,
C.DOMINADOR___220,220,2019,12,8,13,29.6,,,
C.DOMINADOR___220,220,2019,12,8,14,29.6,,,
C.DOMINADOR___220,220,2019,12,8,15,29.6,,,
C.DOMINADOR___220,220,2019,12,8,16,29.3,,,
C.DOMINADOR___220,220,2019,12,8,17,29,,,
C.DOMINADOR___220,220,2019,12,8,18,29,,,
C.DOMINADOR___220,220,2019,12,8,19,31.8,,,
C.DOMINADOR___220,220,2019,12,8,20,36.8,,,
C.DOMINADOR___220,220,2019,12,8,21,36.8,,,
C.DOMINADOR___220,220,2019,12,8,22,36.8,,,
C.DOMINADOR___220,220,2019,12,8,23,36.8,,,
C.DOMINADOR___220,220,2019,12,8,24,36.8,,,
C.DOMINADOR___220,220,2019,12,8,11,27.1,,,
C.DOMINADOR___220,220,2019,12,9,1,37.7,,,
C.DOMINADOR___220,220,2019,12,9,2,37.7,,,
C.DOMINADOR___220,220,2019,12,9,3,37.7,,,
C.DOMINADOR___220,220,2019,12,9,4,37.7,,,
C.DOMINADOR___220,220,2019,12,9,5,37.7,,,
C.DOMINADOR___220,220,2019,12,9,6,37.7,,,
C.DOMINADOR___220,220,2019,12,9,7,37.7,,,
C.DOMINADOR___220,220,2019,12,9,8,37.7,,,
C.DOMINADOR___220,220,2019,12,9,9,30.2,,,
C.DOMINADOR___220,220,2019,12,9,10,30.2,,,
C.DOMINADOR___220,220,2019,12,9,11,30.2,,,
C.DOMINADOR___220,220,2019,12,9,12,30.2,,,
