"Time stamp","PC input energy | (MWt)","PC efficiency: gross","PC electrical power output: gross | (MWe)","PC water consumption: makeup + cooling | (kg/s)","PC HTF inlet temperature | (C)","PC HTF outlet temperature | (C)","Rec. HTF inlet temperature | (C)","Rec. HTF outlet temperature | (C)","Rec. thermal efficiency"
"Mar 25, 10:00 am",266.99,0.443027,118.284,74.2512,573.319,290.602,290.521,573.319,0.965978
"Mar 25, 11:00 am",266.99,0.439903,117.45,74.6236,573.292,290.897,290.8,573.292,0.9654
"Mar 25, 12:00 pm",266.955,0.439503,117.327,74.6607,573.282,290.934,290.837,573.282,0.965761
"Mar 25, 01:00 pm",266.952,0.439471,117.318,74.6638,573.225,290.94,290.549,573.225,0.964958
"Mar 25, 02:00 pm",267.158,0.441077,117.837,76.2041,573.22,290.798,290.449,573.22,0.963259
"Mar 25, 03:00 pm",278.631,0.444156,123.755,78.7376,573.26,290.982,290.718,573.26,0.947562
"Mar 25, 04:00 pm",278.772,0.443426,123.615,78.8643,573.461,291.043,291.018,573.461,0.91165
"Mar 25, 05:00 pm",278.672,0.442144,123.213,78.9989,573.475,291.158,291.133,573.475,0.906383
"Mar 25, 06:00 pm",266.739,0.441563,117.782,76.0484,573.268,290.732,290.655,573.388,0.893304
"Mar 25, 07:00 pm",267.094,0.44139,117.893,76.1597,572.305,290.824,290,0,0
"Mar 25, 08:00 pm",266.99,0.442842,118.234,75.9617,572.245,290.688,290,0,0
"Mar 25, 09:00 pm",266.99,0.444521,118.683,75.7625,572.178,290.535,290,0,0
"Mar 25, 10:00 pm",266.99,0.439732,117.404,74.6499,572.103,290.988,290,0,0
"Mar 25, 11:00 pm",266.99,0.441909,117.985,74.3912,572.016,290.79,290,0,0
"Mar 26, 12:00 am",266.99,0.441934,117.992,74.3881,571.914,290.794,290,0,0
"Mar 26, 01:00 am",266.99,0.442683,118.192,74.2986,571.79,290.732,290,0,0
"Mar 26, 02:00 am",266.99,0.44338,118.378,74.2149,571.634,290.677,290,0,0
"Mar 26, 03:00 am",266.99,0.444046,118.556,74.1356,571.42,290.629,290,0,0
"Mar 26, 04:00 am",262.758,0.442946,116.388,73.1976,571.08,290.571,290,0,0
"Mar 26, 05:00 am",0,0,0,0,574,290,290,0,0
"Mar 26, 06:00 am",0,0,0,0,574,290,290,0,0
"Mar 26, 07:00 am",0,0,0,0,574,290,290,0,0
"Mar 26, 08:00 am",157.374,0.0391941,10.4616,6.69329,573.612,290.095,290.072,457.019,0.559326
"Mar 26, 09:00 am",266.99,0.443013,118.28,74.2585,573.292,290.605,290.522,573.292,0.963078
"Mar 26, 10:00 am",266.991,0.440621,117.642,74.5431,573.311,290.828,290.44,573.311,0.965183
"Mar 26, 11:00 am",266.954,0.438753,117.127,76.4294,573.279,291.005,290.478,573.279,0.96439
"Mar 26, 12:00 pm",266.929,0.444561,118.666,75.7378,573.274,290.458,290.472,573.274,0.96549
"Mar 26, 01:00 pm",266.947,0.438986,117.186,74.721,573.216,290.986,290.397,573.216,0.964479
"Mar 26, 02:00 pm",266.946,0.438849,117.149,74.7366,573.212,290.999,290.358,573.212,0.962944
"Mar 26, 03:00 pm",278.758,0.444931,124.028,78.672,573.317,290.911,290.368,573.317,0.951214
"Mar 26, 04:00 pm",278.852,0.444253,123.881,78.7786,573.468,290.968,290.918,573.468,0.913309
"Mar 26, 05:00 pm",278.436,0.443129,123.383,78.8119,573.158,291.076,291.052,573.158,0.908595
"Mar 26, 06:00 pm",267.042,0.440049,117.511,74.6167,573.247,290.888,290.786,573.386,0.894924
"Mar 26, 07:00 pm",266.99,0.439818,117.427,74.6308,572.302,290.967,290,0,0
"Mar 26, 08:00 pm",266.99,0.441287,117.819,74.4562,572.242,290.833,290,0,0
"Mar 26, 09:00 pm",266.99,0.44359,118.434,74.182,572.175,290.623,290,0,0
"Mar 26, 10:00 pm",266.943,0.434535,115.996,73.5626,572.1,291.475,290,0,0
"Mar 26, 11:00 pm",266.99,0.437322,116.76,73.2464,572.012,291.221,290,0,0
"Mar 27, 12:00 am",266.99,0.435421,116.253,73.4765,571.91,291.406,290,0,0
"Mar 27, 01:00 am",266.99,0.436701,116.595,73.3251,571.785,291.293,290,0,0
"Mar 27, 02:00 am",266.99,0.43796,116.931,73.1762,571.627,291.185,290,0,0
"Mar 27, 03:00 am",266.99,0.439378,117.309,73.0095,571.409,291.065,290,0,0
"Mar 27, 04:00 am",254.797,0.442974,112.868,69.5007,571.062,290.234,290,0,0
"Mar 27, 05:00 am",0,0,0,0,574,290,290,0,0
"Mar 27, 06:00 am",0,0,0,0,574,290,290,0,0
"Mar 27, 07:00 am",0,0,0,0,574,290,290,0,0
"Mar 27, 08:00 am",158.069,0.0405617,10.8296,6.70523,573.612,290.075,290.067,457.752,0.561772
"Mar 27, 09:00 am",266.99,0.438313,117.025,73.1289,573.297,291.047,290.939,573.297,0.963119
"Mar 27, 10:00 am",266.991,0.43613,116.443,73.3859,573.317,291.252,290.783,573.317,0.965439
"Mar 27, 11:00 am",266.953,0.434794,116.07,73.5331,573.284,291.378,290.797,573.284,0.964408
"Mar 27, 12:00 pm",266.99,0.442374,118.11,74.3243,573.258,290.667,290.579,573.258,0.963316
"Mar 27, 01:00 pm",266.99,0.443021,118.282,74.2471,573.2,290.61,290.521,573.2,0.962599
"Mar 27, 02:00 pm",266.99,0.44301,118.279,74.2484,573.193,290.612,290.521,573.193,0.96075
"Mar 27, 03:00 pm",278.287,0.440175,122.495,77.4558,573.268,291.338,290.627,573.268,0.946246
"Mar 27, 04:00 pm",278.299,0.438405,122.008,77.6777,573.435,291.495,291.47,573.435,0.9053
"Mar 27, 05:00 pm",278.756,0.443426,123.608,78.8538,573.446,291.043,291.019,573.446,0.899405
"Mar 27, 06:00 pm",267.235,0.442156,118.16,74.4132,573.252,290.698,290.595,573.393,0.895971
"Mar 27, 07:00 pm",266.99,0.441127,117.777,74.4741,572.287,290.846,290,0,0
"Mar 27, 08:00 pm",266.99,0.441712,117.933,74.4049,572.227,290.795,290,0,0
"Mar 27, 09:00 pm",266.99,0.443846,118.502,74.1505,572.16,290.6,290,0,0
"Mar 27, 10:00 pm",266.943,0.434362,115.95,73.5818,572.084,291.493,290,0,0
"Mar 27, 11:00 pm",266.99,0.436852,116.635,73.3009,571.997,291.266,290,0,0
"Mar 28, 12:00 am",266.99,0.435643,116.312,73.4457,571.894,291.386,290,0,0
"Mar 28, 01:00 am",266.991,0.4362,116.461,73.3801,571.77,291.341,290,0,0
"Mar 28, 02:00 am",266.99,0.436786,116.618,73.3109,571.612,291.296,290,0,0
"Mar 28, 03:00 am",266.99,0.437082,116.697,73.2768,571.396,291.282,290,0,0
"Mar 28, 04:00 am",254.755,0.439618,111.995,69.8648,571.051,290.546,290,0,0
"Mar 28, 05:00 am",0,0,0,0,574,290,290,0,0
"Mar 28, 06:00 am",0,0,0,0,574,290,290,0,0
"Mar 28, 07:00 am",0,0,0,0,574,290,290,0,0
"Mar 28, 08:00 am",158.695,0.0411778,10.9941,6.92511,573.614,290.117,290.106,458.42,0.564282
"Mar 28, 09:00 am",266.99,0.444759,118.746,74.0428,573.296,290.441,290.367,573.296,0.962908
"Mar 28, 10:00 am",266.99,0.441639,117.913,74.413,573.313,290.732,290.645,573.313,0.964532
"Mar 28, 11:00 am",266.948,0.438833,117.146,74.7356,573.276,290.997,290.897,573.276,0.963261
"Mar 28, 12:00 pm",266.99,0.444835,118.767,75.7169,573.265,290.436,290.36,573.265,0.96398
"Mar 28, 01:00 pm",266.99,0.444804,118.758,75.7212,573.207,290.442,290.363,573.207,0.963254
"Mar 28, 02:00 pm",266.99,0.44416,118.586,75.7986,573.203,290.503,290.42,573.203,0.96164
"Mar 28, 03:00 pm",278.511,0.44295,123.366,78.8573,573.247,291.09,290.418,573.247,0.945858
"Mar 28, 04:00 pm",278.635,0.442041,123.168,79.0017,573.448,291.167,291.143,573.448,0.908369
"Mar 28, 05:00 pm",278.551,0.440918,122.818,79.12,573.462,291.268,291.243,573.462,0.903024
"Mar 28, 06:00 pm",267.146,0.44344,118.463,75.9269,573.229,290.576,290.483,573.381,0.895192
"Mar 28, 07:00 pm",266.99,0.443059,118.292,75.9349,572.289,290.665,290,0,0
"Mar 28, 08:00 pm",266.99,0.444131,118.579,75.8091,572.229,290.568,290,0,0
"Mar 28, 09:00 pm",266.99,0.439576,117.362,74.6685,572.162,290.999,290,0,0
"Mar 28, 10:00 pm",266.99,0.442363,118.106,74.3369,572.086,290.743,290,0,0
"Mar 28, 11:00 pm",266.99,0.444934,118.793,74.0319,571.999,290.508,290,0,0
"Mar 29, 12:00 am",266.941,0.434044,115.864,73.6268,571.896,291.534,290,0,0
"Mar 29, 01:00 am",267.09,0.434933,116.166,73.5608,571.771,291.464,290,0,0
"Mar 29, 02:00 am",266.991,0.436044,116.42,73.4049,571.613,291.366,290,0,0
"Mar 29, 03:00 am",266.99,0.436777,116.615,73.3201,571.396,291.31,290,0,0
"Mar 29, 04:00 am",252.384,0.440161,111.09,69.2081,571.048,290.393,290,0,0
"Mar 29, 05:00 am",0,0,0,0,574,290,290,0,0
"Mar 29, 06:00 am",0,0,0,0,574,290,290,0,0
"Mar 29, 07:00 am",0,0,0,0,574,290,290,0,0
"Mar 29, 08:00 am",157.672,0.0396455,10.5849,6.62906,573.612,290.099,290.089,457.329,0.560184
"Mar 29, 09:00 am",266.962,0.438633,117.098,73.0956,573.296,291.015,290.71,573.296,0.962996
"Mar 29, 10:00 am",266.99,0.442003,118.01,74.3841,573.318,290.698,290.613,573.318,0.965472
"Mar 29, 11:00 am",266.907,0.442535,118.116,75.9796,573.288,290.646,290.684,573.288,0.964692
"Mar 29, 12:00 pm",266.99,0.440099,117.502,74.605,573.279,290.879,290.783,573.279,0.965172
"Mar 29, 01:00 pm",266.99,0.440093,117.5,74.6051,573.22,290.883,290.496,573.22,0.964503
"Mar 29, 02:00 pm",266.951,0.439495,117.324,74.6663,573.219,290.938,290.469,573.219,0.963167
"Mar 29, 03:00 pm",278.71,0.44485,123.984,78.6768,573.277,290.919,290.503,573.277,0.948244
"Mar 29, 04:00 pm",278.817,0.444016,123.799,78.8085,573.454,290.99,290.968,573.454,0.909757
"Mar 29, 05:00 pm",278.717,0.442786,123.412,78.9368,573.463,291.1,291.076,573.463,0.903052
"Mar 29, 06:00 pm",267.056,0.44184,117.996,76.1041,573.123,290.729,290.626,573.306,0.88416
"Mar 29, 07:00 pm",266.99,0.442188,118.06,76.047,572.295,290.746,290,0,0
"Mar 29, 08:00 pm",266.99,0.443681,118.459,75.8705,572.235,290.61,290,0,0
"Mar 29, 09:00 pm",266.899,0.438998,117.168,74.722,572.167,291.049,290,0,0
"Mar 29, 10:00 pm",266.99,0.441229,117.804,74.4802,572.091,290.849,290,0,0
"Mar 29, 11:00 pm",266.99,0.443479,118.404,74.2122,572.002,290.644,290,0,0
"Mar 30, 12:00 am",266.99,0.443397,118.383,74.2232,571.899,290.658,290,0,0
"Mar 30, 01:00 am",266.99,0.444292,118.622,74.1176,571.773,290.583,290,0,0
"Mar 30, 02:00 am",266.91,0.443014,118.245,72.5718,571.613,290.709,290,0,0
"Mar 30, 03:00 am",267.05,0.435907,116.409,75.1226,571.393,291.395,290,0,0
"Mar 30, 04:00 am",242.817,0.43894,106.582,66.9118,571.04,290.08,290,0,0
"Mar 30, 05:00 am",0,0,0,0,574,290,290,0,0
"Mar 30, 06:00 am",0,0,0,0,574,290,290,0,0
"Mar 30, 07:00 am",0,0,0,0,574,290,290,0,0
"Mar 30, 08:00 am",0,0,0,0,574,290,290,0,0
"Mar 30, 09:00 am",191.613,0.0960092,25.6335,16.2163,573.486,290.172,290.152,493.306,0.690843
"Mar 30, 10:00 am",266.99,0.443705,118.465,75.865,573.308,290.539,290.462,573.308,0.964848
"Mar 30, 11:00 am",267.162,0.444223,118.679,77.5278,572.766,290.533,290.409,573.461,0.888542
"Mar 30, 12:00 pm",267.137,0.44144,117.925,76.1721,573.269,290.76,290.378,573.269,0.964922
"Mar 30, 01:00 pm",266.99,0.445104,118.838,77.3801,573.209,290.414,290.336,573.209,0.96406
"Mar 30, 02:00 pm",266.99,0.444078,118.564,77.503,573.204,290.511,290.428,573.204,0.962272
"Mar 30, 03:00 pm",267.213,0.444387,118.746,77.5219,572.757,290.52,290.393,573.166,0.854595
"Mar 30, 04:00 pm",266.99,0.444351,118.637,77.4696,573.409,290.472,290.406,573.409,0.952091
"Mar 30, 05:00 pm",266.99,0.443826,118.497,77.5314,572.269,290.594,290,0,0
"Mar 30, 06:00 pm",266.99,0.444009,118.546,79.1916,572.19,290.582,290,0,0
"Mar 30, 07:00 pm",266.99,0.444863,118.774,79.0913,572.097,290.508,290,0,0
"Mar 30, 08:00 pm",266.99,0.443439,118.394,77.5825,571.987,290.649,290,0,0
"Mar 30, 09:00 pm",266.99,0.44247,118.135,76.016,571.85,290.748,290,0,0
"Mar 30, 10:00 pm",266.877,0.439107,117.188,74.7031,571.671,291.069,290,0,0
"Mar 30, 11:00 pm",266.99,0.442522,118.149,74.3237,571.412,290.771,290,0,0
"Mar 31, 12:00 am",136.583,0.431527,58.9393,38.6083,570.98,283.982,290,0,0
"Mar 31, 01:00 am",0,0,0,0,574,290,290,0,0
"Mar 31, 02:00 am",0,0,0,0,574,290,290,0,0
"Mar 31, 03:00 am",0,0,0,0,574,290,290,0,0
"Mar 31, 04:00 am",0,0,0,0,574,290,290,0,0
"Mar 31, 05:00 am",0,0,0,0,574,290,290,0,0
"Mar 31, 06:00 am",0,0,0,0,574,290,290,0,0
"Mar 31, 07:00 am",0,0,0,0,574,290,290,0,0
"Mar 31, 08:00 am",156.579,0.0376084,10.0397,6.35768,573.609,290.118,290.075,456.166,0.555633
"Mar 31, 09:00 am",266.99,0.443489,118.407,74.2006,573.292,290.56,290.12,573.292,0.963053
"Mar 31, 10:00 am",266.99,0.440235,117.538,74.5885,573.322,290.863,290.189,573.322,0.966567
"Mar 31, 11:00 am",266.99,0.444309,118.626,75.7872,573.303,290.483,289.987,573.303,0.96706
"Mar 31, 12:00 pm",266.99,0.445125,118.844,75.6849,573.24,290.41,289.924,573.24,0.961654
"Mar 31, 01:00 pm",267.207,0.441649,118.012,76.1513,573.18,290.749,290.027,573.18,0.961116
"Mar 31, 02:00 pm",266.99,0.445192,118.862,75.6784,573.177,290.408,289.84,573.177,0.959684
"Mar 31, 03:00 pm",278.646,0.443971,123.711,78.768,573.29,290.997,290.328,573.29,0.947362
"Mar 31, 04:00 pm",278.744,0.443366,123.586,78.8694,573.439,291.049,291.024,573.439,0.906309
"Mar 31, 05:00 pm",278.653,0.442118,123.198,79.0028,573.458,291.16,291.136,573.458,0.901924
"Mar 31, 06:00 pm",266.99,0.442708,118.199,75.9786,572.115,290.709,290,0,0
"Mar 31, 07:00 pm",266.99,0.442735,118.206,75.9765,572.056,290.71,290,0,0
"Mar 31, 08:00 pm",266.99,0.443836,118.5,75.8469,571.99,290.611,290,0,0
"Mar 31, 09:00 pm",266.996,0.439425,117.325,74.6899,571.916,291.029,290,0,0
"Mar 31, 10:00 pm",266.99,0.442067,118.027,74.3736,571.83,290.787,290,0,0
"Mar 31, 11:00 pm",266.99,0.444744,118.742,74.0554,571.73,290.543,290,0,0
"Apr 1, 12:00 am",266.99,0.435608,116.303,73.4615,571.609,291.407,290,0,0
"Apr 1, 01:00 am",266.99,0.435371,116.24,73.49,571.457,291.438,290,0,0
"Apr 1, 02:00 am",266.99,0.435322,116.227,73.4966,571.251,291.456,290,0,0
"Apr 1, 03:00 am",266.99,0.437238,116.738,73.271,570.928,291.298,290,0,0
"Apr 1, 04:00 am",23.4089,0.177955,9.51682,6.8465,572.487,283.881,290,0,0
"Apr 1, 05:00 am",0,0,0,0,574,290,290,0,0
"Apr 1, 06:00 am",0,0,0,0,574,290,290,0,0
"Apr 1, 07:00 am",0,0,0,0,574,290,290,0,0
"Apr 1, 08:00 am",157.899,0.0400142,10.6834,6.69157,573.612,290.1,290.09,457.571,0.561108
"Apr 1, 09:00 am",267.032,0.436539,116.57,73.358,573.305,291.216,290.731,573.305,0.963485
"Apr 1, 10:00 am",266.99,0.444033,118.552,74.1399,573.334,290.506,290.432,573.334,0.966955
"Apr 1, 11:00 am",266.99,0.442532,118.152,74.317,573.31,290.649,290.565,573.31,0.966602
"Apr 1, 12:00 pm",266.99,0.441669,117.921,74.4188,573.297,290.73,290.642,573.297,0.966537
"Apr 1, 01:00 pm",266.99,0.440882,117.711,74.5114,573.223,290.809,290.38,573.223,0.96424
"Apr 1, 02:00 pm",266.991,0.440412,117.586,74.5667,573.197,290.855,290.347,573.197,0.96069
"Apr 1, 03:00 pm",278.605,0.44473,123.904,78.6641,573.185,290.932,290.51,573.185,0.942713
"Apr 1, 04:00 pm",278.795,0.443861,123.746,78.8195,573.446,291.004,290.98,573.446,0.907888
"Apr 1, 05:00 pm",278.523,0.444062,123.681,78.7256,573.162,290.992,290.975,573.162,0.908536
"Apr 1, 06:00 pm",266.99,0.443094,118.302,75.9294,572.292,290.661,290,0,0
"Apr 1, 07:00 pm",266.99,0.44287,118.242,75.9573,572.233,290.686,290,0,0
"Apr 1, 08:00 pm",266.99,0.442992,118.274,75.9438,572.168,290.679,290,0,0
"Apr 1, 09:00 pm",266.99,0.444576,118.697,75.7559,572.093,290.536,290,0,0
"Apr 1, 10:00 pm",266.892,0.439017,117.17,74.7101,572.008,291.057,290,0,0
"Apr 1, 11:00 pm",266.99,0.441683,117.925,74.4185,571.908,290.818,290,0,0
"Apr 2, 12:00 am",266.99,0.444546,118.689,74.0756,571.788,290.558,290,0,0
"Apr 2, 01:00 am",266.939,0.434283,115.927,73.5982,571.636,291.527,290,0,0
"Apr 2, 02:00 am",267.04,0.435674,116.343,73.4572,571.431,291.414,290,0,0
"Apr 2, 03:00 am",266.933,0.433988,115.846,73.6332,571.111,291.588,290,0,0
"Apr 2, 04:00 am",25.9264,0.197101,10.5402,7.61904,572.407,283.216,290,0,0
"Apr 2, 05:00 am",0,0,0,0,574,290,290,0,0
"Apr 2, 06:00 am",0,0,0,0,574,290,290,0,0
"Apr 2, 07:00 am",0,0,0,0,574,290,290,0,0
"Apr 2, 08:00 am",157.586,0.0394471,10.532,6.6117,573.612,290.104,290.094,457.237,0.559971
"Apr 2, 09:00 am",266.99,0.444634,118.713,74.0711,573.301,290.452,290.378,573.301,0.963347
"Apr 2, 10:00 am",266.99,0.441578,117.897,74.4335,573.333,290.737,290.651,573.333,0.966836
"Apr 2, 11:00 am",266.991,0.440367,117.574,74.577,573.309,290.852,290.465,573.309,0.966625
"Apr 2, 12:00 pm",266.997,0.439717,117.403,74.6555,573.298,290.914,290.456,573.298,0.96685
"Apr 2, 01:00 pm",266.901,0.442967,118.228,74.2471,573.26,290.607,290.3,573.26,0.968742
"Apr 2, 02:00 pm",266.99,0.444007,118.545,75.8244,573.224,290.516,290.434,573.224,0.963287
"Apr 2, 03:00 pm",278.368,0.441871,123.003,78.961,573.201,291.188,290.511,573.201,0.943244
"Apr 2, 04:00 pm",278.536,0.444286,123.75,80.3835,573.156,290.972,290.959,573.156,0.9168
"Apr 2, 05:00 pm",278.878,0.44449,123.958,80.443,573.473,290.947,290.704,573.473,0.905562
"Apr 2, 06:00 pm",266.99,0.444394,118.649,77.4581,572.317,290.538,290,0,0
"Apr 2, 07:00 pm",266.99,0.444453,118.665,77.4516,572.258,290.536,290,0,0
"Apr 2, 08:00 pm",266.889,0.443965,118.489,75.8071,572.193,290.582,290,0,0
"Apr 2, 09:00 pm",266.99,0.442822,118.229,75.9662,572.118,290.698,290,0,0
"Apr 2, 10:00 pm",266.99,0.444932,118.792,75.7154,572.033,290.506,290,0,0
"Apr 2, 11:00 pm",266.99,0.441199,117.796,74.4772,571.933,290.861,290,0,0
"Apr 3, 12:00 am",266.99,0.444956,118.799,74.0279,571.813,290.518,290,0,0
"Apr 3, 01:00 am",266.939,0.434489,115.982,73.5744,571.661,291.507,290,0,0
"Apr 3, 02:00 am",266.933,0.434789,116.06,73.5377,571.456,291.491,290,0,0
"Apr 3, 03:00 am",266.991,0.435961,116.397,73.4142,571.136,291.404,290,0,0
"Apr 3, 04:00 am",27.1144,0.206138,11.0232,7.95466,572.344,282.904,290,0,0
"Apr 3, 05:00 am",0,0,0,0,574,290,290,0,0
"Apr 3, 06:00 am",0,0,0,0,574,290,290,0,0
"Apr 3, 07:00 am",0,0,0,0,574,290,290,0,0
"Apr 3, 08:00 am",156.982,0.0384036,10.2534,6.45149,573.611,290.106,290.096,456.594,0.557676
"Apr 3, 09:00 am",266.99,0.44419,118.594,74.1142,573.3,290.494,290.418,573.3,0.963382
"Apr 3, 10:00 am",266.99,0.442834,118.232,74.2762,573.33,290.619,290.539,573.33,0.966587
"Apr 3, 11:00 am",266.99,0.441428,117.857,74.444,573.297,290.753,290.375,573.297,0.965215
"Apr 3, 12:00 pm",266.99,0.440044,117.487,74.6095,573.273,290.884,290.393,573.273,0.964156
"Apr 3, 01:00 pm",266.99,0.439903,117.45,74.6252,573.223,290.901,290.362,573.223,0.964606
"Apr 3, 02:00 pm",266.99,0.439958,117.464,74.6177,573.195,290.897,290.313,573.195,0.960892
"Apr 3, 03:00 pm",278.651,0.443993,123.719,78.7645,573.293,290.995,290.334,573.293,0.95245
"Apr 3, 04:00 pm",278.484,0.443566,123.526,78.7748,573.167,291.036,291.012,573.167,0.918614
"Apr 3, 05:00 pm",278.46,0.443236,123.424,78.8095,573.172,291.066,291.042,573.172,0.910193
"Apr 3, 06:00 pm",266.99,0.442544,118.155,75.9942,572.31,290.712,290,0,0
"Apr 3, 07:00 pm",266.99,0.443239,118.34,75.9123,572.251,290.651,290,0,0
"Apr 3, 08:00 pm",266.99,0.444176,118.591,75.8014,572.186,290.567,290,0,0
"Apr 3, 09:00 pm",267.147,0.43938,117.379,74.7289,572.111,291.027,290,0,0
"Apr 3, 10:00 pm",266.99,0.442417,118.121,74.3278,572.026,290.742,290,0,0
"Apr 3, 11:00 pm",266.941,0.434241,115.917,73.6028,571.926,291.514,290,0,0
"Apr 4, 12:00 am",266.941,0.434535,115.995,73.5693,571.805,291.493,290,0,0
"Apr 4, 01:00 am",266.99,0.436825,116.628,73.313,571.653,291.29,290,0,0
"Apr 4, 02:00 am",266.99,0.437525,116.815,73.2307,571.447,291.237,290,0,0
"Apr 4, 03:00 am",266.99,0.43938,117.31,73.0134,571.126,291.083,290,0,0
"Apr 4, 04:00 am",25.0869,0.190717,10.199,7.33562,572.467,283.435,290,0,0
"Apr 4, 05:00 am",0,0,0,0,574,290,290,0,0
"Apr 4, 06:00 am",0,0,0,0,574,290,290,0,0
"Apr 4, 07:00 am",0,0,0,0,574,290,290,0,0
"Apr 4, 08:00 am",153.813,0.0332894,8.88793,5.57357,573.601,290.086,290.077,453.213,0.544122
"Apr 4, 09:00 am",266.952,0.434145,115.896,73.6191,573.285,291.439,290.876,573.285,0.962128
"Apr 4, 10:00 am",266.99,0.442792,118.221,74.2849,573.32,290.624,290.542,573.32,0.966415
"Apr 4, 11:00 am",266.99,0.442583,118.165,74.3095,573.304,290.644,290.561,573.304,0.967012
"Apr 4, 12:00 pm",266.99,0.440185,117.525,74.5955,573.288,290.87,290.488,573.288,0.96669
"Apr 4, 01:00 pm",266.99,0.440675,117.656,74.5366,573.224,290.828,290.436,573.224,0.965577
"Apr 4, 02:00 pm",266.99,0.440091,117.5,74.6054,573.238,290.882,290.413,573.238,0.965905
"Apr 4, 03:00 pm",278.839,0.445174,124.132,78.6684,573.376,290.888,290.406,573.376,0.95575
"Apr 4, 04:00 pm",278.766,0.443187,123.545,78.8965,573.477,291.064,291.04,573.477,0.915087
"Apr 4, 05:00 pm",278.745,0.44302,123.489,78.9113,573.47,291.079,291.055,573.47,0.904669
"Apr 4, 06:00 pm",266.99,0.443534,118.419,75.8791,572.324,290.618,290,0,0
"Apr 4, 07:00 pm",266.99,0.444327,118.631,75.7856,572.265,290.548,290,0,0
"Apr 4, 08:00 pm",266.901,0.439075,117.19,74.7057,572.199,291.04,290,0,0
"Apr 4, 09:00 pm",266.99,0.443182,118.325,74.2401,572.125,290.664,290,0,0
"Apr 4, 10:00 pm",266.99,0.44483,118.765,74.0456,572.04,290.515,290,0,0
"Apr 4, 11:00 pm",266.991,0.436012,116.411,73.4117,571.94,291.348,290,0,0
"Apr 5, 12:00 am",266.99,0.437148,116.714,73.2794,571.819,291.249,290,0,0
"Apr 5, 01:00 am",266.99,0.43885,117.169,73.0793,571.667,291.098,290,0,0
"Apr 5, 02:00 am",266.99,0.439666,117.386,72.9837,571.461,291.035,290,0,0
"Apr 5, 03:00 am",266.991,0.440139,117.513,72.9303,571.14,291.011,290,0,0
"Apr 5, 04:00 am",26.5841,0.202107,10.8076,7.74925,572.379,283.043,290,0,0
"Apr 5, 05:00 am",0,0,0,0,574,290,290,0,0
"Apr 5, 06:00 am",0,0,0,0,574,290,290,0,0
"Apr 5, 07:00 am",0,0,0,0,574,290,290,0,0
"Apr 5, 08:00 am",152.179,0.0307417,8.20771,5.11117,573.605,290.067,290.06,451.479,0.539454
"Apr 5, 09:00 am",266.99,0.444756,118.745,74.0652,573.277,290.442,290.367,573.277,0.962155
"Apr 5, 10:00 am",266.99,0.442853,118.237,74.2898,573.315,290.618,290.537,573.315,0.966222
"Apr 5, 11:00 am",266.99,0.442627,118.177,74.3155,573.283,290.642,290.557,573.283,0.964689
"Apr 5, 12:00 pm",266.953,0.439552,117.34,74.6689,573.256,290.93,290.456,573.256,0.96343
"Apr 5, 01:00 pm",266.995,0.439751,117.412,74.6553,573.189,290.918,290.416,573.189,0.962456
"Apr 5, 02:00 pm",266.997,0.439686,117.395,74.6628,573.178,290.925,290.378,573.178,0.96031
"Apr 5, 03:00 pm",278.775,0.444427,123.895,78.7526,573.378,290.955,290.351,573.378,0.951936
"Apr 5, 04:00 pm",278.695,0.442944,123.446,78.9159,573.428,291.087,291.062,573.428,0.903872
"Apr 5, 05:00 pm",278.563,0.440873,122.811,79.1387,573.478,291.272,291.247,573.478,0.906513
"Apr 5, 06:00 pm",266.99,0.442835,118.232,75.9686,572.305,290.685,290,0,0
"Apr 5, 07:00 pm",266.99,0.444649,118.717,75.753,572.247,290.519,290,0,0
"Apr 5, 08:00 pm",266.898,0.43887,117.134,74.7347,572.181,291.06,290,0,0
"Apr 5, 09:00 pm",266.99,0.440891,117.714,74.5183,572.107,290.879,290,0,0
"Apr 5, 10:00 pm",266.99,0.442671,118.189,74.3063,572.022,290.718,290,0,0
"Apr 5, 11:00 pm",266.99,0.437238,116.738,73.2721,571.922,291.234,290,0,0
"Apr 6, 12:00 am",266.99,0.436857,116.636,73.3178,571.801,291.278,290,0,0
"Apr 6, 01:00 am",266.99,0.438884,117.177,73.0789,571.649,291.096,290,0,0
"Apr 6, 02:00 am",266.99,0.439448,117.328,73.012,571.443,291.056,290,0,0
"Apr 6, 03:00 am",266.991,0.440497,117.608,72.8898,571.122,290.979,290,0,0
"Apr 6, 04:00 am",26.0169,0.197793,10.577,7.57318,572.405,283.192,290,0,0
"Apr 6, 05:00 am",0,0,0,0,574,290,290,0,0
"Apr 6, 06:00 am",0,0,0,0,574,290,290,0,0
"Apr 6, 07:00 am",0,0,0,0,574,290,290,0,0
"Apr 6, 08:00 am",151.283,0.0294499,7.86282,4.8443,573.603,290.046,290.04,450.524,0.535767
"Apr 6, 09:00 am",266.99,0.43729,116.752,73.2679,573.273,291.145,290.702,573.273,0.961296
"Apr 6, 10:00 am",266.882,0.437737,116.824,73.1835,573.31,291.096,290.622,573.31,0.965107
"Apr 6, 11:00 am",267.063,0.439762,117.444,74.6702,573.303,290.912,290.506,573.303,0.967231
"Apr 6, 12:00 pm",266.929,0.444562,118.667,75.7467,573.285,290.457,290.472,573.285,0.96645
